p,Z,scale,K0,signed_frequency_count,literal_signed_offdiag,signed_total_including_diag,signed_diagonal,task_prediction,literal_over_task_prediction,signed_total_prediction,signed_total_ratio,signed_off_poisson_prediction,signed_off_poisson_ratio,signed_off_fixed_margin_prediction,signed_off_fixed_margin_ratio,signed_total_fixed_margin_prediction,signed_total_fixed_margin_ratio,positive_offdiag,positive_total
5009,2,cuberoot,17,34,0,68,68,34.2307845877,0,68.923138351,0.986606263541,0.895987222999,0,0.448172558418,0,68.4481725584,0.993452380952,0,34
5011,2,sqrt,70,140,4,284,280,143.911394931,0.0277948803284,295.645579725,0.96060966061,15.5338255837,0.257502569373,7.77001397485,0.5147995889,287.770013975,0.986899211899,0,140
5011,2,cuberoot,17,34,0,68,68,34.2306924766,0,68.9227699062,0.986611537704,0.895629614847,0,0.447993611499,0,68.4479936115,0.993454978183,0,34
5021,2,sqrt,70,140,24,304,280,143.90360486,0.166778309851,295.614419438,1.02836661546,15.5028878709,1.54809866393,7.75453277545,3.09496402878,287.754532775,1.05645599069,0,140
5021,2,cuberoot,17,34,4,72,68,34.2302330213,0.116855763077,68.9209320852,1.04467536671,0.893845847441,4.47504456328,0.447101016139,8.94652406417,68.4471010161,1.0519072237,0,34
5023,2,sqrt,70,140,4,284,280,143.902050567,0.0277966852052,295.60820227,0.960731122545,15.4967151105,0.258119218911,7.75144393547,0.516032887975,287.751443935,0.98696290144,2,142
5023,2,cuberoot,17,34,0,68,68,34.2301413498,0,68.9205653992,0.986643095659,0.893489946247,0,0.44692292372,0,68.4469229237,0.993470518401,0,34
5039,0,sqrt,70,140,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5039,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5051,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5051,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5059,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5059,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5077,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5077,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5081,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5081,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5087,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5087,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5099,4,sqrt,71,142,100,668,568,299.81800353,0.333535674384,631.27201412,1.05818091894,62.8264365562,1.59168664469,47.1383166569,2.12141644191,615.138316657,1.08593462952,8,292
5099,4,cuberoot,17,34,12,148,136,68.9068444793,0.174148157424,139.627377917,1.05996404292,3.52069033144,3.40842245989,2.64155385521,4.54278074866,138.641553855,1.06750101888,0,68
5101,2,sqrt,71,142,4,288,284,145.952950402,0.0274060920933,299.811801608,0.960602612892,15.700450892,0.254769753271,7.85330456952,0.509339726301,291.85330457,0.986797118589,0,142
5101,2,cuberoot,17,34,0,68,68,34.2266222309,0,68.9064889237,0.986844650803,0.879827484807,0,0.44008629143,0,68.4400862914,0.993569758379,0,34
5107,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5107,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5113,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5113,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5119,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5119,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5147,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5147,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5153,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5153,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5167,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5167,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5171,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5171,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5179,0,sqrt,71,142,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5179,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5189,0,sqrt,72,144,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5189,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5197,0,sqrt,72,144,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5197,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5209,2,sqrt,72,144,8,296,288,147.980802457,0.054061066484,303.923209829,0.973930224567,15.8126319831,0.505924630925,7.90935279432,1.01146076146,295.909352794,1.00030633437,2,146
5209,2,cuberoot,17,34,0,68,68,34.2219235938,0,68.8876943751,0.987113890468,0.861585717028,0,0.430958325331,0,68.4309583253,0.993702290076,0,34
5227,2,sqrt,72,144,4,292,288,147.967093935,0.0270330375059,303.868375741,0.960942379369,15.7581786876,0.253836441336,7.88210526316,0.507478632479,295.882105263,0.986879553734,2,146
5227,2,cuberoot,17,34,0,68,68,34.2211593648,0,68.8846374593,0.98715769594,0.858618710541,0,0.429473684211,0,68.4294736842,0.993723849372,0,34
5231,0,sqrt,72,144,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5231,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5233,4,sqrt,72,144,56,632,576,303.85018154,0.184301354425,639.400726161,0.988425527438,62.9604433403,0.889447358197,47.2383865418,1.18547656048,623.238386542,1.01405820573,4,292
5233,4,cuberoot,17,34,4,140,136,68.8836231607,0.0580689548032,139.534492643,1.00333614541,3.43053697688,1.16599821747,2.57388644619,1.55407011289,138.573886446,1.01029135857,0,68
5237,2,sqrt,72,144,4,292,288,147.959518808,0.0270344215243,303.838075234,0.961038210156,15.7280886003,0.254322066822,7.8670487106,0.50844988345,295.867048711,0.986929775629,2,146
5237,2,cuberoot,17,34,0,68,68,34.2207370632,0,68.8829482528,0.987181903864,0.856979186557,0,0.428653295129,0,68.4286532951,0.993735763098,0,34
5261,0,sqrt,72,144,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5261,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5273,2,sqrt,72,144,4,292,288,147.932486251,0.0270393616803,303.729945003,0.96138034726,15.6207092737,0.25607031857,7.81331815595,0.511946386946,295.813318156,0.987109038296,0,144
5273,2,cuberoot,17,34,0,68,68,34.2192300398,0,68.8769201593,0.987268301816,0.851128389911,0,0.425725668754,0,68.4257256688,0.993778280543,0,34
5279,0,sqrt,72,144,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5279,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5281,0,sqrt,72,144,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5281,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5297,2,sqrt,72,144,8,296,288,147.91466868,0.0540852375993,303.658674722,0.974778673033,15.5499339249,0.514471639472,7.77790368272,1.02855477855,295.777903683,1.00075088881,0,144
5297,2,cuberoot,17,34,0,68,68,34.2182367378,0,68.8729469511,0.987325256291,0.847272040778,0,0.423796033994,0,68.423796034,0.993806306306,0,34
5303,0,sqrt,72,144,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5303,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5309,0,sqrt,72,144,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5309,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5323,0,sqrt,72,144,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5323,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5333,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5333,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5347,4,sqrt,73,146,36,620,584,307.946138021,0.116903560575,647.784552085,0.957108344131,63.3476715915,0.568292394898,47.5285313377,0.757439773264,631.528531338,0.981745034839,4,296
5347,4,cuberoot,17,34,0,136,136,68.864783991,0,139.459135964,0.975196060551,3.35739667103,0,2.51898971001,0,138.51898971,0.981814842028,0,68
5351,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5351,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5381,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5381,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5387,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5387,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5393,4,sqrt,73,146,84,668,584,307.810124235,0.272895507283,647.24049694,1.03207386305,62.8073428518,1.33742324043,47.122982749,1.78256967407,631.122982749,1.05843079441,36,328
5393,4,cuberoot,17,34,12,148,136,68.8574077508,0.174273188492,139.429631003,1.06146734331,3.32875950306,3.60494652406,2.49749582638,4.80481283422,138.497495826,1.06861137898,6,74
5399,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5399,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5407,4,sqrt,73,146,40,624,584,307.76918809,0.129967526146,647.076752358,0.964336916333,62.6447198077,0.638521492678,47.0009250694,0.8510470792,631.000925069,0.988905047851,10,302
5407,4,cuberoot,17,34,0,136,136,68.8551877196,0,139.420750878,0.975464549883,3.32014055854,0,2.49102682701,0,138.491026827,0.982013081395,0,68
5413,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5413,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5417,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5417,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5419,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5419,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5431,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5431,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5437,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5437,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5441,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5441,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5443,2,sqrt,73,146,4,296,292,149.916222671,0.026681568737,307.664890685,0.962085726911,15.5575969135,0.257109116675,7.7816577835,0.514029286726,299.781657783,0.987385292978,0,146
5443,2,cuberoot,17,34,0,68,68,34.2123828771,0,68.8495315084,0.987661041553,0.824545287525,0,0.41242418673,0,68.4124241867,0.993971501644,0,34
5449,4,sqrt,73,146,36,620,584,307.647641769,0.117016986683,646.590567077,0.958875726881,62.1618645623,0.579133207369,46.6385166147,0.771894189891,630.638516615,0.983130563176,10,302
5449,4,cuberoot,17,34,0,136,136,68.8485960727,0,139.394384291,0.975649059982,3.29454945862,0,2.4718193501,0,138.47181935,0.98214929679,0,68
5471,0,sqrt,73,146,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5471,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5477,2,sqrt,74,148,8,304,296,151.999269673,0.0526318318318,311.997078693,0.974368097528,15.8889903232,0.503493289208,7.94739726027,1.00661886376,303.94739726,1.00017306527,4,152
5477,2,cuberoot,17,34,0,68,68,34.2110644513,0,68.8442578054,0.987736699729,0.819426693445,0,0.409863013699,0,68.4098630137,0.994008714597,0,34
5479,2,sqrt,74,148,4,300,296,151.997809819,0.0263161686656,311.991239277,0.961565461565,15.8831903632,0.251838573267,7.94449516158,0.503493289208,303.944495162,0.987022317481,2,150
5479,2,cuberoot,17,34,0,68,68,34.2109874065,0,68.8439496258,0.987741121327,0.819127578025,0,0.409713346723,0,68.4097133467,0.994010889292,0,34
5483,0,sqrt,74,148,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5483,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5501,2,sqrt,74,148,12,308,296,151.981821487,0.0789568112988,311.927285948,0.987409610749,15.8196691511,0.758549365692,7.91271140207,1.5165471594,303.912711402,1.01344888991,0,148
5501,2,cuberoot,17,34,0,68,68,34.2101436103,0,68.840574441,0.987789549291,0.815851663334,0,0.408074195308,0,68.4080741953,0.994034707158,0,34
5503,0,sqrt,74,148,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5503,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5507,0,sqrt,74,148,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5507,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5519,2,sqrt,74,148,4,300,296,151.968834934,0.0263211861941,311.875339735,0.961922799842,15.7680739264,0.253677146534,7.88689505166,0.507170435742,303.886895052,0.987209402199,0,148
5519,2,cuberoot,17,34,0,68,68,34.2094582352,0,68.8378329408,0.987828888491,0.813190795434,0,0.406742794997,0,68.406742795,0.994054054054,0,34
5521,0,sqrt,74,148,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5521,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5527,2,sqrt,74,148,16,312,296,151.963090284,0.105288724848,311.852361136,1.00047342551,15.745250588,1.01617944475,7.87547511312,2.03162346019,303.875475113,1.0267363626,8,156
5527,2,cuberoot,17,34,4,72,68,34.209155057,0.116927763733,68.836620228,1.0459548967,0.812013750678,4.92602495544,0.406153846154,9.84848484848,68.4061538462,1.05253688377,2,36
5531,0,sqrt,74,148,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5531,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5557,0,sqrt,74,148,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5557,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5563,0,sqrt,74,148,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5563,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5569,2,sqrt,74,148,4,300,296,151.933201652,0.0263273593692,311.732806608,0.962362618373,15.6265038607,0.255975363118,7.81605891863,0.51176686891,303.816058919,0.987439574681,0,148
5569,2,cuberoot,17,34,0,68,68,34.2075776621,0,68.8303106482,0.98793684584,0.805889746813,0,0.403089635351,0,68.4030896354,0.994107142857,0,34
5573,2,sqrt,74,148,8,304,296,151.930378611,0.0526556971234,311.721514445,0.975229446519,15.6152879957,0.51231844089,7.81044695746,1.02426916713,303.810446957,1.00062391878,4,152
5573,2,cuberoot,17,34,0,68,68,34.207428674,0,68.8297146959,0.987945399752,0.805311322448,0,0.402800215401,0,68.4028002154,0.994111349036,0,34
5581,2,sqrt,74,148,8,304,296,151.924744669,0.052657649795,311.698978678,0.975299955392,15.5929044974,0.513053870197,7.79924717691,1.02574002574,303.799247177,1.00066080751,0,148
5581,2,cuberoot,17,34,0,68,68,34.2071313385,0,68.8285253539,0.987962471234,0.804156961118,0,0.402222620541,0,68.4022226205,0.994119743407,0,34
5591,0,sqrt,74,148,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5591,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5623,2,sqrt,74,148,8,304,296,151.895429486,0.0526678125015,311.581717944,0.975666999995,15.4764360662,0.516914874058,7.74097135741,1.03346203346,303.740971357,1.00085279454,2,150
5623,2,cuberoot,17,34,0,68,68,34.2055842077,0,68.8223368309,0.988051309085,0.798150453495,0,0.399217221135,0,68.3992172211,0.994163424125,0,34
5639,2,sqrt,75,150,8,308,300,153.990069161,0.0519514020844,315.960276645,0.974806084077,15.8538748005,0.504608501119,7.92974986695,1.0088590604,307.929749867,1.00022813688,0,150
5639,2,cuberoot,17,34,0,68,68,34.2050008867,0,68.8200035467,0.98808480813,0.795885795354,0,0.39808408728,0,68.3980840873,0.99417989418,0,34
5641,2,sqrt,75,150,8,308,300,153.988654494,0.051951879353,315.954617976,0.974823542613,15.8482538557,0.504787472036,7.92693740025,1.00921700224,307.9269374,1.00023727252,2,152
5641,2,cuberoot,17,34,0,68,68,34.2049282042,0,68.8197128169,0.988088982309,0.79560361638,0,0.397942897677,0,68.3979428977,0.994181946403,0,34
5647,6,sqrt,75,150,108,1008,900,485.859748539,0.222286370346,1043.43899416,0.966036352528,142.482734195,0.757986577181,118.777679362,0.909261744966,1018.77767936,0.989420970266,18,468
5647,6,cuberoot,17,34,0,204,204,103.842394192,0,211.369576766,0.9651341651,7.15282450859,0,5.96279893711,0,209.962798937,0.971600688468,0,102
5651,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5651,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5653,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5653,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5657,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5657,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5659,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5659,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5669,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5669,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5683,2,sqrt,75,150,8,308,300,153.959176491,0.0519618263901,315.836705965,0.975187475625,15.7311279254,0.508545861298,7.86833303996,1.01673378076,307.86833304,1.00042767296,2,152
5683,2,cuberoot,17,34,0,68,68,34.20341369,0,68.8136547598,0.988175969397,0.789723737463,0,0.395000880127,0,68.3950008801,0.994224711236,0,34
5689,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5689,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5693,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5693,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5701,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5701,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5711,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5711,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5717,2,sqrt,75,150,8,308,300,153.935630575,0.0519697744446,315.742522302,0.975478366849,15.6375721532,0.51158836689,7.82152230971,1.02281879195,307.82152231,1.000579809,2,152
5717,2,cuberoot,17,34,0,68,68,34.2022039531,0,68.8088158125,0.988245462403,0.785027112122,0,0.392650918635,0,68.3926509186,0.994258872651,0,34
5737,0,sqrt,75,150,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5737,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5741,2,sqrt,75,150,4,304,300,153.919177844,0.0259876647994,315.676711374,0.963010539094,15.5721999652,0.256868008949,7.78881338212,0.51355704698,307.788813382,0.987690217391,0,150
5741,2,cuberoot,17,34,0,68,68,34.2013586483,0,68.8054345933,0.988294026511,0.781745340533,0,0.391008886566,0,68.3910088866,0.994282744283,0,34
5743,2,sqrt,75,150,4,304,300,153.91781299,0.0259878952429,315.671251959,0.963027193999,15.5667769458,0.256957494407,7.78609998258,0.513736017897,307.786099983,0.987698924731,2,152
5743,2,cuberoot,17,34,0,68,68,34.2012885252,0,68.8051541006,0.988298055412,0.781473097684,0,0.390872670267,0,68.3908726703,0.994284724628,0,34
5749,2,sqrt,75,150,4,304,300,153.913724126,0.025988585636,315.654896504,0.963077092632,15.550530527,0.257225950783,7.77797111536,0.514272930649,307.777971115,0.987725011307,0,150
5749,2,cuberoot,17,34,0,68,68,34.2010784484,0,68.8043137937,0.988310125494,0.780657505653,0,0.390464590221,0,68.3904645902,0.994290657439,0,34
5779,0,sqrt,76,152,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5779,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5783,2,sqrt,76,152,12,316,304,155.995158222,0.0769254644615,319.98063289,0.98755976931,15.8754971468,0.755881840362,7.9404947241,1.51124085047,311.940494724,1.01301371686,0,152
5783,2,cuberoot,17,34,0,68,68,34.1998962476,0,68.7995849905,0.988378055033,0.776067784887,0,0.388168137001,0,68.388168137,0.994324045408,0,34
5791,0,sqrt,76,152,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5791,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5801,4,sqrt,76,152,28,636,608,319.931046371,0.0875188585715,671.724185485,0.946817181431,63.3049474229,0.442303502963,47.4950853595,0.589534681074,655.49508536,0.970258990807,12,316
5801,4,cuberoot,17,34,0,136,136,68.7971039476,0,139.18841579,0.977092807815,3.09463885537,0,2.32177961718,0,138.321779617,0.983214649034,0,68
5807,2,sqrt,76,152,8,312,304,155.978646461,0.0512890718153,319.914585845,0.975260315738,15.809884622,0.506012547926,7.90766580534,1.01167654235,311.907665805,1.00029603054,2,154
5807,2,cuberoot,17,34,0,68,68,34.1990700878,0,68.7962803513,0.988425531915,0.772860340968,0,0.386563307494,0,68.3865633075,0.994347379239,0,34
5813,2,sqrt,76,152,4,308,304,155.974539825,0.0256452110998,319.898159298,0.962806415253,15.7935661448,0.25326768909,7.89950094648,0.506361101429,311.899500946,0.987497572344,0,152
5813,2,cuberoot,17,34,0,68,68,34.1988646138,0,68.7954584552,0.988437340588,0.772062618269,0,0.386164171399,0,68.3861641714,0.994353182752,0,34
5821,0,sqrt,76,152,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5821,0,cuberoot,17,34,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5827,2,sqrt,76,152,8,312,304,155.964990561,0.0512935625567,319.859962245,0.975426864339,15.7556203878,0.507755315441,7.88051502146,1.01516207738,311.880515021,1.00038311139,2,154
5827,2,cuberoot,17,34,0,68,68,34.19838682,0,68.7935472799,0.988464800679,0.770207654024,0,0.385236051502,0,68.3852360515,0.994366678047,0,34
5839,4,sqrt,76,152,40,648,608,319.8273677,0.125067470891,671.3094708,0.9652776077,62.8929611235,0.636001219937,47.1858831592,0.847711165331,655.185883159,0.989032298552,16,320
5839,4,cuberoot,18,36,0,144,144,72.8878232574,0,147.55129303,0.975931806786,3.45264600103,0,2.59037176632,0,146.590371766,0.982329182094,0,72
5843,0,sqrt,76,152,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5843,0,cuberoot,18,36,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5849,0,sqrt,76,152,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5849,0,cuberoot,18,36,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5851,0,sqrt,76,152,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5851,0,cuberoot,18,36,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5857,2,sqrt,76,152,4,308,304,155.944681578,0.0256501213093,319.77872631,0.963166010302,15.6749189005,0.255184733357,7.84013663535,0.510195189962,311.840136635,0.987685560054,2,154
5857,2,cuberoot,18,36,0,72,72,36.2212736896,0,72.8850947584,0.987856299545,0.860508792897,0,0.430401366354,0,72.4304013664,0.994057724958,0,36
5861,0,sqrt,76,152,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5861,0,cuberoot,18,36,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5867,2,sqrt,76,152,4,308,304,155.937958071,0.025651227254,319.751832282,0.963247021297,15.6482018067,0.255620425235,7.82676896846,0.511066573719,311.826768968,0.987727901036,0,152
5867,2,cuberoot,18,36,0,72,72,36.22089654,0,72.8835861599,0.987876746927,0.859042099881,0,0.429667519182,0,72.4296675192,0.99406779661,0,36
5869,0,sqrt,76,152,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5869,0,cuberoot,18,36,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5879,0,sqrt,76,152,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5879,0,cuberoot,18,36,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
5881,2,sqrt,76,152,4,308,304,155.928583574,0.0256527694173,319.714334297,0.963359996596,15.6109505186,0.256230393865,7.80813063446,0.512286510979,311.808130634,0.987786942481,0,152
5881,2,cuberoot,18,36,0,72,72,36.2203706853,0,72.881482741,0.987905257853,0.856997109335,0,0.428644327267,0,72.4286443273,0.994081839702,0,36
5897,6,sqrt,76,152,80,992,912,491.261319315,0.162846120496,1053.04527726,0.94202976968,140.117347804,0.570950001936,116.804071247,0.684907633322,1028.80407125,0.964226355362,16,472
5897,6,cuberoot,18,36,4,220,216,109.977954892,0.0363709254633,223.911819569,0.982529642353,7.69204680346,0.520017636684,6.41221374046,0.62380952381,222.41221374,0.989154310818,0,108
5903,2,sqrt,76,152,8,312,304,155.913942063,0.0513103568169,319.655768253,0.976049960571,15.5527697781,0.514377831997,7.779020505,1.02840711049,311.779020505,1.00070876961,4,156
