p,Z,scale,K0,signed_frequency_count,literal_signed_offdiag,signed_total_including_diag,signed_diagonal,task_prediction,literal_over_task_prediction,signed_total_prediction,signed_total_ratio,signed_off_poisson_prediction,signed_off_poisson_ratio,signed_off_fixed_margin_prediction,signed_off_fixed_margin_ratio,signed_total_fixed_margin_prediction,signed_total_fixed_margin_ratio,positive_offdiag,positive_total
2137,4,cuberoot,12,24,0,96,96,49.078146935,0,100.31258774,0.957008508733,4.132896584,0,3.10257611241,0,99.1025761124,0.968693284936,0,48
2141,0,sqrt,46,92,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2141,0,cuberoot,12,24,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2143,0,sqrt,46,92,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2143,0,cuberoot,12,24,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2153,0,sqrt,46,92,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2153,0,cuberoot,12,24,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2161,0,sqrt,46,92,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2161,0,cuberoot,12,24,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2179,2,sqrt,46,92,4,188,184,95.8843506196,0.0417169222522,199.537402478,0.942179248928,15.3685176687,0.260272336359,7.69131832797,0.520066889632,191.691318328,0.980743424584,2,94
2179,2,cuberoot,12,24,0,48,48,24.264341441,0,49.0573657641,0.978446340368,1.01330885727,0,0.507119889757,0,48.5071198898,0.989545454545,0,24
2203,0,sqrt,46,92,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2203,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2207,0,sqrt,46,92,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2207,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2213,0,sqrt,47,94,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2213,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2221,0,sqrt,47,94,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2221,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2237,4,sqrt,47,94,48,424,376,203.799731784,0.235525334503,439.198927135,0.965393979367,62.5265981225,0.767673301304,46.9369127517,1.02264927934,422.936912752,1.00251358351,6,194
2237,4,cuberoot,13,26,4,108,104,53.2087617345,0.0751755889371,108.835046938,0.992327407748,4.6490835941,0.860384615385,3.48993288591,1.14615384615,107.489932886,1.00474525475,0,52
2239,0,sqrt,47,94,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2239,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2243,0,sqrt,47,94,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2243,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2251,0,sqrt,47,94,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2251,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2267,0,sqrt,47,94,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2267,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2269,4,sqrt,47,94,48,424,376,203.576906126,0.2357831294,438.307624504,0.967357117001,61.644777435,0.778654770075,46.274371416,1.0372912377,422.274371416,1.00408651034,10,198
2269,4,cuberoot,13,26,0,104,104,53.1917144116,0,108.766857647,0.95617361989,4.58351696783,0,3.44067048963,0,107.44067049,0.967976088813,0,52
2273,0,sqrt,47,94,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2273,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2281,0,sqrt,47,94,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2281,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2287,0,sqrt,47,94,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2287,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2293,4,sqrt,47,94,68,444,376,203.413868295,0.334293824556,437.655473179,1.01449662396,60.9995638901,1.11476206818,45.7896115234,1.48505300084,421.789611523,1.05265750476,6,194
2293,4,cuberoot,13,26,8,112,104,53.1792411688,0.150434639987,108.716964675,1.03019800392,4.53554295683,1.76384615385,3.40462680052,2.34974358974,107.404626801,1.04278561675,0,52
2297,2,sqrt,47,94,8,196,188,97.8467566391,0.0817605025939,203.387026556,0.963679952053,15.2233347845,0.525509036834,7.61830065359,1.05010295127,195.618300654,1.00195124559,0,94
2297,2,cuberoot,13,26,0,52,52,26.294296909,0,53.177187636,0.977862920392,1.13191118851,0,0.566448801743,0,52.5664488017,0.989224137931,0,26
2309,0,sqrt,48,96,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2309,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2311,0,sqrt,48,96,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2311,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2333,2,sqrt,48,96,4,196,192,99.9502786112,0.0400198984493,207.801114445,0.943209570957,15.6365195028,0.255811403509,7.82496782497,0.511184210526,199.824967825,0.980858408904,2,98
2333,2,cuberoot,13,26,0,52,52,26.2897556794,0,53.1590227175,0.97819706499,1.1144449207,0,0.557700557701,0,52.5577005577,0.989388794567,0,26
2339,0,sqrt,48,96,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2339,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2341,4,sqrt,48,96,56,440,384,207.747116617,0.269558494539,446.988466467,0.984365443425,62.3323366083,0.898410087719,46.789226165,1.19685672515,430.789226165,1.02138116108,24,216
2341,4,cuberoot,13,26,4,108,104,53.1550619393,0.0752515349256,108.620247757,0.99428975932,4.44254592055,0.900384615385,3.33475844378,1.19948717949,107.334758444,1.00619782041,2,54
2347,0,sqrt,48,96,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2347,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2351,0,sqrt,48,96,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2351,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2357,0,sqrt,48,96,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2357,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2371,2,sqrt,48,96,4,196,192,99.8869675243,0.0400452641535,207.547870097,0.944360449993,15.3859131168,0.259978070175,7.69945124525,0.51951754386,199.699451245,0.981474905303,0,96
2371,2,cuberoot,13,26,0,52,52,26.2851117672,0,53.1404470687,0.978539001238,1.09658371995,0,0.548754748839,0,52.5487547488,0.989557226399,0,26
2377,2,sqrt,48,96,4,196,192,99.8771560791,0.0400491980051,207.508624316,0.944539055404,15.3470761464,0.260635964912,7.68,0.520833333333,199.68,0.981570512821,2,98
2377,2,cuberoot,13,26,0,52,52,26.2843920909,0,53.1375683635,0.978592013174,1.09381573412,0,0.547368421053,0,52.5473684211,0.989583333333,0,26
2381,2,sqrt,48,96,24,216,192,99.8706425871,0.240310859911,207.482570349,1.04105130198,15.3212935741,1.56644736842,7.66708701135,3.13026315789,199.667087011,1.08180072757,12,108
2381,2,cuberoot,13,26,4,56,52,26.2839143217,0.152184334154,53.1356572869,1.0539062253,1.09197816044,3.66307692308,0.546448087432,7.32,52.5464480874,1.06572379368,2,28
2383,2,sqrt,48,96,8,200,192,99.8673940411,0.0801062256286,207.469576164,0.963996763754,15.3084347461,0.522587719298,7.66064678706,1.04429824561,199.660646787,1.00169964997,2,98
2383,2,cuberoot,13,26,0,52,52,26.2836760386,0,53.1347041544,0.97864476386,1.09106168695,0,0.545989080218,0,52.5459890802,0.989609310058,0,26
2389,0,sqrt,48,96,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2389,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2393,0,sqrt,48,96,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2393,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2399,2,sqrt,48,96,8,200,192,99.8416006669,0.0801269205077,207.366402668,0.964476392641,15.2063359733,0.526096491228,7.60951188986,1.05131578947,199.60951189,1.00195626003,2,98
2399,2,cuberoot,13,26,0,52,52,26.2817840767,0,53.1271363068,0.978784169727,1.08378491038,0,0.542344597413,0,52.5423445974,0.989677952106,0,26
2411,4,sqrt,49,98,56,448,392,211.933637495,0.264233656639,455.734549979,0.983028387952,63.0841974285,0.887702503682,47.3524283935,1.18262150221,439.352428394,1.01968253968,6,202
2411,4,cuberoot,13,26,4,108,104,53.1215263376,0.0752990411943,108.48610535,0.995519192537,4.313562837,0.927307692308,3.23785803238,1.23538461538,107.237858032,1.00710702341,0,52
2417,0,sqrt,49,98,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2417,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2423,2,sqrt,49,98,4,200,196,101.963681387,0.039229654575,211.854725547,0.944043138447,15.6929426331,0.254891647381,7.85295332507,0.50936250789,203.852953325,0.981099349986,2,100
2423,2,cuberoot,13,26,0,52,52,26.2789929839,0,53.1159719356,0.97898989899,1.07304993809,0,0.536968194961,0,52.536968195,0.989779231398,0,26
2437,0,sqrt,49,98,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2437,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2441,2,sqrt,49,98,8,204,196,101.934453093,0.0784818062711,211.737812372,0.963455689443,15.5772224498,0.513570376604,7.79499794998,1.02629917947,203.79499795,1.00100592287,2,100
2441,2,cuberoot,13,26,0,52,52,26.2769356821,0,53.1077427284,0.97914159647,1.06513723884,0,0.533005330053,0,52.5330053301,0.989853896104,0,26
2447,0,sqrt,49,98,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2447,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2459,2,sqrt,49,98,4,200,196,101.905652704,0.0392519933276,211.622610817,0.94507859641,15.4631964213,0.258678729224,7.73789173789,0.516936671576,203.737891738,0.981653428795,2,100
2459,2,cuberoot,13,26,0,52,52,26.2749084994,0,53.0996339976,0.979291119076,1.05734038227,0,0.529100529101,0,52.5291005291,0.98992747784,0,26
2467,0,sqrt,49,98,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2467,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2473,0,sqrt,49,98,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2473,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2477,2,sqrt,49,98,4,200,196,101.877270892,0.0392629284724,211.509083569,0.945585866221,15.350827614,0.260572270145,7.68161616162,0.520723753419,203.681616162,0.981924651665,2,100
2477,2,cuberoot,13,26,0,52,52,26.2729107792,0,53.0916431167,0.979438513246,1.04965684296,0,0.525252525253,0,52.5252525253,0.99,0,26
2503,0,sqrt,50,100,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2503,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2521,2,sqrt,50,100,8,208,200,103.966679889,0.0769477298741,215.866719556,0.963557515619,15.7080523602,0.509292929293,7.86026200873,1.01777777778,207.860262009,1.00067226891,4,104
2521,2,cuberoot,13,26,0,52,52,26.2681475605,0,53.072590242,0.979790128255,1.03133677112,0,0.516077808654,0,52.5160778087,0.990172955975,0,26
2531,0,sqrt,50,100,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2531,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2539,2,sqrt,50,100,8,208,200,103.938558488,0.0769685486927,215.75423395,0.964059875867,15.5966916109,0.512929292929,7.80449349626,1.02505050505,207.804493496,1.00094081942,2,102
2539,2,cuberoot,13,26,0,52,52,26.2662465538,0,53.064986215,0.979930528753,1.02402520677,0,0.512416239653,0,52.5124162397,0.990241998439,0,26
2543,2,sqrt,50,100,8,208,200,103.93236335,0.0769731365872,215.729453401,0.964170616114,15.5721588675,0.513737373737,7.79220779221,1.02666666667,207.792207792,1.001,0,100
2543,2,cuberoot,13,26,0,52,52,26.2658277625,0,53.0633110499,0.979961464355,1.0224144711,0,0.511609602519,0,52.5116096025,0.990257209665,0,26
2549,0,sqrt,50,100,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2549,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2551,0,sqrt,50,100,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2551,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2557,4,sqrt,50,100,36,436,400,215.64333203,0.166942328618,462.573328119,0.942553263443,61.9475948377,0.581136363636,46.4970645793,0.774242424242,446.497064579,0.976490182328,6,206
2557,4,cuberoot,13,26,0,104,104,53.0574892452,0,108.229956981,0.960916948516,4.06726632773,0,3.05283757339,0,107.052837573,0.971482889734,0,52
2579,2,sqrt,50,100,8,208,200,103.877471888,0.0770138111236,215.509887553,0.96515293271,15.3547886778,0.52101010101,7.68335273574,1.04121212121,207.683352736,1.00152466368,2,102
2579,2,cuberoot,13,26,0,52,52,26.2621170997,0,53.0484683986,0.980235651843,1.00814269097,0,0.504462553357,0,52.5044625534,0.990392006149,0,26
2591,2,sqrt,50,100,8,208,200,103.859513701,0.0770271274619,215.438054805,0.965474740236,15.283674257,0.523434343434,7.64774044032,1.04606060606,207.64774044,1.00169642857,0,100
2591,2,cuberoot,13,26,0,52,52,26.2609031262,0,53.0436125048,0.980325387817,1.00347356233,0,0.502124372345,0,52.5021243723,0.990436113236,0,26
2593,0,sqrt,50,100,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2593,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2609,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2609,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2617,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2617,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2621,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2621,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2633,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2633,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2647,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2647,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2657,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2657,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2659,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2659,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2663,2,sqrt,51,102,12,216,204,105.906871949,0.11330709499,219.627487796,0.983483452677,15.4742771311,0.775480489225,7.74295377678,1.54979615609,211.742953777,1.02010478341,0,102
2663,2,cuberoot,13,26,4,56,52,26.2538490424,0.152358612009,53.0153961697,1.05629692591,0.976342470897,4.09692307692,0.488538143555,8.18769230769,52.4885381436,1.06689959333,0,26
2671,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2671,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2677,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2677,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2683,2,sqrt,51,102,8,212,204,105.877748789,0.0755588411307,219.510995155,0.965783057248,15.3589265747,0.520869734032,7.6851920925,1.04096291982,211.685192093,1.00148715129,2,104
2683,2,cuberoot,13,26,0,52,52,26.2519567648,0,53.0078270593,0.980987202925,0.96906448006,0,0.484893696382,0,52.4848936964,0.990761271249,0,26
2687,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2687,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2689,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2689,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2693,6,sqrt,51,102,136,748,612,340.77014482,0.399095994961,751.08057928,0.995898470331,137.717044189,0.987532086542,114.849498328,1.18415841584,726.849498328,1.02909887359,46,352
2693,6,cuberoot,13,26,12,168,156,80.2591904939,0.149515587264,165.036761975,1.01795501796,8.6891942072,1.38102564103,7.24637681159,1.656,163.246376812,1.02911931818,6,84
2699,0,sqrt,51,102,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2699,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2707,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2707,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2711,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2711,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2713,2,sqrt,52,104,4,212,208,107.986730557,0.0370415881598,223.946922226,0.946652884945,15.7935864357,0.253267363704,7.90261895979,0.506161314414,215.90261896,0.981924170357,0,104
2713,2,cuberoot,13,26,0,52,52,26.2491706598,0,52.9966826391,0.981193490054,0.958348691485,0,0.479527849502,0,52.4795278495,0.990862573099,0,26
2719,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2719,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2729,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2729,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2731,2,sqrt,52,104,8,216,208,107.960454046,0.0741012074345,223.841816185,0.964967152616,15.6894910289,0.509895444361,7.8504946867,1.01904406273,215.850494687,1.00069263364,2,106
2731,2,cuberoot,13,26,0,52,52,26.2475283779,0,52.9901135115,0.98131512756,0.952032222629,0,0.476364968853,0,52.4763649689,0.990922294844,0,26
2741,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2741,0,cuberoot,13,26,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2749,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2749,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2753,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2753,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2767,2,sqrt,52,104,8,216,208,107.908926635,0.074136591378,223.635706541,0.965856496445,15.4853632093,0.516616878267,7.74828209765,1.03248693055,215.748282098,1.00116672031,2,106
2767,2,cuberoot,14,28,0,56,56,28.2833393567,0,57.1333574268,0.980162947219,1.09288037586,0,0.546835443038,0,56.546835443,0.990329512894,0,28
2777,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2777,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2789,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2789,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2791,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2791,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2797,2,sqrt,52,104,4,212,208,107.867000358,0.037082703577,223.46800143,0.948681684372,15.3192706471,0.261109036594,7.66511627907,0.521844660194,215.665116279,0.983005521049,0,104
2797,2,cuberoot,14,28,0,56,56,28.2803003218,0,57.1212012871,0.980371538731,1.08115838398,0,0.540966010733,0,56.5409660107,0.990432317505,0,28
2801,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2801,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2803,0,sqrt,52,104,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2803,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2819,0,sqrt,53,106,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2819,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2833,0,sqrt,53,106,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2833,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2837,0,sqrt,53,106,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2837,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2843,2,sqrt,53,106,8,220,212,109.952163208,0.0727589141186,227.808652832,0.965722755767,15.6595145973,0.510871518419,7.83526927138,1.02102425876,219.835269271,1.00074933712,0,106
2843,2,cuberoot,14,28,0,56,56,28.2757650369,0,57.1030601477,0.980682994136,1.06366514246,0,0.532206969377,0,56.5322069694,0.990585774059,0,28
2851,0,sqrt,53,106,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2851,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2857,2,sqrt,53,106,4,216,212,109.93279664,0.0363858659314,227.731186559,0.948486692857,15.582779139,0.256693620845,7.79684763573,0.51302785265,219.796847636,0.982725650178,2,108
2857,2,cuberoot,14,28,0,56,56,28.2744137207,0,57.0976548827,0.980775832475,1.05845292265,0,0.529597197898,0,56.5295971979,0.990631505899,0,28
2861,0,sqrt,53,106,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2861,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2879,2,sqrt,53,106,8,220,212,109.902744008,0.0727916311115,227.610976033,0.966561471832,15.4637026745,0.517340521114,7.73722627737,1.03396226415,219.737226277,1.00119585437,4,110
2879,2,cuberoot,14,28,0,56,56,28.2723167767,0,57.0892671066,0.980919931857,1.05036470997,0,0.525547445255,0,56.5255474453,0.990702479339,0,28
2887,0,sqrt,53,106,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2887,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2897,2,sqrt,53,106,8,220,212,109.878494995,0.0728076954492,227.513979979,0.966973546065,15.3676216776,0.520575022462,7.68911917098,1.04043126685,219.689119171,1.00141509434,2,108
2897,2,cuberoot,14,28,0,56,56,28.2706247843,0,57.082499137,0.981036234338,1.04383845357,0,0.522279792746,0,56.5222797927,0.990759753593,0,28
2903,0,sqrt,53,106,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2903,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2909,0,sqrt,53,106,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2909,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2917,4,sqrt,54,108,28,460,432,231.994514913,0.120692508659,495.97805965,0.927460380655,63.3856702091,0.44174022153,47.5718696398,0.588583131418,479.57186964,0.959188870576,10,226
2917,4,cuberoot,14,28,0,112,112,57.075077134,0,116.300308536,0.963024100363,4.14672608845,0,3.11217838765,0,115.112178388,0.972963951936,0,56
2927,0,sqrt,54,108,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2927,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2939,2,sqrt,54,108,4,220,216,111.968696836,0.0357242703813,231.874787343,0.948787932148,15.7277985709,0.254326756663,7.86925434116,0.508307372793,223.869254341,0.982716454957,0,108
2939,2,cuberoot,14,28,0,56,56,28.2667574005,0,57.0670296019,0.981302170284,1.02892140184,0,0.514811031665,0,56.5148110317,0.990890688259,0,28
2953,0,sqrt,54,108,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2953,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2957,2,sqrt,54,108,8,224,216,111.944538383,0.0714639598816,231.778153534,0.966441386233,15.6320595198,0.511768778124,7.82131979695,1.02284527518,223.821319797,1.00079831628,4,112
2957,2,cuberoot,14,28,0,56,56,28.2651335813,0,57.0605343253,0.981413873216,1.02265809943,0,0.511675126904,0,56.5116751269,0.990945674044,0,28
2963,0,sqrt,54,108,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2963,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2969,2,sqrt,54,108,4,220,216,111.928595487,0.0357370695362,231.714381947,0.949444735159,15.5688784102,0.256922810661,7.78968655207,0.513499480789,223.789686552,0.983065857009,2,110
2969,2,cuberoot,14,28,0,56,56,28.2640619737,0,57.0562478949,0.981487603306,1.01852475581,0,0.509605662285,0,56.5096056623,0.990981963928,0,28
2971,2,sqrt,54,108,4,220,216,111.925950858,0.0357379139451,231.703803433,0.949488082372,15.5583978458,0.257095880928,7.78443920512,0.513845621322,223.784439205,0.983088908154,0,108
2971,2,cuberoot,14,28,0,56,56,28.2638842141,0,57.0555368563,0.98149983482,1.01783911141,0,0.509262377905,0,56.5092623779,0.990987983979,0,28
2999,0,sqrt,54,108,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
2999,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
3001,0,sqrt,54,108,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
3001,0,cuberoot,14,28,0,0,0,0,nan,0,nan,0,nan,0,nan,0,nan,0,0
