p,Z,cloud_size,pencil_line_count,vertical_line_count,slope_zero_count,max_line,max_nonzero_line,line_energy,nonzero_line_energy,random_raw_energy,raw_energy_ratio,forced_diagonal_prediction,forced_diagonal_ratio,random_nonzero_energy,nonzero_energy_ratio,line_count_distribution,pencil_line_count_distribution,nonzero_line_distribution
439,2,4,440,0,2,2,1,6,2,4.02733485194,1.48981900452,6.00457665904,0.999237804878,2.00457665904,0.997716894977,"{""0"": 436, ""1"": 2, ""2"": 1}","{""0"": 437, ""1"": 2, ""2"": 1}","{""0"": 436, ""1"": 2}"
443,2,4,444,0,2,2,1,6,2,4.02708803612,1.4899103139,6.00453514739,0.999244712991,2.00453514739,0.997737556561,"{""0"": 440, ""1"": 2, ""2"": 1}","{""0"": 441, ""1"": 2, ""2"": 1}","{""0"": 440, ""1"": 2}"
463,2,4,464,0,2,2,1,6,2,4.02591792657,1.49034334764,6.00433839479,0.999277456647,2.00433839479,0.997835497835,"{""0"": 460, ""1"": 2, ""2"": 1}","{""0"": 461, ""1"": 2, ""2"": 1}","{""0"": 460, ""1"": 2}"
499,6,36,500,0,6,6,1,66,30,38.5250501002,1.7131710362,67.7505030181,0.974162508909,31.7505030181,0.944866920152,"{""0"": 468, ""1"": 30, ""6"": 1}","{""0"": 469, ""1"": 30, ""6"": 1}","{""0"": 468, ""1"": 30}"
503,2,4,504,0,2,2,1,6,2,4.02385685885,1.49110671937,6.00399201597,0.999335106383,2.00399201597,0.998007968127,"{""0"": 500, ""1"": 2, ""2"": 1}","{""0"": 501, ""1"": 2, ""2"": 1}","{""0"": 500, ""1"": 2}"
541,2,4,542,0,2,2,1,6,2,4.02218114603,1.49172794118,6.00371057514,0.999381953028,2.00371057514,0.998148148148,"{""0"": 538, ""1"": 2, ""2"": 1}","{""0"": 539, ""1"": 2, ""2"": 1}","{""0"": 538, ""1"": 2}"
571,2,4,572,0,2,2,1,6,2,4.02101576182,1.49216027875,6.00351493849,0.999414519906,2.00351493849,0.998245614035,"{""0"": 568, ""1"": 2, ""2"": 1}","{""0"": 569, ""1"": 2, ""2"": 1}","{""0"": 568, ""1"": 2}"
577,2,4,578,0,2,2,1,6,2,4.02079722704,1.49224137931,6.00347826087,0.999420625724,2.00347826087,0.998263888889,"{""0"": 574, ""1"": 2, ""2"": 1}","{""0"": 575, ""1"": 2, ""2"": 1}","{""0"": 574, ""1"": 2}"
593,2,4,594,0,2,2,1,6,2,4.02023608769,1.49244966443,6.00338409475,0.999436302142,2.00338409475,0.998310810811,"{""0"": 590, ""1"": 2, ""2"": 1}","{""0"": 591, ""1"": 2, ""2"": 1}","{""0"": 590, ""1"": 2}"
599,4,16,600,0,4,4,1,28,12,16.4006677796,1.707247557,28.2211055276,0.992165242165,12.2211055276,0.981907894737,"{""0"": 586, ""1"": 12, ""4"": 1}","{""0"": 587, ""1"": 12, ""4"": 1}","{""0"": 586, ""1"": 12}"
617,2,4,618,0,2,2,1,6,2,4.01944894652,1.49274193548,6.00325203252,0.999458288191,2.00325203252,0.998376623377,"{""0"": 614, ""1"": 2, ""2"": 1}","{""0"": 615, ""1"": 2, ""2"": 1}","{""0"": 614, ""1"": 2}"
631,2,4,632,0,2,2,1,6,2,4.01901743265,1.4929022082,6.00317965024,0.999470338983,2.00317965024,0.998412698413,"{""0"": 628, ""1"": 2, ""2"": 1}","{""0"": 629, ""1"": 2, ""2"": 1}","{""0"": 628, ""1"": 2}"
659,2,4,660,0,2,2,1,6,2,4.01820940819,1.49320241692,6.00304414003,0.999492900609,2.00304414003,0.998480243161,"{""0"": 656, ""1"": 2, ""2"": 1}","{""0"": 657, ""1"": 2, ""2"": 1}","{""0"": 656, ""1"": 2}"
691,2,4,692,0,2,2,1,6,2,4.01736613603,1.49351585014,6.00290275762,0.999516441006,2.00290275762,0.998550724638,"{""0"": 688, ""1"": 2, ""2"": 1}","{""0"": 689, ""1"": 2, ""2"": 1}","{""0"": 688, ""1"": 2}"
701,2,4,702,0,2,2,1,6,2,4.01711840228,1.49360795455,6.00286123033,0.999523355577,2.00286123033,0.998571428571,"{""0"": 698, ""1"": 2, ""2"": 1}","{""0"": 699, ""1"": 2, ""2"": 1}","{""0"": 698, ""1"": 2}"
709,4,16,710,0,4,4,1,28,12,16.3385049365,1.71374309392,28.1867043847,0.993376154155,12.1867043847,0.984679665738,"{""0"": 696, ""1"": 12, ""4"": 1}","{""0"": 697, ""1"": 12, ""4"": 1}","{""0"": 696, ""1"": 12}"
733,2,4,734,0,2,2,1,6,2,4.01637107776,1.49388586957,6.00273597811,0.999544211486,2.00273597811,0.998633879781,"{""0"": 730, ""1"": 2, ""2"": 1}","{""0"": 731, ""1"": 2, ""2"": 1}","{""0"": 730, ""1"": 2}"
751,2,4,752,0,2,2,1,6,2,4.01597869507,1.49403183024,6.00267022697,0.999555160142,2.00267022697,0.998666666667,"{""0"": 748, ""1"": 2, ""2"": 1}","{""0"": 749, ""1"": 2, ""2"": 1}","{""0"": 748, ""1"": 2}"
757,2,4,758,0,2,2,1,6,2,4.01585204756,1.49407894737,6.00264900662,0.999558693733,2.00264900662,0.998677248677,"{""0"": 754, ""1"": 2, ""2"": 1}","{""0"": 755, ""1"": 2, ""2"": 1}","{""0"": 754, ""1"": 2}"
761,4,16,762,0,4,4,1,28,12,16.3153745072,1.71617268041,28.1739130435,0.993827160494,12.1739130435,0.985714285714,"{""0"": 748, ""1"": 12, ""4"": 1}","{""0"": 749, ""1"": 12, ""4"": 1}","{""0"": 748, ""1"": 12}"
769,2,4,770,0,2,2,1,6,2,4.0156046814,1.49417098446,6.00260756193,0.999565595135,2.00260756193,0.998697916667,"{""0"": 766, ""1"": 2, ""2"": 1}","{""0"": 767, ""1"": 2, ""2"": 1}","{""0"": 766, ""1"": 2}"
787,2,4,788,0,2,2,1,6,2,4.01524777637,1.49430379747,6.0025477707,0.999575551783,2.0025477707,0.998727735369,"{""0"": 784, ""1"": 2, ""2"": 1}","{""0"": 785, ""1"": 2, ""2"": 1}","{""0"": 784, ""1"": 2}"
821,4,16,822,0,4,4,1,28,12,16.2923264312,1.71860047847,28.1611721612,0.994276795005,12.1611721612,0.986746987952,"{""0"": 808, ""1"": 12, ""4"": 1}","{""0"": 809, ""1"": 12, ""4"": 1}","{""0"": 808, ""1"": 12}"
857,2,4,858,0,2,2,1,6,2,4.01400233372,1.49476744186,6.00233918129,0.999610288387,2.00233918129,0.998831775701,"{""0"": 854, ""1"": 2, ""2"": 1}","{""0"": 855, ""1"": 2, ""2"": 1}","{""0"": 854, ""1"": 2}"
881,2,4,882,0,2,2,1,6,2,4.01362088536,1.49490950226,6.00227531286,0.999620924943,2.00227531286,0.998863636364,"{""0"": 878, ""1"": 2, ""2"": 1}","{""0"": 879, ""1"": 2, ""2"": 1}","{""0"": 878, ""1"": 2}"
