p,Z,zeros,K_sqrt,off_sqrt,total_sqrt,diag_sqrt,task_prediction_sqrt,off_over_task_sqrt,fixed_off_prediction_sqrt,off_over_fixed_sqrt,fixed_total_prediction_sqrt,total_over_fixed_sqrt,K_cuberoot,off_cuberoot,total_cuberoot,diag_cuberoot,task_prediction_cuberoot,off_over_task_cuberoot,fixed_off_prediction_cuberoot,off_over_fixed_cuberoot,fixed_total_prediction_cuberoot,total_over_fixed_cuberoot,E_mult,max_M_k1,max_M_k1_nonidentity,task_mult_prediction_pZ2,E_mult_over_pZ2,occupancy_mult_prediction,E_mult_over_occupancy,fixed_subset_mult_prediction,E_mult_over_fixed_subset,minimum_mult_energy,excess_over_minimum
3623,2,361 3261,60,0,120,120,123.97460668,0,1.95526097763,0,121.955260978,0.983967391304,15,0,30,30,30.2484129175,0,0.115990057995,0,30.115990058,0.996148555708,6,2,1,14492,0.00041402152912,6.00055233361,0.999907952872,6.00055233361,0.999907952872,6,0
3631,2,761 2869,60,2,122,120,123.965849628,0.0161334755176,1.95095067512,1.02514124294,121.950950675,1.00040220535,15,0,30,30,30.2478656018,0,0.115734362083,0,30.1157343621,0.99615701345,6,2,1,14524,0.000413109336271,6.00055111601,0.999908155768,6.00055111601,0.999908155768,6,0
3697,2,745 2951,60,0,120,120,123.895050041,0,1.91610284168,0,121.916102842,0.984283431007,15,0,30,30,30.2434406275,0,0.113667117727,0,30.1136671177,0.996225397681,6,2,1,14788,0.000405734379226,6.00054127199,0.999909796139,6.00054127199,0.999909796139,6,0
3727,8,99 868 1011 1294 2432 2715 2858 3627,61,42,530,488,551.896968071,0.0761011609591,55.0228187919,0.763319672131,543.022818792,0.976017916115,15,0,120,120,123.863697344,0,3.15704697987,0,123.15704698,0.974365681402,124,8,2,238528,0.00051985511135,120.826845638,1.02626199787,120.646564094,1.02779553592,120,4
3733,4,698 1036 2696 3034,61,16,260,244,259.948566836,0.061550637477,11.7716429912,1.35919854281,255.771642991,1.01653176622,15,0,60,60,60.9643718189,0,0.675422138837,0,60.6754221388,0.988868274583,28,4,1,59728,0.000468791856416,28.0353792549,0.998738049713,28.0225157963,0.999196510532,28,0
3779,2,568 3210,61,2,124,122,125.938608097,0.0158807535689,1.93804606831,1.03196721311,123.938046068,1.00049987823,15,0,30,30,30.2381582429,0,0.111199364575,0,30.1111993646,0.996307042997,6,2,1,15116,0.000396930404869,6.00052952078,0.999911754324,6.00052952078,0.999911754324,6,0
3797,2,1035 2761,61,20,142,122,125.919936792,0.15883108354,1.92885375494,10.368852459,123.928853755,1.14581871532,15,4,34,30,30.2370292336,0.132288128212,0.110671936759,36.1428571429,30.1106719368,1.12916776057,6,2,1,15188,0.000395048722676,6.00052700922,0.999912172844,6.00052700922,0.999912172844,6,0
3821,2,241 3579,61,0,122,122,125.895315362,0,1.91673212883,0,123.916732129,0.984532095901,15,0,30,30,30.2355404344,0,0.109976433621,0,30.1099764336,0.996347508479,6,2,1,15284,0.000392567390735,6.0005236973,0.999912724734,6.0005236973,0.999912724734,6,0
3833,2,565 3267,61,2,124,122,125.883120271,0.0158877536217,1.91072826938,1.04672131148,123.910728269,1.00072045199,15,0,30,30,30.2348030264,0,0.109631949883,0,30.1096319499,0.996358907672,6,2,1,15332,0.00039133837725,6.0005220569,0.999912998086,6.0005220569,0.999912998086,6,0
3847,2,883 2963,62,2,126,124,127.996880686,0.0156253807849,1.96723016905,1.01665785299,125.967230169,1.00026014568,15,0,30,30,30.2339485313,0,0.109232769831,0,30.1092327698,0.996372117129,6,2,1,15388,0.000389914218872,6.00052015605,0.99991331484,6.00052015605,0.99991331484,6,0
3851,2,1185 2665,62,0,124,124,127.992729161,0,1.96518576254,0,125.965185763,0.984398976982,15,0,30,30,30.233705531,0,0.109119251754,0,30.1091192518,0.996375873673,6,2,1,15404,0.000389509218385,6.00051961548,0.999913404919,6.00051961548,0.999913404919,6,0
3863,2,562 3300,62,2,126,124,127.980326171,0.0156274019596,1.95907795908,1.02088841883,125.959077959,1.00032488362,15,0,30,30,30.2329795496,0,0.10878010878,0,30.1087801088,0.996387096774,6,2,1,15452,0.000388299249288,6.00051800052,0.999913674033,6.00051800052,0.999913674033,6,0
3877,4,937 968 2908 2939,62,8,256,248,263.863812226,0.0303186705767,11.712,0.68306010929,259.712,0.985707244948,15,0,60,60,60.9285530049,0,0.650322580645,0,60.6503225806,0.989277508297,28,4,1,62032,0.000451379932938,28.0340645161,0.998784888431,28.0216790185,0.999226348339,28,0
3907,2,579 3327,62,0,124,124,127.935500384,0,1.93700384123,0,125.937003841,0.984619263742,15,0,30,30,30.2303557717,0,0.107554417414,0,30.1075544174,0.996427660117,6,2,1,15628,0.000383926286153,6.00051216389,0.999914646637,6.00051216389,0.999914646637,6,0
3917,2,1274 2642,62,0,124,124,127.925453153,0,1.93205619413,0,125.932056194,0.984657947686,15,0,30,30,30.2297676793,0,0.107279693487,0,30.1072796935,0.996436752354,6,2,1,15668,0.000382946132244,6.00051085568,0.999914864635,6.00051085568,0.999914864635,6,0
3923,2,1084 2838,62,0,124,124,127.919449401,0,1.92909971946,0,125.929099719,0.984681064792,15,0,30,30,30.2294162631,0,0.107115531752,0,30.1071155318,0.996442185515,6,2,1,15692,0.00038236043844,6.00051007396,0.9999149949,6.00051007396,0.9999149949,6,0
3929,2,1865 2063,62,0,124,124,127.913463986,0,1.92615227909,0,125.926152279,0.984704112337,15,0,30,30,30.2290659201,0,0.106951871658,0,30.1069518717,0.996447602131,6,2,1,15716,0.000381776533469,6.00050929463,0.999915124767,6.00050929463,0.999915124767,6,0
3943,2,1313 2629,62,0,124,124,127.899568856,0,1.91930981984,0,125.91930982,0.984757621189,15,0,30,30,30.2282525995,0,0.106571936057,0,30.1065719361,0.996460176991,6,2,1,15772,0.000380420999239,6.00050748541,0.999915426252,6.00050748541,0.999915426252,6,0
4001,2,1113 2887,63,0,126,126,129.968007998,0,1.95348837209,0,127.953488372,0.984732824427,15,0,30,30,30.2249437641,0,0.105026256564,0,30.1050262566,0.996511338151,6,2,1,16004,0.000374906273432,6.00050012503,0.999916652775,6.00050012503,0.999916652775,6,0
4013,2,1866 2146,63,4,130,126,129.956142537,0.0307796147371,1.94764397906,2.05376344086,127.947643979,1.01604059252,15,0,30,30,30.2242711189,0,0.104712041885,0,30.1047120419,0.99652173913,6,2,1,16052,0.000373785198106,6.00049862877,0.999916902111,6.00049862877,0.999916902111,6,0
4019,2,212 3806,63,0,126,126,129.950236377,0,1.94473487677,0,127.944734877,0.984800196127,15,0,30,30,30.2239363026,0,0.104555638536,0,30.1045556385,0.996526916398,6,2,1,16076,0.000373227170938,6.00049788399,0.99991702622,6.00049788399,0.99991702622,6,0
4021,2,1380 2640,63,2,128,126,129.948271574,0.0153907395287,1.94376710625,1.02892985151,127.943767106,1.00043951257,15,0,30,30,30.2238249192,0,0.104503607863,0,30.1045036079,0.99652863873,6,2,1,16084,0.000373041531957,6.00049763623,0.999917067507,6.00049763623,0.999917067507,6,0
4027,2,418 3608,63,2,128,126,129.942388875,0.015391436292,1.94086956522,1.03046594982,127.940869565,1.00046217002,15,0,30,30,30.2234914328,0,0.104347826087,0,30.1043478261,0.996533795494,6,2,1,16108,0.000372485721381,6.00049689441,0.999917191123,6.00049689441,0.999917191123,6,0
4049,2,1547 2501,63,0,126,126,129.92096814,0,1.93031875463,0,127.930318755,0.984911170601,15,0,30,30,30.2222771055,0,0.103780578206,0,30.1037805782,0.996552573258,6,2,1,16196,0.00037046184243,6.00049419323,0.999917641245,6.00049419323,0.999917641245,6,0
4057,4,481 1469 2587 3575,63,8,260,252,267.652945526,0.0298894524933,11.5590628853,0.692097627581,263.559062885,0.986496146836,15,0,60,60,60.8873551886,0,0.621454993835,0,60.6214549938,0.989748596534,28,4,1,64912,0.000431353216663,28.0325524044,0.998838764164,28.0207166268,0.99926066749,28,0
4091,2,1100 2990,63,0,126,126,129.880713762,0,1.91049156273,0,127.910491563,0.985063840039,15,0,30,30,30.2199951112,0,0.102714600147,0,30.1027146001,0.99658786254,6,2,1,16364,0.0003666585187,6.00048911714,0.999918487121,6.00048911714,0.999918487121,6,0
4111,2,1267 2843,64,0,128,128,131.985405011,0,1.96252129472,0,129.962521295,0.984899328859,16,0,32,32,32.2490878132,0,0.116816743733,0,32.1168167437,0.996362754607,6,2,1,16444,0.000364874726344,6.00048673643,0.999918883842,6.00048673643,0.999918883842,6,0
4153,4,811 903 3249 3341,64,10,266,256,271.780399711,0.0367944119982,11.6559865093,0.857928240741,267.655986509,0.993813004032,16,0,64,64,64.9862749819,0,0.69380872079,0,64.6938087208,0.989275500477,28,4,1,66448,0.000421382133398,28.0317995664,0.99886558955,28.0202374812,0.999277754829,28,0
4157,2,1795 2361,64,2,130,128,131.941303825,0.0151582555426,1.94079422383,1.03050595238,129.940794224,1.00045563656,16,0,32,32,32.2463314891,0,0.115523465704,0,32.1155234657,0.996402877698,6,2,1,16628,0.00036083714217,6.00048134777,0.999919781807,6.00048134777,0.999919781807,6,0
4159,2,810 3348,64,2,130,128,131.939408512,0.0151584732913,1.93986047631,1.03100198413,129.939860476,1.00046282583,16,0,32,32,32.246213032,0,0.115467885494,0,32.1154678855,0.996404602109,6,2,1,16636,0.000360663621063,6.00048111619,0.999919820398,6.00048111619,0.999919820398,6,0
4177,2,698 3478,64,0,128,128,131.922432368,0,1.93149700599,0,129.931497006,0.985134497404,16,0,32,32,32.245152023,0,0.11497005988,0,32.1149700599,0.996420047733,6,2,1,16708,0.000359109408667,6.00047904192,0.999920166055,6.00047904192,0.999920166055,6,0
4201,2,138 4062,64,2,130,128,131.900023804,0.015162999538,1.92045725173,1.04141865079,129.920457252,1.00061224191,16,0,32,32,32.2437514877,0,0.11431293165,0,32.1143129317,0.99644043664,6,2,1,16804,0.000357057843371,6.00047630388,0.999920622321,6.00047630388,0.999920622321,6,0
4229,2,1020 3208,65,4,134,130,133.9962166,0.0298515891083,1.96829903004,2.03221153846,131.96829903,1.01539537135,16,0,32,32,32.2421376212,0,0.113555713272,0,32.1135557133,0.996463932107,6,2,1,16916,0.000354693781036,6.00047314881,0.999921148084,6.00047314881,0.999921148084,6,0
4273,2,431 3841,65,2,132,130,133.955066698,0.0149303796363,1.94802154062,1.02668269231,131.948021541,1.00039393133,16,0,32,32,32.239644278,0,0.112385858113,0,32.1123858581,0.996500233318,6,2,1,17092,0.000351041422888,6.00046827441,0.999921960356,6.00046827441,0.999921960356,6,0
4283,2,18 4264,65,0,130,130,133.94583236,0,1.9434711516,0,131.943471152,0.985270425777,16,0,32,32,32.2390847537,0,0.112123335669,0,32.1121233357,0.996508379888,6,2,1,17132,0.000350221807145,6.00046718057,0.999922142635,6.00046718057,0.999922142635,6,0
4297,4,177 1937 2359 4119,65,16,276,260,275.731905981,0.0580273796864,11.6228172293,1.3766025641,271.622817229,1.01611493031,16,2,66,64,64.953223179,0.0307913895895,0.670547147846,2.98263888889,64.6705471478,1.02055731567,28,4,1,68752,0.000407260879684,28.0307334109,0.998903581633,28.0195589268,0.999301954509,28,0
4339,2,446 3892,65,2,132,130,133.894906661,0.0149370879736,1.91837675813,1.04254807692,131.918376758,1.0006187405,16,0,32,32,32.2359990781,0,0.1106755822,0,32.1106755822,0.996553308824,6,2,1,17356,0.000345701774602,6.00046114826,0.999923147864,6.00046114826,0.999923147864,6,0
4349,2,342 4006,65,0,130,130,133.885950793,0,1.91396365309,0,131.913963653,0.985490818409,16,0,32,32,32.2354564268,0,0.110420979986,0,32.11042098,0.996561210454,6,2,1,17396,0.000344906875144,6.00046008742,0.999923324643,6.00046008742,0.999923324643,6,0
4357,2,1925 2431,66,2,134,132,135.999081937,0.0147059816251,1.97014925373,1.01515151515,133.970149254,1.0002228164,16,0,32,32,32.2350240992,0,0.110218140069,0,32.1102181401,0.996567505721,6,2,1,17428,0.00034427358274,6.00045924225,0.999923465483,6.00045924225,0.999923465483,6,0
4373,4,122 2169 2203 4250,66,2,266,264,279.937800137,0.00714444422661,11.7776252574,0.169813519814,275.777625257,0.964545255445,16,0,64,64,64.9366567574,0,0.658888126287,0,64.6588881263,0.989809782609,28,4,1,69968,0.000400182940773,28.0301990391,0.998922624878,28.0192188271,0.999314084121,28,0
4441,2,970 3470,66,0,132,132,135.923440667,0,1.93286776301,0,133.932867763,0.985568383659,16,0,32,32,32.2305786985,0,0.108132462266,0,32.1081324623,0.996632240683,6,2,1,17764,0.000337761765368,6.00045055193,0.999924913651,6.00045055193,0.999924913651,6,0
4447,2,156 4290,66,2,134,132,135.918147065,0.0147147385627,1.93025871766,1.03613053613,133.930258718,1.00052072835,16,0,32,32,32.2302675961,0,0.107986501687,0,32.1079865017,0.9966367713,6,2,1,17788,0.000337306049022,6.00044994376,0.999925014997,6.00044994376,0.999925014997,6,0
4451,2,947 3503,66,2,134,132,135.914625927,0.0147151197773,1.92852326365,1.03706293706,133.928523264,1.00053369316,16,0,32,32,32.2300606605,0,0.107889413351,0,32.1078894134,0.996639784946,6,2,1,17804,0.000337002920692,6.00044953922,0.999925082409,6.00044953922,0.999925082409,6,0
4481,2,1736 2744,66,2,134,132,135.888417764,0.0147179578136,1.91560616209,1.04405594406,133.915606162,1.00063020166,16,0,32,32,32.2285204195,0,0.107166778299,0,32.1071667783,0.996662216288,6,2,1,17924,0.000334746708324,6.00044652824,0.999925584164,6.00044652824,0.999925584164,6,0
4483,2,1890 2592,66,2,134,132,135.886683025,0.0147181457041,1.91475117161,1.04452214452,133.914751172,1.00063659028,16,0,32,32,32.2284184698,0,0.107118946664,0,32.1071189467,0.996663701068,6,2,1,17932,0.000334597367834,6.00044632894,0.999925617376,6.00044632894,0.999925617376,6,0
4513,4,398 877 3635 4114,67,14,282,268,283.914912475,0.0493105482835,11.7632454001,1.19014774612,279.7632454,1.00799516962,16,0,64,64,64.9076002659,0,0.638439370428,0,64.6384393704,0.990122914838,28,4,1,72208,0.000387768668292,28.0292618045,0.998956026574,28.0186223282,0.99933535889,28,0
4523,2,332 4190,67,2,136,134,137.969931461,0.0144959121079,1.95620437956,1.0223880597,135.95620438,1.00032213036,16,0,32,32,32.2263984081,0,0.106171201062,0,32.1061712011,0.996693121693,6,2,1,18092,0.000331638293168,6.00044238,0.999926275435,6.00044238,0.999926275435,6,0
4549,2,1445 3103,67,2,136,134,137.947241152,0.0144982964741,1.94501869364,1.02826775215,135.945018694,1.00040443782,16,0,32,32,32.2251044186,0,0.105564108203,0,32.1055641082,0.996711968435,6,2,1,18196,0.000329742800616,6.00043985045,0.999926696965,6.00043985045,0.999926696965,6,0
4567,2,222 4344,67,4,138,134,137.931683819,0.0289998634778,1.93734939759,2.06467661692,135.937349398,1.01517353848,16,0,32,32,32.2242172104,0,0.105147864184,0,32.1051478642,0.99672489083,6,2,1,18268,0.00032844317933,6.0004381161,0.999926985981,6.0004381161,0.999926985981,6,0
4583,2,77 4505,67,2,136,134,137.91795767,0.0145013748303,1.93058284217,1.03595658073,135.930582842,1.00051068094,16,0,32,32,32.2234344316,0,0.104780615586,0,32.1047806156,0.996736292428,6,2,1,18332,0.000327296530657,6.0004365859,0.999927240978,6.0004365859,0.999927240978,6,0
4639,4,529 1773 2865 4109,68,12,284,272,287.948264712,0.0416741528621,11.7903817123,1.01777875329,283.790381712,1.00073863775,16,0,64,64,64.8829489114,0,0.621091222773,0,64.6210912228,0.990388722768,28,4,1,74224,0.000377236473378,28.028466681,0.998984365382,28.0181162773,0.999353408446,28,0
4663,2,1929 2733,68,8,144,136,139.966545143,0.0571565154505,1.95494529071,4.09218612818,137.954945291,1.04381905046,16,2,34,32,32.2196011152,0.0620740149095,0.102982192663,19.4208333333,32.1029821927,1.05909163815,6,2,1,18652,0.000321681321038,6.00042909247,0.999928489703,6.00042909247,0.999928489703,6,0
4679,6,413 1475 2322 2356 3203 4265,68,24,432,408,443.576832657,0.0541056210178,29.2238614496,0.821246707638,437.22386145,0.988052204122,16,0,96,96,97.969651635,0,1.53944836434,0,97.5394483643,0.984217171717,66,6,1,168444,0.000391821614305,66.1860166774,0.997189486742,66.1347181966,0.997962973152,66,0
4703,2,593 4109,68,2,138,136,139.932808845,0.0142925738181,1.93831099766,1.0318261633,137.938310998,1.00044722167,16,0,32,32,32.2177333617,0,0.102105934907,0,32.1021059349,0.996819338422,6,2,1,18812,0.000318945354029,6.0004254414,0.999929098128,6.0004254414,0.999929098128,6,0
4723,4,686 2281 2441 4036,68,6,278,272,287.664619945,0.0208576223282,11.5805973311,0.518107989464,283.580597331,0.980320947965,16,0,64,64,64.8672453949,0,0.610040245711,0,64.6100402457,0.990558120017,28,4,1,75568,0.000370527207284,28.0279601779,0.99900241838,28.0177939178,0.999364906537,28,0
4789,2,1630 3158,69,4,142,138,141.976613072,0.0281736541918,1.96030917067,2.04049445865,139.960309171,1.01457335184,16,0,32,32,32.2138233452,0,0.100271568832,0,32.1002715688,0.996876301541,6,2,1,19156,0.000313217790771,6.0004177982,0.999930371815,6.0004177982,0.999930371815,6,0
4861,2,1613 3247,69,0,138,138,141.917712405,0,1.93126157646,0,139.931261576,0.986198498072,16,0,32,32,32.2106562436,0,0.0987857583865,0,32.0987857584,0.99692244563,6,2,1,19444,0.000308578481794,6.00041160733,0.999931403485,6.00041160733,0.999931403485,6,0
4871,2,825 4045,69,2,140,138,141.909669472,0.0140934723295,1.92729513247,1.03772378517,139.927295132,1.00051959032,16,0,32,32,32.2102237734,0,0.0985828712261,0,32.0985828712,0.996928746929,6,2,1,19484,0.000307944980497,6.00041076196,0.999931544359,6.00041076196,0.999931544359,6,0
4877,2,1990 2886,69,4,142,138,141.904859545,0.0281879000679,1.92492307692,2.07800511509,139.924923077,1.01482993078,16,0,32,32,32.2099651425,0,0.0984615384615,0,32.0984615385,0.996932515337,6,2,1,19508,0.000307566126717,6.00041025641,0.999931628607,6.00041025641,0.999931628607,6,0
4933,2,803 4129,70,2,142,140,143.973241435,0.0138914702487,1.95903467856,1.02091097308,141.959034679,1.00028857143,17,0,34,34,34.2343401581,0,0.110322449807,0,34.1103224498,0.996765716596,6,2,1,19732,0.000304074599635,6.00040559724,0.999932405029,6.00040559724,0.999932405029,6,0
4943,2,1017 3925,70,6,146,140,143.965203318,0.0416767375847,1.95506982392,3.06894409938,141.955069824,1.02849443969,17,0,34,34,34.2338660732,0,0.110099170208,0,34.1100991702,0.996772241275,6,2,1,19772,0.000303459437589,6.00040477636,0.999932541824,6.00040477636,0.999932541824,6,0
4951,2,1063 3887,70,0,140,140,143.958796203,0,1.95190947666,0,141.951909477,0.986249501794,17,0,34,34,34.2334881842,0,0.109921196201,0,34.1099211962,0.996777442095,6,2,1,19804,0.000302969097152,6.00040412204,0.999932650862,6.00040412204,0.999932650862,6,0
4973,2,563 4409,70,0,140,140,143.941282928,0,1.94327097164,0,141.943270972,0.98630952381,17,0,34,34,34.2324552584,0,0.109434721384,0,34.1094347214,0.996791658312,6,2,1,19892,0.000301628795496,6.00040233353,0.999932948907,6.00040233353,0.999932948907,6,0
