q	t	sign	n6	nOther	rawGcdBits	rawGcdSha256	qVal	qFreeGcd	primitiveGcd	factors	omega	rawWindow	m5Capable	rawLeaves	assignedLeaves	sizeCertified	thresholdRatio
16421	1340	-	99866	15080	29	61408df2b19f1b4d0f845b08f489e8d8b23e51ea3ff393f7030145300eff92ea	1	31025	1241	17*73	2	true	false	0	0	true	0.372316669280845
16421	4100	+	102626	201152	19	e44a4017f3de73c4ad01c185bc92f0b4c3fd0c3dfba1e42892b19336f0481405	1	25	1	1	0	true	false	0	0	true	0.00000000000000
16421	4100	-	102626	12320	19	e44a4017f3de73c4ad01c185bc92f0b4c3fd0c3dfba1e42892b19336f0481405	1	25	1	1	0	false	false	0	0	true	NA
16421	12320	+	110846	209372	26	71385c9b5d2e24ff4e3695881ccf011a31a98f242889b76a909713c9b9aa5b4a	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16421	12320	-	110846	4100	24	536fcc1ddda43ef200d2cedaaa740dab45602b75021a9850f1748837bc093421	1	775	31	31	1	false	false	0	0	true	NA
16421	15080	+	113606	212132	26	a028816f31f6aab87a1741c7e9a624179a116673e50289a61e266b4142932995	1	3875	31	31	1	true	false	0	0	true	0.177106816122126
16421	15080	-	113606	1340	23	432c1afe4d245ebe658a85139a5e473bdcbfd6bdbb12d08983c09d5ef9dd226b	1	475	19	19	1	false	false	0	0	true	NA
16427	3113	+	101675	200237	17	31413baf641af290acd591ceba8204e5970e087546a66076c451ef4ef0befac9	1	5	1	1	0	true	false	0	0	true	0.00000000000000
16427	3113	-	101675	13313	24	c8d1bc898abe03a520e8fa2c5ac6170c00829cb094a796f13d90816ab8cc0115	1	625	1	1	0	false	false	0	0	true	NA
16427	13313	+	111875	210437	23	9f107f5491a6530d022571ac0239bb81007b92ac0dd62baaf61389c6c01b4bca	1	305	61	61	1	true	false	0	0	true	0.212343322567061
16427	13313	-	111875	3113	21	3abafb80a1e73de584cb2a235618568c53011b13bf8a9e55f67a7fa8291239b4	1	85	17	17	1	false	false	0	0	true	NA
16447	3781	+	102463	201145	17	4823c643278d8eca988bb1f196a97a09ad5e6f51af319edbf9c6bf2685364675	1	5	1	1	0	true	false	0	0	true	0.00000000000000
16447	3781	-	102463	12665	21	ec1024d1b72013e05393506e3eb05bb23b7809004e0481b981277e0322584022	1	125	1	1	0	false	false	0	0	true	NA
16447	12665	+	111347	210029	27	c26b8e0b6c6924da71d3e1d28053f0defc09a29946c60886b85709c0590b1354	1	7625	61	61	1	true	false	0	0	true	0.212458922147723
16447	12665	-	111347	3781	26	7b2ca286cbd00234d09d2ebe60d6cf6d573bf02b6875dabdca1d11fbdf62d536	1	2375	19	19	1	false	false	0	0	true	NA
16451	844	+	99550	198256	24	ef020a1265f18a77ec936bb74cd6d253613bfdbfec43e7e56e6c6f8f9970ba7c	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16451	844	-	99550	15606	23	877b29229d21ee03f9a2e0eaa8c4cbaef3e81c476fc5d2bd3039570fcb31bdbc	1	425	17	17	1	true	true	0	0	true	0.148118317199542
16451	3425	+	102131	200837	26	70553ca02571c18d65f19576fc6db83200e4bf123acef5b6a71a719006a3a818	1	3875	31	31	1	true	false	0	0	true	0.179074355261175
16451	3425	-	102131	13025	21	4dc07e2427e464b5ce3c4144654fbec8e19bd13f3d209bbe466dca37c3bf946b	1	85	17	17	1	false	false	0	0	true	NA
16451	3867	+	102573	201279	17	f53579c4ca94c2af9b427560a3a075d3805d2035c1ded2a36c3afd143feb7c4e	1	5	1	1	0	true	false	0	0	true	0.00000000000000
16451	3867	-	102573	12583	26	db7ea0f88f77a3f888f948f29359b41756770e6b0fd8ffae8dc516120d7328b0	1	2125	17	17	1	false	false	0	0	true	NA
16451	8159	+	106865	205571	21	4f9c66b6cb7bc53745e94695851014c719336447a848827acf6f25ce2b97cba5	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16451	8159	-	106865	8291	26	70553ca02571c18d65f19576fc6db83200e4bf123acef5b6a71a719006a3a818	1	3875	31	31	1	false	false	0	0	true	NA
16451	8291	+	106997	205703	34	2713f1231692dd7afed84bfadff5e25845bb2f7b4a4e5b758f8b2739e63d9453	1	686375	19	19	1	true	false	0	0	true	0.152802953476200
16451	8291	-	106997	8159	30	9e309f178adfc7ea8ac9ccf804e478aec5c887e97fd2bde699e12e87ef1c1268	1	40375	323	17*19	2	false	false	0	0	true	NA
16451	12583	+	111289	209995	19	6ece66c7c74f36668e412a1cf72c9f0179da885dc6ec8310e49b3b72e36dd14e	1	25	1	1	0	true	false	0	0	true	0.00000000000000
16451	12583	-	111289	3867	21	4f9c66b6cb7bc53745e94695851014c719336447a848827acf6f25ce2b97cba5	1	125	1	1	0	false	false	0	0	true	NA
16451	13025	+	111731	210437	26	c270f3391de0a4175c7d36546a9fb4a55c209d208e8482028058f655f55b30db	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16451	13025	-	111731	3425	17	f53579c4ca94c2af9b427560a3a075d3805d2035c1ded2a36c3afd143feb7c4e	1	5	1	1	0	false	false	0	0	true	NA
16451	15606	+	114312	213018	21	4f9c66b6cb7bc53745e94695851014c719336447a848827acf6f25ce2b97cba5	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16451	15606	-	114312	844	26	da01fd2c2892eab898d43112f0bc1cfec5923797aafba99fe81dceb77e1e96b1	1	2375	19	19	1	false	false	0	0	true	NA
16477	2086	+	100948	199810	21	e13f88a759c0b89137f967b7af3e94c465d970cbf8c7d43b07d0de0db098e986	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16477	2086	-	100948	14390	23	b636389ab6afa1137ebd283f9f37714e40d6a9545aa1ee764f261f74c6589217	1	425	17	17	1	false	false	0	0	true	NA
16477	14390	+	113252	212114	21	e13f88a759c0b89137f967b7af3e94c465d970cbf8c7d43b07d0de0db098e986	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16477	14390	-	113252	2086	26	2e872313df3d79f00dae2bd3f533ee7bb5587c92eca5da26c79d53004ada6659	1	3125	1	1	0	false	false	0	0	true	NA
16493	6499	+	105457	204415	34	4359ad4a4556cefbf2171298c3840d3f852b3fec8740d9d44b8b737082d7f648	1	794375	1271	31*41	2	true	false	0	0	true	0.371469265960043
16493	6499	-	105457	9993	27	b05c91d065230266f873efa0a82e3698a06abfbd5071a256d3b7afa901a436fc	1	5125	41	41	1	false	false	0	0	true	NA
16493	9993	+	108951	207909	26	4681d39de63d3ea99b5376d89cd8ed538695ff02e4612e7dc506dd7af98c42b4	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16493	9993	-	108951	6499	17	90036691b84393b466c6f7788d03249e1cb69e4f269c89a4c5f25b2494c481f4	1	5	1	1	0	false	false	0	0	true	NA
16529	6234	+	105408	204582	28	1b4bcac876b9968c8ed766a7203687cc8a0e435f2401d31242a527ded98baff5	1	15625	1	1	0	true	false	0	0	true	0.00000000000000
16529	6234	-	105408	10294	31	87c81fe9baa5659e327e5b76d83035338de728d1c1f0c77e5081b40ca077e712	1	96875	31	31	1	false	false	0	0	true	NA
16529	10294	+	109468	208642	27	2aa468a7a3699adc33de078569e689b36e489f6406e1a94233e12a2ea79b5972	1	6875	11	11	1	true	false	0	0	true	0.124144850805100
16529	10294	-	109468	6234	23	f9716b25bfcf398c4d5eb2647da41427e58ce4c34e8e9ff175857ab8f50d152e	1	275	11	11	1	false	false	0	0	true	NA
16553	2463	+	101781	201099	26	aadd942718899d3561a8864d32f84a04331658741c7778c1dd28f068441be23f	1	3875	31	31	1	true	false	0	0	true	0.179135918137605
16553	2463	-	101781	14089	23	006750d38c349a9653106b9ab0e240b70a76b22b6e5c82adf619d96489d87f6b	1	425	17	17	1	false	false	0	0	true	NA
16553	14089	+	113407	212725	24	9c0df1eb854b27f84384152b62def72c9eac8e834f16114b25fe10b0f511df59	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16553	14089	-	113407	2463	24	9c0df1eb854b27f84384152b62def72c9eac8e834f16114b25fe10b0f511df59	1	625	1	1	0	false	false	0	0	true	NA
16607	380	+	100022	199664	19	ded3ae28c012c292c086414cf3f16ab1398e390a84c3e0764a88f80a6a181c45	1	25	1	1	0	true	false	0	0	true	0.00000000000000
16607	380	-	100022	16226	23	9023c6351ec7cf8f87caa613f36d0c7e0a659bbb3b2c5d0acdb3d0dc5052219e	1	425	17	17	1	true	true	0	0	true	0.148064065105829
16607	16226	+	115868	215510	21	bc136b680bdef5afa08f2f522233e6f145101e6bc2a902f65461d37b9cf72944	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16607	16226	-	115868	380	19	ded3ae28c012c292c086414cf3f16ab1398e390a84c3e0764a88f80a6a181c45	1	25	1	1	0	false	false	0	0	true	NA
16619	4868	+	104582	204296	30	9f61ef716bb22607f2d26dbda109931c1eff65ab54f5d233163711d59a3f3b30	1	34375	11	11	1	true	false	0	0	true	0.124731010372197
16619	4868	-	104582	11750	19	ebcd8db071246d0bf8f7dc803bccec1bee3c1cc793efa15379828489eeae1f07	1	25	1	1	0	false	false	0	0	true	NA
16619	11750	+	111464	211178	21	d91e4b590ae3905dfe5a3bb61ef3764b3f4f31d25c2a2c2c7f71d60b66a48f67	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16619	11750	-	111464	4868	24	00c6e071938a564ed0227ce69f25cffcc9ebc51d8a7c0adad2e0baa4f2d2e8ca	1	625	1	1	0	false	false	0	0	true	NA
16631	756	+	100542	200328	29	6f7e9d61e81e282d47d0201bd2dc9edcba11f6ad04fb01852ce93917c6c47e48	1	23375	11	11	1	true	false	0	0	true	0.125244868904018
16631	756	-	100542	15874	23	4343e84e555c13842942844a364280391b0480a675f6b05804205d4a2def0f11	1	425	17	17	1	true	true	0	0	true	0.147982039865872
16631	15874	+	115660	215446	19	ee46173e2447de50f65f3d5220b45beafd753b59c5592e73ed5d102190d2800c	1	25	1	1	0	true	false	0	0	true	0.00000000000000
16631	15874	-	115660	756	19	ee46173e2447de50f65f3d5220b45beafd753b59c5592e73ed5d102190d2800c	1	25	1	1	0	false	false	0	0	true	NA
16649	2263	+	102157	202051	21	0c6a147273419f546a3e694e9c05771b51d33b5659b369ba36450403f2e7c738	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16649	2263	-	102157	14385	25	84d65bfde99d57d92f58fa1a361cfbe3dc26bf5a20adbfda7215e1215f595c39	1	1445	289	17^2	1	false	false	0	0	true	NA
16649	4277	+	104171	204065	30	b61e3c27f6c385b45a0fc55ac3e987597a79883a54124483f727b74a4bdfb370	1	59375	19	19	1	true	false	0	0	true	0.153224621127608
16649	4277	-	104171	12371	26	c7694d4b667ab2a8ad024c5feb2743afbf25b19ae150cbfc6c4c69d9eb1c68a0	1	2125	17	17	1	false	false	0	0	true	NA
16649	12371	+	112265	212159	21	0c6a147273419f546a3e694e9c05771b51d33b5659b369ba36450403f2e7c738	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16649	12371	-	112265	4277	21	0c6a147273419f546a3e694e9c05771b51d33b5659b369ba36450403f2e7c738	1	125	1	1	0	false	false	0	0	true	NA
16649	14385	+	114279	214173	29	0c4baeb74044ade717f2f8bf29d00a9548909b16efaa18a4c1cbcecb902ae7ed	1	23125	37	37	1	true	false	0	0	true	0.186111698485975
16649	14385	-	114279	2263	24	045d0e5d207bd23180888beb0c4872ad072e597be1fd82d446ae566909915725	1	625	1	1	0	false	false	0	0	true	NA
16673	7961	+	107999	208037	26	8f5d434c9d78ff697383b56ef5f717d22bbef19326b03274e30500172302c174	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16673	7961	-	107999	8711	26	8f5d434c9d78ff697383b56ef5f717d22bbef19326b03274e30500172302c174	1	3125	1	1	0	false	false	0	0	true	NA
16673	8711	+	108749	208787	21	cd100baefba3ba6b1fb86e6629bafd1a3a2d1694892bfbee10016f9a995f6fa0	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16673	8711	-	108749	7961	21	cd100baefba3ba6b1fb86e6629bafd1a3a2d1694892bfbee10016f9a995f6fa0	1	125	1	1	0	false	false	0	0	true	NA
16691	6693	+	106839	206985	21	90948b1f796241b2446f3748d3707e70628c8c853423cea87d19cf4f272bf7fa	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16691	6693	-	106839	9997	21	1fea2db73d2df5716077c7bd5efd083a5baf9d94bb5845f5f376a55bf7ae7625	1	95	19	19	1	false	false	0	0	true	NA
16691	8105	+	108251	208397	26	f0e4fc7d4cca0a05b4cb8089a359393c5d5659b24107aad7237862d8c7e9fd85	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16691	8105	-	108251	8585	24	0a054effb53f068abb68f17a5cd19e6ca918597166a1a690a6f8c2bb51a45968	1	625	1	1	0	false	false	0	0	true	NA
16691	8585	+	108731	208877	26	f0e4fc7d4cca0a05b4cb8089a359393c5d5659b24107aad7237862d8c7e9fd85	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16691	8585	-	108731	8105	21	6e381c8ebfa6832f0dbf226a5533a438f44e19a11a005429503b28c76f828817	1	85	17	17	1	false	false	0	0	true	NA
16691	9997	+	110143	210289	26	f0e4fc7d4cca0a05b4cb8089a359393c5d5659b24107aad7237862d8c7e9fd85	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16691	9997	-	110143	6693	30	f188edc2d582d94302a4ad39f8f3e09bad92a9d158ee1e2271a2d396be48fc0e	1	34375	11	11	1	false	false	0	0	true	NA
16693	1969	+	102127	202285	21	760617a44444d58c94d3edb150364234c42dcdf1338bba8172a87f94c109d82d	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16693	1969	-	102127	14723	24	fbf176a4a960be201f02f1d67e53e3d12cd3115968ceace77a63cd81938f607f	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16693	6629	+	106787	206945	25	794767f09f88df21af3b544eebf4981705597fec16b4aa78f304dc638c8ce32a	1	1375	11	11	1	true	false	0	0	true	0.124463510801791
16693	6629	-	106787	10063	26	341348a7c20715e5a198fa18216970ddad80573cabd60ccecd579444156840a9	1	2375	19	19	1	false	false	0	0	true	NA
16693	10063	+	110221	210379	26	0e29a06027755ecd465a38e49f98b415336f35a516309c8fbd855e495b35b4c2	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16693	10063	-	110221	6629	17	f309cf010ac320a48fe059a5e0029f8c89eb76fa964af383ec1122ac637bb646	1	5	1	1	0	false	false	0	0	true	NA
16693	14723	+	114881	215039	24	fbf176a4a960be201f02f1d67e53e3d12cd3115968ceace77a63cd81938f607f	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16693	14723	-	114881	1969	21	760617a44444d58c94d3edb150364234c42dcdf1338bba8172a87f94c109d82d	1	125	1	1	0	false	false	0	0	true	NA
16921	4295	+	105821	207347	30	f6b215e048c4301e6c52f2d618e7b8d0062a806ef1fc989f961af58c0613713e	1	53125	1	1	0	true	false	0	0	true	0.00000000000000
16921	4295	-	105821	12625	20	03375f6f853fe84402bdbc2ed9aae9600ab7ccb3338f7e97880777bce4e7f547	1	55	11	11	1	false	false	0	0	true	NA
16921	12625	+	114151	215677	19	30de0f5b9d05779631f067fb59b9408fcb393dda91e4e0e5d4f469aee78da7e7	1	25	1	1	0	true	false	0	0	true	0.00000000000000
16921	12625	-	114151	4295	22	7975e3b47e942a9572b219e67c82388bfa77b41fcb9417175457ca057cce1e65	1	125	1	1	0	false	false	0	0	true	NA
16931	3051	+	104637	206223	22	d3fefe3e7a6eba47ff268ac4985b05fcb71ead85affc163330e81e400b965c86	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16931	3051	-	104637	13879	25	4db54fc7c6d054e41131ec043659a7689d2f8d6cb63dfb48d29ac5b9855a1070	1	1025	41	41	1	false	false	0	0	true	NA
16931	3945	+	105531	207117	31	2a3c373b84f274f58b22a9fdf92f7adaeede16fe567332687e7e55a0b19c48ca	1	78125	1	1	0	true	false	0	0	true	0.00000000000000
16931	3945	-	105531	12985	17	98102ee6aaba2fea17224a204ba7d125e6b32c6a37fa33bc79b20cdd3a06e60e	1	5	1	1	0	false	false	0	0	true	NA
16931	12985	+	114571	216157	24	7af47eb104afdef5263d1d9636899c5af90a873b63da6a00c3786d6589a83a06	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16931	12985	-	114571	3945	22	d3fefe3e7a6eba47ff268ac4985b05fcb71ead85affc163330e81e400b965c86	1	125	1	1	0	false	false	0	0	true	NA
16931	13879	+	115465	217051	26	e846d38df3bb9dabd7ff482ace70d8ffae405b34ad8e2b75f8e995c34e936a89	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16931	13879	-	115465	3051	17	98102ee6aaba2fea17224a204ba7d125e6b32c6a37fa33bc79b20cdd3a06e60e	1	5	1	1	0	false	false	0	0	true	NA
16943	2394	+	104052	205710	30	d699c4e982731ec0f284d2776d5dbdc12b91702787c2140595c53242d62bcab6	1	40375	19	19	1	true	false	0	0	true	0.153246062867195
16943	2394	-	104052	14548	28	a29c949a39f118fdd59ee76106b1f9b3c3cf3ccb63c714c1d9ae2d04b0e3c2bb	1	10625	17	17	1	false	false	0	0	true	NA
16943	14548	+	116206	217864	22	a58a682b79e32d1f616f69c05754e1dfc6fe6cf83d5063d7eb1b15c74a82760d	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16943	14548	-	116206	2394	19	a9c5eb783fdc04395817f4d01f789f064c159a972a467f061ab08d7422719b20	1	25	1	1	0	false	false	0	0	true	NA
16993	3356	+	105314	207272	24	aff169d48176a5651a6d98b27c3df688623186b763397cbad5b66b0bdbb2b54e	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16993	3356	-	105314	13636	24	aff169d48176a5651a6d98b27c3df688623186b763397cbad5b66b0bdbb2b54e	1	625	1	1	0	false	false	0	0	true	NA
16993	13636	+	115594	217552	22	c2d772bd7293b12a6bf13fc8db202ac735cd80949f79a968d39e33073a7f7f8d	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16993	13636	-	115594	3356	29	4f436ddc970cf80770572adf8486ae3bd4e935a5d84bb4c24f33ef14b25b14ac	1	19375	31	31	1	false	false	0	0	true	NA
17077	6962	+	109424	211886	23	422c713186697c0f16374bfdea0981bb5f1000b215e3c22bcb5d8f1d303c4122	1	275	11	11	1	true	false	0	0	true	0.124144850805100
17077	6962	-	109424	10114	23	422c713186697c0f16374bfdea0981bb5f1000b215e3c22bcb5d8f1d303c4122	1	275	11	11	1	false	false	0	0	true	NA
17077	10114	+	112576	215038	26	201b8a610d17a74ca25bbff649b02225082a3706ed6afffd1cd13750a17bb120	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
17077	10114	-	112576	6962	24	d0be1be90ec0ee982359458b2ae2d888793e1aa8781597180a56f881bdbf5dfa	1	625	1	1	0	false	false	0	0	true	NA
17099	2452	+	105046	207640	28	1be9663cb733ebbd04d89490d2855e0383d02f48879868dc1a16dd1566fcc592	1	15625	1	1	0	true	false	0	0	true	0.00000000000000
17099	2452	-	105046	14646	19	ff4797cc1c33549cf0621c659750bb8b877c13674cc50de10639361347dbded4	1	25	1	1	0	false	false	0	0	true	NA
17099	14646	+	117240	219834	19	ff4797cc1c33549cf0621c659750bb8b877c13674cc50de10639361347dbded4	1	25	1	1	0	true	false	0	0	true	0.00000000000000
17099	14646	-	117240	2452	19	ff4797cc1c33549cf0621c659750bb8b877c13674cc50de10639361347dbded4	1	25	1	1	0	false	false	0	0	true	NA
17107	4997	+	107639	210281	30	c1ec0de6c91d03672fbd1daf197f5e97633734d4dbedcebfbe696a37f4db9dd0	1	38125	61	61	1	true	false	0	0	true	0.213197078549858
17107	4997	-	107639	12109	22	441b015f227f7014c2efae69d6accd431b89df5265ed8c3cec2316f54588abec	1	125	1	1	0	false	false	0	0	true	NA
17107	12109	+	114751	217393	32	29ae2b30966956140ba603c0ab0359a46d619977cf85fb3f0cd88e4bada284d2	1	236875	379	379	1	true	false	0	0	true	0.305878599635029
17107	12109	-	114751	4997	17	fa51a35b85acbe13a91e6d32b189713e4cf39586c49b1a3832aa90e53c32b680	1	5	1	1	0	false	false	0	0	true	NA
17117	649	+	103351	206053	24	8c1d70da7c53ba8db0122675780e87760fe9e47175050f6c30fa039b080cf221	1	625	1	1	0	true	false	0	0	true	0.00000000000000
17117	649	-	103351	16467	26	52ee395367d4d96539b9352cce6a5d1682379390a58a92509e7b44a08a57ce85	1	3125	1	1	0	true	true	0	0	true	0.00000000000000
17117	4241	+	106943	209645	27	55c47e6274c69eef157ce6c37b5a80fbb0f171723d3ed1bf9dc0a9bbc58da5b5	1	4525	181	181	1	true	false	0	0	true	0.269778285654795
17117	4241	-	106943	12875	17	5554e665cc4714b4f11e868cf06e19133dc5d68ae9b505f4b789dd6fb19614a8	1	5	1	1	0	false	false	0	0	true	NA
17117	12875	+	115577	218279	29	ea2f9713762138c21605fcdc3b3fb995a041ca055a55ffbb205b9b252028c18f	1	19375	31	31	1	true	false	0	0	true	0.176786087987083
17117	12875	-	115577	4241	24	8c1d70da7c53ba8db0122675780e87760fe9e47175050f6c30fa039b080cf221	1	625	1	1	0	false	false	0	0	true	NA
17117	16467	+	119169	221871	17	5554e665cc4714b4f11e868cf06e19133dc5d68ae9b505f4b789dd6fb19614a8	1	5	1	1	0	true	false	0	0	true	0.00000000000000
17117	16467	-	119169	649	20	8040fc69dbaa557da6a4b7302ffbefb01db144f592c6ec7b9676b7a7792cc953	1	55	11	11	1	false	false	0	0	true	NA
17137	3244	+	106066	208888	39	985a42c4b681cd39be7b51ce29cf5be608c7cb66632cb2b9be7255172c5a65c7	1	25234375	19	19	1	true	false	0	0	true	0.152934327170174
17137	3244	-	106066	13892	37	5e770dc70db6326e891d4a633b64617ce2f035f005107851f0181ba39bf8e447	1	5739625	45917	17*37*73	3	false	false	0	0	true	NA
17137	13892	+	116714	219536	26	88f9bbb5935e6641c1775fa29d6233a26ee94804ae90060fa5bfa2a86325d972	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
17137	13892	-	116714	3244	19	182541e1d00a60e0443e3f2d9202f18fadb10c27affe0a00929a78c8faf9b460	1	25	1	1	0	false	false	0	0	true	NA
17183	4327	+	107425	210523	35	828d7b72d65ed7c5e81cecbcabee5a8f9de8c60b89fd1c9dfce27c9a2156dde5	1	1059875	8479	61*139	2	true	false	0	0	true	0.469215179174076
17183	4327	-	107425	12855	17	396ab5e2e68c3f3f496f8e3844578dc9555e35509759ba79ee1e1914355c59c7	1	5	1	1	0	false	false	0	0	true	NA
17183	12855	+	115953	219051	17	396ab5e2e68c3f3f496f8e3844578dc9555e35509759ba79ee1e1914355c59c7	1	5	1	1	0	true	false	0	0	true	0.00000000000000
17183	12855	-	115953	4327	22	e45ea275e3db58adba347af3323885a1a364189e993855371852855911c1ed10	1	125	1	1	0	false	false	0	0	true	NA
17189	1757	+	104891	208025	26	b48e06d370e8d30ba7f44cbe593a6bf3dbc30ceb7d1cd8c1b61cdebeb4f152a1	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
17189	1757	-	104891	15431	24	0b94f25f9f4be1fc9aa7ceccff0ed074c6134136db9d7dde66ada6f425191311	1	625	1	1	0	true	false	0	0	true	0.00000000000000
17189	2646	+	105780	208914	33	f196b91cc93a3042491fe82a2eda0262c548648fc89b45d53d9c59c88fad830a	1	296875	19	19	1	true	false	0	0	true	0.152976309088253
17189	2646	-	105780	14542	24	0b94f25f9f4be1fc9aa7ceccff0ed074c6134136db9d7dde66ada6f425191311	1	625	1	1	0	false	false	0	0	true	NA
17189	14542	+	117676	220810	19	9e494c1b88382852b761e0cb04a45a367189a07574b9383e20e1ec91db6266a5	1	25	1	1	0	true	false	0	0	true	0.00000000000000
17189	14542	-	117676	2646	19	9e494c1b88382852b761e0cb04a45a367189a07574b9383e20e1ec91db6266a5	1	25	1	1	0	false	false	0	0	true	NA
17189	15431	+	118565	221699	17	42651932c5d03840d62d92c73ad0cc824a52cd7afce5f62fe674283c108067fb	1	5	1	1	0	true	false	0	0	true	0.00000000000000
17189	15431	-	118565	1757	17	42651932c5d03840d62d92c73ad0cc824a52cd7afce5f62fe674283c108067fb	1	5	1	1	0	false	false	0	0	true	NA
17191	1526	+	104672	207818	32	f33de76965adac6061896eadf801af2aeb8243305295bfd144c78a4054d1e553	1	128125	41	41	1	true	false	0	0	true	0.193154961720214
17191	1526	-	104672	15664	27	5a9b92c1b300f68d59a15dc72fd58537c526f65a71547755d9bc3be796f575f2	1	7225	289	17^2	1	true	false	0	0	true	0.294729282311760
17191	15664	+	118810	221956	26	9e1bb18ee35597f150f1b871587146107f37d9419e75b5c62e8d77440ed0613a	1	2125	1	1	0	true	false	0	0	true	0.00000000000000
17191	15664	-	118810	1526	26	9e1bb18ee35597f150f1b871587146107f37d9419e75b5c62e8d77440ed0613a	1	2125	17	17	1	false	false	0	0	true	NA
17203	6523	+	109741	212959	25	35882836dca8d7ef8de27852cfae067d0b15b580b782eae8cabfafa05ce83c98	1	1375	11	11	1	true	false	0	0	true	0.124113666206987
17203	6523	-	109741	10679	17	32b23704df597e8fb252351bc9d511f3f10b350979c0356f5609d81cefa2c88b	1	5	1	1	0	false	false	0	0	true	NA
17203	10679	+	113897	217115	30	9352cee77af620b719584fad84fe578019e39d2fd1917d3212a34b15b596158a	1	53125	1	1	0	true	false	0	0	true	0.00000000000000
17203	10679	-	113897	6523	17	32b23704df597e8fb252351bc9d511f3f10b350979c0356f5609d81cefa2c88b	1	5	1	1	0	false	false	0	0	true	NA
17231	4870	+	108256	211642	32	dcdfdabc8764a2cc8af1428ceb752b6cf95a52c0dd81d61c8f3057dd11650135	1	171875	11	11	1	true	false	0	0	true	0.124288820885058
17231	4870	-	108256	12360	25	adfa9b8a9b9a0b447ebf996fd7f68f2660051c7d8299787a84dd12e455c66220	1	1825	73	73	1	false	false	0	0	true	NA
17231	7437	+	110823	214209	26	70c0e9701f9283fe55d1e9a63d622ec8472fb8f64e1e96fa82c176a2535b4d17	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
17231	7437	-	110823	9793	26	70c0e9701f9283fe55d1e9a63d622ec8472fb8f64e1e96fa82c176a2535b4d17	1	3125	1	1	0	false	false	0	0	true	NA
17231	9793	+	113179	216565	26	70c0e9701f9283fe55d1e9a63d622ec8472fb8f64e1e96fa82c176a2535b4d17	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
17231	9793	-	113179	7437	22	0bf21a3b925ab1953ebda95c60a061e7339fe54ef0e78c778f7835b8f9a54dd9	1	125	1	1	0	false	false	0	0	true	NA
17231	12360	+	115746	219132	19	c2a0bb73f7199f8292f8ec1d2049a0dc6e44fa87404855f6c64f8fbc4f45c49b	1	25	1	1	0	true	false	0	0	true	0.00000000000000
17231	12360	-	115746	4870	19	c2a0bb73f7199f8292f8ec1d2049a0dc6e44fa87404855f6c64f8fbc4f45c49b	1	25	1	1	0	false	false	0	0	true	NA
17239	5917	+	109351	212785	25	cb5dae2e9072b6346d5884c7d2f09efdc6453304fda84e5b6ed07e3a5d543d97	1	1375	11	11	1	true	false	0	0	true	0.124154717577338
17239	5917	-	109351	11321	31	fda18616411fa51ecdb8c55eac69dd911105e221ed6f02ce1ad2a8e018ab96b4	1	100375	803	11*73	2	false	false	0	0	true	NA
17239	6842	+	110276	213710	26	bffc5b1b3f9a7f552225ef0246bc3e71ecafa34700b1e026dfa96b320e65f388	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
17239	6842	-	110276	10396	24	d56e81b209e0e98d2adef7b5f5728e789d0284528d7d66176eec43e36fa58985	1	625	1	1	0	false	false	0	0	true	NA
17239	10396	+	113830	217264	26	bffc5b1b3f9a7f552225ef0246bc3e71ecafa34700b1e026dfa96b320e65f388	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
