q	t	sign	n6	nOther	rawGcdBits	rawGcdSha256	qVal	qFreeGcd	primitiveGcd	factors	omega	rawWindow	m5Capable	rawLeaves	assignedLeaves	sizeCertified	thresholdRatio
15737	11613	+	106035	200457	26	ca319308597b7ba368c1e025e959f3dae54f40014ab86b13307d5428c27752de	1	2375	19	19	1	true	false	0	0	true	0.152946907685838
15737	11613	-	106035	4123	26	ca319308597b7ba368c1e025e959f3dae54f40014ab86b13307d5428c27752de	1	2375	19	19	1	false	false	0	0	true	NA
15761	2121	+	96687	191253	21	e2908e9354923c1aa0cf5906532685c17a431c64ce467898b230c0d17685635f	1	125	1	1	0	true	false	0	0	true	0.00000000000000
15761	2121	-	96687	13639	17	e62a7c721fcc8ed8430bfac1c4e4bba21e2d47789578dd8369a337fd6ab8d6fe	1	5	1	1	0	false	false	0	0	true	NA
15761	13639	+	108205	202771	17	e62a7c721fcc8ed8430bfac1c4e4bba21e2d47789578dd8369a337fd6ab8d6fe	1	5	1	1	0	true	false	0	0	true	0.00000000000000
15761	13639	-	108205	2121	21	e2908e9354923c1aa0cf5906532685c17a431c64ce467898b230c0d17685635f	1	125	1	1	0	false	false	0	0	true	NA
15797	6949	+	101731	196513	19	52d1e7f4ad275226e5e7f1df2cb5d244c4aca98218261f3ac6a0b8a5f36f7940	1	25	1	1	0	true	false	0	0	true	0.00000000000000
15797	6949	-	101731	8847	26	c3491f43345256d4bbe7c32ec9b141fd8c01e914d2894190b318c265e683b439	1	3485	697	17*41	2	false	false	0	0	true	NA
15797	7386	+	102168	196950	21	a1413aabe9d7d86c5b658f4af1008218f5d3518c025996d50c38cb631c422832	1	125	1	1	0	true	false	0	0	true	0.00000000000000
15797	7386	-	102168	8410	24	535904b062cb5f62125f5794cdda0b0a69e466438bcbbdd2eca84a80eebab3a7	1	625	1	1	0	false	false	0	0	true	NA
15797	8410	+	103192	197974	30	20a93260b501e6ce15a44b239545efc4eecc25abbfb7054a4aee1eea10117f25	1	34375	11	11	1	true	false	0	0	true	0.124906057738314
15797	8410	-	103192	7386	30	20a93260b501e6ce15a44b239545efc4eecc25abbfb7054a4aee1eea10117f25	1	34375	11	11	1	false	false	0	0	true	NA
15797	8847	+	103629	198411	21	a1413aabe9d7d86c5b658f4af1008218f5d3518c025996d50c38cb631c422832	1	125	1	1	0	true	false	0	0	true	0.00000000000000
15797	8847	-	103629	6949	21	a1413aabe9d7d86c5b658f4af1008218f5d3518c025996d50c38cb631c422832	1	125	1	1	0	false	false	0	0	true	NA
15803	6980	+	101798	196616	19	9076a9bae966fb78ef26513c6f653c477be6e6419fe09710fa5106e7b23b2215	1	25	1	1	0	true	false	0	0	true	0.00000000000000
15803	6980	-	101798	8822	19	8415cb55ccb6876b78282d4c914cb5149402147f2792963cf1004948b433a38e	1	17	17	17	1	false	false	0	0	true	NA
15803	8822	+	103640	198458	24	c8846516db53d7e024d9159b238139d33cd2cf7b0b527a43bbb4d0e647f57fb2	1	625	1	1	0	true	false	0	0	true	0.00000000000000
15803	8822	-	103640	6980	27	fea9d1f06426817597cdd77d93dcb46e587038614dfc54fa2915bbc6717614ee	1	6875	11	11	1	false	false	0	0	true	NA
15823	7047	+	101985	196923	24	1baf32f41af2ba529fd9a1a3dea56fe9facff19e2d441b4914ab36227282af36	1	625	1	1	0	true	false	0	0	true	0.00000000000000
15823	7047	-	101985	8775	21	4390886ce72c0c15aebab718ee8c2dfbd4bd7faedd14dcf2b294193688e054af	1	85	17	17	1	false	false	0	0	true	NA
15823	8775	+	103713	198651	24	1baf32f41af2ba529fd9a1a3dea56fe9facff19e2d441b4914ab36227282af36	1	625	1	1	0	true	false	0	0	true	0.00000000000000
15823	8775	-	103713	7047	27	0aed95ce5928fc07a8797925415e54a6362f472c757308a373530ab2352a9bb6	1	6875	11	11	1	false	false	0	0	true	NA
15859	6436	+	101590	196744	28	fbb85b0efe918d9e22904fd9a30884a7fe895ada2e47c53e74d620003a3cbdba	1	13175	31	31	1	true	false	0	0	true	0.179166791743197
15859	6436	-	101590	9422	19	0f297e898309d6ef4b7b5ab53745afc6fd676ac0f31a5c96a5f8098c63a48da7	1	25	1	1	0	false	false	0	0	true	NA
15859	9422	+	104576	199730	21	f9a192dce91460536116dd47b180599753ea681ebd5fc811afe6e965f33faa95	1	125	1	1	0	true	false	0	0	true	0.00000000000000
15859	9422	-	104576	6436	21	f9a192dce91460536116dd47b180599753ea681ebd5fc811afe6e965f33faa95	1	125	1	1	0	false	false	0	0	true	NA
15877	6407	+	101669	196931	30	8b9f8f9a56be28e1d99fdf23189ebfd4b30a3be4ec092d932d3cf40b0a55ad2d	1	53125	1	1	0	true	false	0	0	true	0.00000000000000
15877	6407	-	101669	9469	26	741ba1080018ef172dcbfb97bd1f7c64957b9a13c288d674db9ee6c9e3656707	1	2125	17	17	1	false	false	0	0	true	NA
15877	9469	+	104731	199993	24	3e3f0845b4e2c8be50657eb0594158fec3a47dd4423bf5701c8835a7ce14ec79	1	625	1	1	0	true	false	0	0	true	0.00000000000000
15877	9469	-	104731	6407	21	2c7c433276947590936885e31444d8f1a12377afff4fa5f39658e48c272d2400	1	125	1	1	0	false	false	0	0	true	NA
15887	5932	+	101254	196576	23	50f599b016b1d8e41c79d1a8f9d30af61f948b5c6cdc41f91b45644e9dda5483	1	425	1	1	0	true	false	0	0	true	0.00000000000000
15887	5932	-	101254	9954	19	65f0ff508e7f6e0b41b4423dbb7b2c71181fa2e8798a69028042e9857d198ece	1	25	1	1	0	false	false	0	0	true	NA
15887	9954	+	105276	200598	19	65f0ff508e7f6e0b41b4423dbb7b2c71181fa2e8798a69028042e9857d198ece	1	25	1	1	0	true	false	0	0	true	0.00000000000000
15887	9954	-	105276	5932	21	21d77daee06628e075789d9027824166c2fab1546c70eef5e5da75176c6cd416	1	125	1	1	0	false	false	0	0	true	NA
15889	5869	+	101203	196537	25	d9df1fcd8221ec11d896739045daed6d9a58047ba322f6517a69b546047a52b3	1	1525	61	61	1	true	false	0	0	true	0.214572683206347
15889	5869	-	101203	10019	21	7d5dab75896af695da1cf9b8c5ec49995b45badce965857e9a7e28c5ea8a353d	1	125	1	1	0	false	false	0	0	true	NA
15889	6993	+	102327	197661	40	56bf36794938460131a093bf1b339b9d681a3df031d6840383c4b3ca548e6948	1	55515625	209	11*19	2	true	false	0	0	true	0.278530498866571
15889	6993	-	102327	8895	24	5d05c90ee7ea42ab484d2ba15166cc8cd257fd756ef6093d0ee000e83e7dff12	1	935	187	11*17	2	false	false	0	0	true	NA
15889	8895	+	104229	199563	26	17c3fa88403539b9639b9e1fada9b570124feb9f6162da48399aecaa12333e8c	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
15889	8895	-	104229	6993	30	c4b5a253921ab80028d35b4d8cbf881819f570eb5c8f578fcff7672598415e1e	1	53125	17	17	1	false	false	0	0	true	NA
15889	10019	+	105353	200687	17	2f3ebc70734d8feec4924a265151239ce2a33138510b10f33743cd085a73493a	1	5	1	1	0	true	false	0	0	true	0.00000000000000
15889	10019	-	105353	5869	21	7d5dab75896af695da1cf9b8c5ec49995b45badce965857e9a7e28c5ea8a353d	1	125	1	1	0	false	false	0	0	true	NA
15907	5238	+	100680	196122	21	69fa904dac28b12df6206752d74af2e0a8dc8e24102003df3258290c28690354	1	125	1	1	0	true	false	0	0	true	0.00000000000000
15907	5238	-	100680	10668	24	dcc85e016ba567433acdffd7a31265a33e874723888ed4cb86e9becb2f85d3d6	1	625	1	1	0	false	false	0	0	true	NA
15907	6430	+	101872	197314	23	46e89764d45de24c56e38540dc2d460614297a7507151593769b693b004e736f	1	275	11	11	1	true	false	0	0	true	0.125075030491303
15907	6430	-	101872	9476	27	691e22e5f94af8da13b77f6e967a413cb657b8a5089ca009735eaf48be6fa98e	1	4675	187	11*17	2	false	false	0	0	true	NA
15907	9476	+	104918	200360	14	24a14613db967a7cf64a9136398aeb2bd71bc158ab8766b198a07a06ad6edd72	1	1	1	1	0	true	false	0	0	true	0.00000000000000
15907	9476	-	104918	6430	21	69fa904dac28b12df6206752d74af2e0a8dc8e24102003df3258290c28690354	1	125	1	1	0	false	false	0	0	true	NA
15907	10668	+	106110	201552	19	e7572c9cd6a77419cba62f9980478de2bcd767ec6b52ddaa1588b8c0cb6b5ba0	1	19	19	19	1	true	false	0	0	true	0.152934327170174
15907	10668	-	106110	5238	24	dcc85e016ba567433acdffd7a31265a33e874723888ed4cb86e9becb2f85d3d6	1	625	1	1	0	false	false	0	0	true	NA
15913	97	+	95575	191053	25	a5cc27ff6ea4a8e94972e0268fce59b5f0ca819e9fd03943b6570e802711fea1	1	1375	11	11	1	true	false	0	0	true	0.125901713496702
15913	97	-	95575	15815	21	3f08912374e8de60ccda4e1a75722c766368ade37cb46e18c64ba07cfeb3da3d	1	125	1	1	0	true	true	0	0	true	0.00000000000000
15913	15815	+	111293	206771	26	c6728b64c6a183a5b9e215bc9f8a8c8ce103e7530cd14fcb69587066bad98b8f	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
15913	15815	-	111293	97	17	d85aaf08930b151d42bfb438fe2f972fb7eb90ae596a099bdce3b972a25958fa	1	5	1	1	0	false	false	0	0	true	NA
15919	1204	+	96718	192232	21	c4d10c9ec5b9a606483cba96a9607a2a24e14b8dc375b62bd1b2caf1b76055e3	1	125	1	1	0	true	false	0	0	true	0.00000000000000
15919	1204	-	96718	14714	26	092d474362e22bdb6662d07fe223cce4f5ce5a2b1b20aede7ee3df7e57644373	1	2375	19	19	1	true	false	0	0	true	0.154409347143470
15919	14714	+	110228	205742	21	c4d10c9ec5b9a606483cba96a9607a2a24e14b8dc375b62bd1b2caf1b76055e3	1	125	1	1	0	true	false	0	0	true	0.00000000000000
15919	14714	-	110228	1204	23	9a3f25747e84a5878a438842e8d1540006df25061f1089c0521f4092edc01e13	1	275	11	11	1	false	false	0	0	true	NA
15923	1098	+	96636	192174	24	27046219ad36e228a4e754757dc2e3f731bd9c89ad8fa45106fdb4c6721db9ca	1	625	1	1	0	true	false	0	0	true	0.00000000000000
15923	1098	-	96636	14824	19	6e9c4a928f25d43a7127f5cc470a9976ddaddd6130bd37f150dcc03c98e0b9ff	1	25	1	1	0	true	false	0	0	true	0.00000000000000
15923	14824	+	110362	205900	19	6e9c4a928f25d43a7127f5cc470a9976ddaddd6130bd37f150dcc03c98e0b9ff	1	25	1	1	0	true	false	0	0	true	0.00000000000000
15923	14824	-	110362	1098	19	6e9c4a928f25d43a7127f5cc470a9976ddaddd6130bd37f150dcc03c98e0b9ff	1	25	1	1	0	false	false	0	0	true	NA
15973	3622	+	99460	195298	26	ce9353df585e17fbc3f7a83914553337281baa08c6a4160ea51574d0413deb66	1	2125	1	1	0	true	false	0	0	true	0.00000000000000
15973	3622	-	99460	12350	19	70531768670c9769dae0df2fdf6bd3119e928e8346fdafd4a3cef702c2e1601b	1	25	1	1	0	false	false	0	0	true	NA
15973	12350	+	108188	204026	31	015b0173eff73887fbce715907f226165ceb442bb6081cfadaf9fa81a28be8e9	1	128125	41	41	1	true	false	0	0	true	0.192491333548993
15973	12350	-	108188	3622	19	70531768670c9769dae0df2fdf6bd3119e928e8346fdafd4a3cef702c2e1601b	1	25	1	1	0	false	false	0	0	true	NA
16001	928	+	96934	192940	28	5e0544af2a0175992fdd847334e08558ef66af58a8b206f65969db47909af399	1	15625	1	1	0	true	false	0	0	true	0.00000000000000
16001	928	-	96934	15072	14	e2684ec58138c3ca8005a285aad6dc220857753787c31a774ecf2355359f9190	1	1	1	1	0	true	true	0	0	true	0.00000000000000
16001	15072	+	111078	207084	26	98e9b6dc92d66d8bdb4556eb0a54a5554a13e4a31cdbf79ff8aac71508881487	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16001	15072	-	111078	928	19	c60a89ace863f3de03534d9896f4dc868baa17d971db0f2604dc93834bd47b2b	1	25	1	1	0	false	false	0	0	true	NA
16057	68	+	96410	192752	26	e2873ee04127f4d1582e795f6ec9707d4e6be5059e1e07d9cbd4b3366a9c3c72	1	2125	1	1	0	true	false	0	0	true	0.00000000000000
16057	68	-	96410	15988	28	0128bbbb0d0853a25cee4423dfa4fa9cd3c13fde78e871770f4fb4a3cfaa3f8d	1	10625	17	17	1	true	true	0	0	true	0.148630764718652
16057	15988	+	112330	208672	24	55a6f9f41225b0177058d59dcd453136c55f57d58b6ef13b01cdf2c45f8cb5ad	1	625	1	1	0	false	false	0	0	true	NA
16057	15988	-	112330	68	21	c4b3b422a45e49d424d9043fa973034642fdf9d8655b23b015dd9e6ae36f4a30	1	125	1	1	0	false	false	0	0	true	NA
16061	6935	+	103301	199667	26	cd9dc591d68b220f78ccbae673baddb2b305224547f40817d09363749ea1d436	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16061	6935	-	103301	9125	17	96842409daca7bb7b5999bf8039fa7628b9b587eada57ff5e15a687d4112e5e6	1	5	1	1	0	false	false	0	0	true	NA
16061	9125	+	105491	201857	17	96842409daca7bb7b5999bf8039fa7628b9b587eada57ff5e15a687d4112e5e6	1	5	1	1	0	true	false	0	0	true	0.00000000000000
16061	9125	-	105491	6935	21	b353299b6d95e2df2688aff37e31a4411f564e5ba52f08b8975c46e302abe24e	1	125	1	1	0	false	false	0	0	true	NA
16067	7518	+	103920	200322	19	4647308e8b7918134a770c57d6bfe255f9a9a1846de0ed4c1d86698ab5c8c10e	1	31	31	31	1	true	false	0	0	true	0.178745089809275
16067	7518	-	103920	8548	31	ac44ce9ea194df9a5f883144c2675f1f79828370291730768502692f134339ed	1	96875	31	31	1	false	false	0	0	true	NA
16067	8548	+	104950	201352	14	525f2cbd1fecad7881622f0807b690936a58c6768d4b10921710b222c88802a0	1	1	1	1	0	true	false	0	0	true	0.00000000000000
16067	8548	-	104950	7518	19	d0481407ed8f7c6874a929b83bb6dd2771f8f8add7d05e8a6f2f51bcd55f861b	1	25	1	1	0	false	false	0	0	true	NA
16069	4263	+	100677	197091	27	22771ed97841c73ab6d78c389007bbc3e755b29fce7879ef6a83abf4c98b38f7	1	6875	11	11	1	true	false	0	0	true	0.125228491805583
16069	4263	-	100677	11805	24	54c097cdf16923481f4b91ef8c29e3ed72d6e13236a5849cd4f357d6d10040b6	1	625	1	1	0	false	false	0	0	true	NA
16069	11805	+	108219	204633	24	54c097cdf16923481f4b91ef8c29e3ed72d6e13236a5849cd4f357d6d10040b6	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16069	11805	-	108219	4263	24	54c097cdf16923481f4b91ef8c29e3ed72d6e13236a5849cd4f357d6d10040b6	1	625	1	1	0	false	false	0	0	true	NA
16073	3559	+	99997	196435	17	371a4e8ce8ef005b44862d94333e5f0f19d3de8a290fb0fc9b0d516d1e96d21d	1	5	1	1	0	true	false	0	0	true	0.00000000000000
16073	3559	-	99997	12513	19	6a8a76e90e2d03c28ca146598eef8734d10a2d4222b21a77aef4ea4859191681	1	25	1	1	0	false	false	0	0	true	NA
16073	12513	+	108951	205389	24	e46c6babf67e1eee069951746481621b8db99d0a9bd4c439883223d61cd7e783	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16073	12513	-	108951	3559	24	e46c6babf67e1eee069951746481621b8db99d0a9bd4c439883223d61cd7e783	1	625	1	1	0	false	false	0	0	true	NA
16087	639	+	97161	193683	35	1124f09f91550e8a7b1042dde475a112f908313ff108b97a2400651d4ec4c683	1	1328125	1	1	0	true	false	0	0	true	0.00000000000000
16087	639	-	97161	15447	33	7d534c5dadafb1cce4314c5a16cca37870e3ecb4df04c9049aa938e7a11c17d2	1	362695	72539	17^2*251	2	true	true	0	0	true	0.586673642893958
16087	15447	+	111969	208491	26	064039fcb49eb2a5010c95e72cb342195c772fbc42a6011c0d5988d4620e1f27	1	2125	1	1	0	true	false	0	0	true	0.00000000000000
16087	15447	-	111969	639	27	79b57034821442d8213d22fea4b1899c16385d2d6d533c17333a9085a2c70654	1	5015	1003	17*59	2	false	false	0	0	true	NA
16091	2247	+	98793	195339	19	ecda1df1e35d3f4952f8ebd9bc3a9b572ab580f8ffefa429bf6383f41d7905ef	1	25	1	1	0	true	false	0	0	true	0.00000000000000
16091	2247	-	98793	13843	29	bf2721fa149ccaee4a30adaeebc7ed9d5c3927f0bfdaa5e97f6f533c22e2a2f4	1	23375	187	11*17	2	false	false	0	0	true	NA
16091	13843	+	110389	206935	25	46124fe1a95d0b497078dca947f18633c426ab97d779233346eed2395eb07493	1	1375	11	11	1	true	false	0	0	true	0.124036915705379
16091	13843	-	110389	2247	17	38e4c2f9ecd04ed79b6be6a4980e1971d4edbd7c03aa5559c5fba69e72dbd9bb	1	5	1	1	0	false	false	0	0	true	NA
16103	6070	+	102688	199306	30	12d3f63d4f7fcb11fed1a7a8ecac37a642604bfdbe41536a7dc32a1f3bde22de	1	59375	19	19	1	true	false	0	0	true	0.153444976883048
16103	6070	-	102688	10032	28	3f5f0334c024aba7800abc6671c3c09384648b3f5e57a10f4eac1631e2de0d91	1	11875	19	19	1	false	false	0	0	true	NA
16103	7335	+	103953	200571	17	3b51c123ccb187fbf20c8acb1cb4b9b904a58eb7f8f75232a73fb3fa6188ed02	1	5	1	1	0	true	false	0	0	true	0.00000000000000
16103	7335	-	103953	8767	17	3b51c123ccb187fbf20c8acb1cb4b9b904a58eb7f8f75232a73fb3fa6188ed02	1	5	1	1	0	false	false	0	0	true	NA
16103	8767	+	105385	202003	21	0a23939016683af927495e7516692a4966da41914c4c9bad7611ac35cf4eda35	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16103	8767	-	105385	7335	27	655db23449fba84072bdd494e40e58b1ba8dfe1f9a4b359c17bbb2e5dc57a818	1	6875	11	11	1	false	false	0	0	true	NA
16103	10032	+	106650	203268	28	3f5f0334c024aba7800abc6671c3c09384648b3f5e57a10f4eac1631e2de0d91	1	11875	19	19	1	true	false	0	0	true	0.152850763240274
16103	10032	-	106650	6070	19	7a9c2f1b62834a1692e21a89f643a1b63d60ae26f81649b5b87f0161d7ce49a8	1	25	1	1	0	false	false	0	0	true	NA
16187	5275	+	102397	199519	24	2eff38d808b255de774ca1690c069eaf6a2c160f8e73b6ecc6f1f0f4f3c71f09	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16187	5275	-	102397	10911	28	22d7392dcd6678123b065abac6c43a1de2cd2b828b82dc3aaf7b7a6e15b44e6d	1	10625	17	17	1	false	false	0	0	true	NA
16187	7040	+	104162	201284	23	3bb4bd899c7068288146895b09ba8e64fd78b75abc31051e18bf98fcb19f0b44	1	475	19	19	1	true	false	0	0	true	0.153224621127608
16187	7040	-	104162	9146	19	87d17a043ace38bde8bdbbb6f4a3b69b9652e28826684f71d70d688a3896fa18	1	25	1	1	0	false	false	0	0	true	NA
16187	9146	+	106268	203390	21	64081752ab6065377abd55214973b18ac10ca0fcc11ad5d5449922972b69a413	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16187	9146	-	106268	7040	24	2eff38d808b255de774ca1690c069eaf6a2c160f8e73b6ecc6f1f0f4f3c71f09	1	625	1	1	0	false	false	0	0	true	NA
16187	10911	+	108033	205155	26	986de307d9a7f59392d39a5dab1097a0d8b217bdef5d1f9c838bc157473fb214	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16187	10911	-	108033	5275	24	2eff38d808b255de774ca1690c069eaf6a2c160f8e73b6ecc6f1f0f4f3c71f09	1	625	1	1	0	false	false	0	0	true	NA
16231	5507	+	102893	200279	32	995ce331e3a1782e927f29129b2b10a41fe15f3bbfca985e355317bd47c9357f	1	201875	19	19	1	true	false	0	0	true	0.153412340383561
16231	5507	-	102893	10723	30	1575b544879e4308eacce76e17a3067d455ffcd01afcd17361eb1c72763f2371	1	40375	323	17*19	2	false	false	0	0	true	NA
16231	10723	+	108109	205495	26	050241d7d6fcbff8fab05f88264d0883d1fbd17c151006cf42d6c452c0bbcc0f	1	2375	19	19	1	true	false	0	0	true	0.152633904494771
16231	10723	-	108109	5507	25	de4bd368e80a75e97666910e6562dddeffd653b7bfc5593bf0c9736027585b01	1	1375	11	11	1	false	false	0	0	true	NA
16253	7384	+	104902	202420	19	4e9c7efa37124698acc0ddd235c9306c82b824e18293866786155ae58daaeb9e	1	25	1	1	0	true	false	0	0	true	0.00000000000000
16253	7384	-	104902	8868	19	4e9c7efa37124698acc0ddd235c9306c82b824e18293866786155ae58daaeb9e	1	25	1	1	0	false	false	0	0	true	NA
16253	8868	+	106386	203904	26	b9d423f2b486ece7afed1751a48a33f7e0dae896fcbd95d7719abf69a8147958	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16253	8868	-	106386	7384	33	9819b789de13ef155d711cfe7cbe40c1eb9b3ed056fd94af2307e934261e1a2d	1	405625	649	11*59	2	false	false	0	0	true	NA
16301	3928	+	101734	199540	30	1e8be80049aceee396190df47059fe1a34023c620693f0db8c345f648d42cbc7	1	59375	19	19	1	true	false	0	0	true	0.153604966436113
16301	3928	-	101734	12372	23	952a8e47c08d26117453f2efdacd5a2d058b09ee5ae2ffe66a4c418d4775bf29	1	425	17	17	1	false	false	0	0	true	NA
16301	12372	+	110178	207984	24	7c9b6311685fd769a162d979cb0e95d323839cee553dc216f1997080ee82100b	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16301	12372	-	110178	3928	27	d0ead1bf2158e29b00e583c1cba94e8b7b4b5ce844792b6d08f01ec0ca5c89e6	1	6875	11	11	1	false	false	0	0	true	NA
16333	7250	+	105248	203246	26	8ac69082932b1eb8a1597b8b4fe5658e286237e092642074beb7fe5266f1038b	1	2375	19	19	1	true	false	0	0	true	0.153047987107467
16333	7250	-	105248	9082	21	466f9e793b9fd5207a2aaa43586f5b9ed2b6a54ede80e64bcac4f41b075c446a	1	125	1	1	0	false	false	0	0	true	NA
16333	9082	+	107080	205078	26	8ea83e73977035c9559a6affc4c1bcd19ab97877a038c76fda09d4d86d10d389	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16333	9082	-	107080	7250	21	466f9e793b9fd5207a2aaa43586f5b9ed2b6a54ede80e64bcac4f41b075c446a	1	125	1	1	0	false	false	0	0	true	NA
16339	668	+	98702	196736	21	5d68cba9072a64d25938b17c6c754d94b9bdf71ea0740cba1b1ee310896f0a7a	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16339	668	-	98702	15670	29	eec4ba25d0982fda317e58615ec1fcb19588b9adcfa8a1a2326d70b0107e8716	1	25925	1037	17*61	2	true	true	0	0	true	0.363396341777662
16339	5856	+	103890	201924	19	fa4708e2fb75447f999f215e720dbaa15b72e3e3d99e0c7d1d55b807ea75ad0b	1	25	1	1	0	true	false	0	0	true	0.00000000000000
16339	5856	-	103890	10482	24	2faf3a3c0c51c7d87856a431bebbe4f35fcb7e1823b93142475fa68b085de091	1	625	1	1	0	false	false	0	0	true	NA
16339	10482	+	108516	206550	28	f0a7754e9f61870127c37b3ed99f52978e6e44ef2b5883d985f55b50cf317e72	1	15625	1	1	0	true	false	0	0	true	0.00000000000000
16339	10482	-	108516	5856	24	2faf3a3c0c51c7d87856a431bebbe4f35fcb7e1823b93142475fa68b085de091	1	625	1	1	0	false	false	0	0	true	NA
16339	15670	+	113704	211738	33	e1feab592aae6b11286e7b8f3fbed97af58295c99b6d2ad187ff95c6c0329bbf	1	296875	19	19	1	true	false	0	0	true	0.151841159786409
16339	15670	-	113704	668	24	2faf3a3c0c51c7d87856a431bebbe4f35fcb7e1823b93142475fa68b085de091	1	625	1	1	0	false	false	0	0	true	NA
16349	6807	+	104901	202995	20	f630510e9fb05ecd9b68c2822111ba0232bc8eda08e1061cc0b3635b22cddcf6	1	55	11	11	1	true	false	0	0	true	0.124673864814990
16349	6807	-	104901	9541	26	f11a2ec02620f42cacd65ab242b4e5a3bf87e365402eccfe66357f50a0cea139	1	3125	1	1	0	false	false	0	0	true	NA
16349	7882	+	105976	204070	30	7aca3efa8ef6b35ceeaf439e3e2724ecdcb7a7bd5a78116543d234e384a176ef	1	45125	361	19^2	1	true	false	0	0	true	0.305893815371676
16349	7882	-	105976	8466	33	3960cf69537265375432b39b80b7b2a4fdeec11105c1755cd5fb4f872e51d357	1	368125	589	19*31	2	false	false	0	0	true	NA
16349	8466	+	106560	204654	23	930b73ab46c0e25ab7af9e16c2c7f3a42b267c21d98344bc7577c9e2f3d267f9	1	475	19	19	1	true	false	0	0	true	0.152865348635943
16349	8466	-	106560	7882	19	8eef3e08117511271e9631c60081453f72ee7445962ed71fec337830416a4bcb	1	25	1	1	0	false	false	0	0	true	NA
16349	9541	+	107635	205729	19	8eef3e08117511271e9631c60081453f72ee7445962ed71fec337830416a4bcb	1	25	1	1	0	true	false	0	0	true	0.00000000000000
16349	9541	-	107635	6807	19	8eef3e08117511271e9631c60081453f72ee7445962ed71fec337830416a4bcb	1	25	1	1	0	false	false	0	0	true	NA
16361	1433	+	99599	197765	27	d1cfe1018a2ba5c574f983d36bb57bd96179c53b09e33a08642e93d34bcfbaac	1	6875	11	11	1	true	false	0	0	true	0.125360207473520
16361	1433	-	99599	14927	25	e1832d94bdff1c1490209055a0bc889ca76b4e8fa0079b737e06a6c8155b8b11	1	1445	289	17^2	1	true	false	0	0	true	0.296236634399084
16361	14927	+	113093	211259	26	8b6e86603cd7f6f1fb3f199146a111fce236ccf04dd8d8d6ad7690a75bc35a16	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16361	14927	-	113093	1433	28	40af20a7aa6979bab0e7394c096ee6fa3366617aa7f77518c466da1181e0cbf4	1	15625	1	1	0	false	false	0	0	true	NA
16363	5066	+	103244	201422	21	29b2f23aca59e41c456a16e06be4486d0d1beb07116b996432a98bbe74055e5a	1	125	1	1	0	true	false	0	0	true	0.00000000000000
16363	5066	-	103244	11296	24	1787fa579e01a450369bff515a41fad60896968dbe376cff7e7ff643147fd3f9	1	625	1	1	0	false	false	0	0	true	NA
16363	11296	+	109474	207652	23	ae643976c7362faaea750585140aa8df442ca71fbae8f4baafb61b0371da1a75	1	275	11	11	1	true	false	0	0	true	0.124144850805100
16363	11296	-	109474	5066	19	8907969e037e3e20c7c400d09ea5c9ca35fe88071657853c9d504cef263b0547	1	25	1	1	0	false	false	0	0	true	NA
16381	2791	+	101077	199363	28	03c65f32cb94900ccded5bbf0d7a97e8238b003f31755f757c26d8dfc98c4505	1	15625	1	1	0	true	false	0	0	true	0.00000000000000
16381	2791	-	101077	13589	32	0c0c55b7aba33a1dae7c79e4feb8d3d4c44c71cf6e80a357b93d40b9f0a6591d	1	155125	1241	17*73	2	false	false	0	0	true	NA
16381	13589	+	111875	210161	27	051aa1c91ff715b882aa614bcaa446ddb74162ecaa5e2346a94fd1963d9137a0	1	5185	61	61	1	true	false	0	0	true	0.212343322567061
16381	13589	-	111875	2791	21	ac974c19d1881a1efdaca6ff91f5f23284f37eec4a2a72494b644fdde0aae585	1	85	17	17	1	false	false	0	0	true	NA
16417	6943	+	105445	203947	24	af77a1111ec8ea61813ecde03cd1f9abf71aef2c4d4b28e5a273961d0b43f07c	1	625	1	1	0	true	false	0	0	true	0.00000000000000
16417	6943	-	105445	9473	21	a772197176a46150ec99969667b6124261314906baeb1daaf181dba96236a12e	1	125	1	1	0	false	false	0	0	true	NA
16417	9473	+	107975	206477	26	0d7228e5b524aa71631ace8af97aa86b28c217220a4e76d24d871ce30597b073	1	3125	1	1	0	true	false	0	0	true	0.00000000000000
16417	9473	-	107975	6943	26	0d7228e5b524aa71631ace8af97aa86b28c217220a4e76d24d871ce30597b073	1	3125	1	1	0	false	false	0	0	true	NA
16421	1340	+	99866	198392	26	d8026ed967dcfcad89302e436e70d87097dfb7aa97ba24d797be17ae366aa0cb	1	2375	19	19	1	true	false	0	0	true	0.153890239863460
