X,q,m,H,width,cutoff_last,candidate_primes,low_target_primes,singular_high_primes,full_hit_primes,Gamma_intersection_exact,Gamma_intersection_digits,endpoint_exact,endpoint_factorization,capped_carrier_exact,capped_carrier_factorization,target_part_exact,target_part_factorization,target_radical_exact,nuisance_part_exact,nuisance_factorization,nuisance_support,candidate_phantoms,log_intersection_over_X,log_endpoint_over_X,log_carrier_over_X,log_target_radical_over_X,log_target_part_over_X,log_nuisance_part_over_X,log_removed_from_width1_over_X,target_support_preserved
32,3,128,17,1,17,37;41,37,-,37,185,3,180483351865274073985671992317732185705624000,2^6*3*5^3*7*11^2*13*19^2*23^2*29^2*31*37*41*43*47*59*61*67*71*73*113*127*131*137*139,185,5*37,37,37,37,5,5,5,-,0.163136119534,3.184506638932,0.163136119534,0.112841184770,0.112841184770,0.050294934764,0.000000000000,YES
32,3,128,17,2,18,37;41,37,-,37,185,3,180483351865274073985671992317732185705624000,2^6*3*5^3*7*11^2*13*19^2*23^2*29^2*31*37*41*43*47*59*61*67*71*73*113*127*131*137*139,185,5*37,37,37,37,5,5,5,-,0.163136119534,3.184506638932,0.163136119534,0.112841184770,0.112841184770,0.050294934764,0.000000000000,YES
32,3,128,17,4,20,37;41,37,-,37,185,3,180483351865274073985671992317732185705624000,2^6*3*5^3*7*11^2*13*19^2*23^2*29^2*31*37*41*43*47*59*61*67*71*73*113*127*131*137*139,185,5*37,37,37,37,5,5,5,-,0.163136119534,3.184506638932,0.163136119534,0.112841184770,0.112841184770,0.050294934764,0.000000000000,YES
32,3,128,17,8,24,37;41,37,-,37,185,3,180483351865274073985671992317732185705624000,2^6*3*5^3*7*11^2*13*19^2*23^2*29^2*31*37*41*43*47*59*61*67*71*73*113*127*131*137*139,185,5*37,37,37,37,5,5,5,-,0.163136119534,3.184506638932,0.163136119534,0.112841184770,0.112841184770,0.050294934764,0.000000000000,YES
32,3,130,18,1,18,37;41;43,37,-,37,185,3,14600653207405717608525110425615099034202336000,2^8*3*5^3*7^3*11^2*13*23^2*29^2*31*37*41*43*47*59*61*67*71*73*113*127*131*137*139*149,185,5*37,37,37,37,5,5,5,-,0.163136119534,3.321793607896,0.163136119534,0.112841184770,0.112841184770,0.050294934764,0.000000000000,YES
32,3,130,18,2,19,37;41;43,37,-,37,185,3,14600653207405717608525110425615099034202336000,2^8*3*5^3*7^3*11^2*13*23^2*29^2*31*37*41*43*47*59*61*67*71*73*113*127*131*137*139*149,185,5*37,37,37,37,5,5,5,-,0.163136119534,3.321793607896,0.163136119534,0.112841184770,0.112841184770,0.050294934764,0.000000000000,YES
32,3,130,18,4,21,37;41;43,37,-,37,185,3,14600653207405717608525110425615099034202336000,2^8*3*5^3*7^3*11^2*13*23^2*29^2*31*37*41*43*47*59*61*67*71*73*113*127*131*137*139*149,185,5*37,37,37,37,5,5,5,-,0.163136119534,3.321793607896,0.163136119534,0.112841184770,0.112841184770,0.050294934764,0.000000000000,YES
32,3,130,18,8,25,37;41;43,37,-,37,185,3,14600653207405717608525110425615099034202336000,2^8*3*5^3*7^3*11^2*13*23^2*29^2*31*37*41*43*47*59*61*67*71*73*113*127*131*137*139*149,185,5*37,37,37,37,5,5,5,-,0.163136119534,3.321793607896,0.163136119534,0.112841184770,0.112841184770,0.050294934764,0.000000000000,YES
32,3,133,18,1,18,37;41;43,41,-,41,1025,4,34840370327406184558901575130655498643561200000,2^7*3*5^5*7^2*11^2*13*23^2*29^2*31*37*41*43*47*59*61*67*71*73*127*131*137*139*149*151,1025,5^2*41,41,41,41,25,5^2,5,-,0.216638996612,3.348972061439,0.216638996612,0.116049127085,0.116049127085,0.100589869527,0.000000000000,YES
32,3,133,18,2,19,37;41;43,41,-,41,1025,4,34840370327406184558901575130655498643561200000,2^7*3*5^5*7^2*11^2*13*23^2*29^2*31*37*41*43*47*59*61*67*71*73*127*131*137*139*149*151,1025,5^2*41,41,41,41,25,5^2,5,-,0.216638996612,3.348972061439,0.216638996612,0.116049127085,0.116049127085,0.100589869527,0.000000000000,YES
32,3,133,18,4,21,37;41;43,41,-,41,1025,4,34840370327406184558901575130655498643561200000,2^7*3*5^5*7^2*11^2*13*23^2*29^2*31*37*41*43*47*59*61*67*71*73*127*131*137*139*149*151,1025,5^2*41,41,41,41,25,5^2,5,-,0.216638996612,3.348972061439,0.216638996612,0.116049127085,0.116049127085,0.100589869527,0.000000000000,YES
32,3,133,18,8,25,37;41;43,41,-,41,205,3,34840370327406184558901575130655498643561200000,2^7*3*5^5*7^2*11^2*13*23^2*29^2*31*37*41*43*47*59*61*67*71*73*127*131*137*139*149*151,205,5*41,41,41,41,5,5,5,-,0.166344061848,3.348972061439,0.166344061848,0.116049127085,0.116049127085,0.050294934764,0.050294934764,YES
32,3,153,21,1,21,41;43;47,41,-,41,205,3,1050611899810809432716473640624667021144962221152759000,2^3*3^5*5^3*7^2*13^2*17*19*23^2*29^2*31*37*41*43*47*53*67*71*73*79*83*137*139*149*151*157*163*167*173,205,5*41,41,41,41,5,5,5,-,0.166344061848,3.887155243057,0.166344061848,0.116049127085,0.116049127085,0.050294934764,0.000000000000,YES
32,3,153,21,2,22,41;43;47,41,-,41,205,3,1050611899810809432716473640624667021144962221152759000,2^3*3^5*5^3*7^2*13^2*17*19*23^2*29^2*31*37*41*43*47*53*67*71*73*79*83*137*139*149*151*157*163*167*173,205,5*41,41,41,41,5,5,5,-,0.166344061848,3.887155243057,0.166344061848,0.116049127085,0.116049127085,0.050294934764,0.000000000000,YES
32,3,153,21,4,24,41;43;47,41,-,41,205,3,1050611899810809432716473640624667021144962221152759000,2^3*3^5*5^3*7^2*13^2*17*19*23^2*29^2*31*37*41*43*47*53*67*71*73*79*83*137*139*149*151*157*163*167*173,205,5*41,41,41,41,5,5,5,-,0.166344061848,3.887155243057,0.166344061848,0.116049127085,0.116049127085,0.050294934764,0.000000000000,YES
32,3,153,21,8,28,41;43;47,41,-,41,41,2,1050611899810809432716473640624667021144962221152759000,2^3*3^5*5^3*7^2*13^2*17*19*23^2*29^2*31*37*41*43*47*53*67*71*73*79*83*137*139*149*151*157*163*167*173,41,41,41,41,41,1,1,-,-,0.116049127085,3.887155243057,0.116049127085,0.116049127085,0.116049127085,0.000000000000,0.050294934764,YES
32,3,186,26,1,26,47;53;59;61,59,-,59,295,3,2885882832393555214888293447588316552489090529232685612934473213440,2^9*3*5*7^3*11*13*17*19*23*29^2*31*37*41^2*43*47*53*59*61*67*71*83*89*97*101*103*163*167*173*179*181*191*193*197*199*211,295,5*59,59,59,59,5,5,5,-,0.177717979886,4.782201468704,0.177717979886,0.127423045122,0.127423045122,0.050294934764,0.000000000000,YES
32,3,186,26,2,27,47;53;59;61,59,-,59,295,3,2885882832393555214888293447588316552489090529232685612934473213440,2^9*3*5*7^3*11*13*17*19*23*29^2*31*37*41^2*43*47*53*59*61*67*71*83*89*97*101*103*163*167*173*179*181*191*193*197*199*211,295,5*59,59,59,59,5,5,5,-,0.177717979886,4.782201468704,0.177717979886,0.127423045122,0.127423045122,0.050294934764,0.000000000000,YES
32,3,186,26,4,29,47;53;59;61,59,-,59,295,3,2885882832393555214888293447588316552489090529232685612934473213440,2^9*3*5*7^3*11*13*17*19*23*29^2*31*37*41^2*43*47*53*59*61*67*71*83*89*97*101*103*163*167*173*179*181*191*193*197*199*211,295,5*59,59,59,59,5,5,5,-,0.177717979886,4.782201468704,0.177717979886,0.127423045122,0.127423045122,0.050294934764,0.000000000000,YES
