sign,q,t,p,r,a_plus,a_minus,raw_plus,raw_minus,Zq,selected,nearest_zero,linear,cyclic,scaled_A
-,18058127,388480,16665269,8745628,-1,1004377,0,1,0,0,-1,-1,-1,-1
-,18063343,1713468,15961261,14325960,-1,388613,0,1,0,0,-1,-1,-1,-1
+,18070301,4426691,16249223,15353159,10030404,-1,1,0,0,0,-1,-1,-1,-1
-,18071639,423850,17484569,3946270,-1,163219,0,1,0,0,-1,-1,-1,-1
+,18074261,1611366,16623587,10315410,2395867,-1,1,0,2,0,4314133,2702767,2702767,1.19629
+,18074261,5523675,16623587,14227719,6308176,-1,1,0,2,0,4314133,1209542,1209542,0.535366
+,18074369,6688988,16526051,15978896,8742753,-1,1,0,2,0,3925323,2763665,2763665,0.611621
+,18076099,2616136,16717693,10766572,2199315,-1,1,0,2,0,2286313,329823,329823,0.145971
+,18076099,6367941,16717693,14518377,5951120,-1,1,0,2,0,2286313,4081628,4081628,1.80642
+,18088319,2149968,15824441,15733236,13492063,-1,1,0,2,0,3010624,860656,860656,0.190323
-,18091681,522691,16380107,10792135,-1,1188882,0,1,0,0,-1,-1,-1,-1
+,18091891,2191307,16603159,11123699,3452932,-1,1,0,0,0,-1,-1,-1,-1
+,18091891,4217834,16603159,13150226,5479459,-1,1,0,0,0,-1,-1,-1,-1
+,18094207,10373246,17470729,14114114,384253,-1,1,0,0,0,-1,-1,-1,-1
+,18094207,13345607,17470729,17086475,3356614,-1,1,0,0,0,-1,-1,-1,-1
+,18104123,1401451,15970189,14205055,11038470,-1,1,0,0,0,-1,-1,-1,-1
+,18123467,1197391,16295641,12164347,6835662,-1,1,0,0,0,-1,-1,-1,-1
-,18124637,67840,16329211,10840396,-1,1727585,0,1,0,0,-1,-1,-1,-1
+,18137417,6215797,16975663,13186321,3181182,-1,1,0,2,0,3724636,2491161,2491161,1.09879
+,18137417,6823956,16975663,13794480,3789341,-1,1,0,2,0,3724636,3099320,3099320,1.36704
-,18142463,291527,15650911,15240839,-1,2200024,0,1,2,0,5706525,5414998,5414998,1.19388
+,18145093,13766275,17747759,16150279,786524,-1,1,0,0,0,-1,-1,-1,-1
+,18145093,14577230,17747759,16961234,1597479,-1,1,0,0,0,-1,-1,-1,-1
-,18152833,1281763,16746767,9718159,-1,124302,0,1,2,0,5402142,4120379,4120379,0.907931
-,18156847,1414564,16193867,13192444,-1,548415,0,1,0,0,-1,-1,-1,-1
+,18165467,3767371,16862033,11587975,2546546,-1,1,0,2,0,1720633,2046738,2046738,0.901375
+,18165467,6494882,16862033,14315486,5274057,-1,1,0,2,0,1720633,4774249,4774249,2.10256
+,18166979,5094154,16469171,15281002,8998679,-1,1,0,2,0,5115800,21646,21646,0.00476601
+,18175649,1794214,15987487,14923186,12064671,-1,1,0,0,0,-1,-1,-1,-1
+,18177359,6930112,17216051,12697960,1249757,-1,1,0,0,0,-1,-1,-1,-1
+,18177359,10198445,17216051,15966293,4518090,-1,1,0,0,0,-1,-1,-1,-1
+,18177689,4350344,16295117,15645776,10646091,-1,1,0,0,0,-1,-1,-1,-1
-,18180731,570086,16081237,13167050,-1,1529407,0,1,2,0,2124635,1554549,1554549,0.342021
-,18190489,1905734,16207469,13803854,-1,77285,0,1,2,0,8831863,6926129,6926129,1.52302
+,18200471,2058961,16887071,9939361,932690,-1,1,0,4,0,1844857,214104,214104,0.188218
+,18200471,8073980,16887071,15954380,6947709,-1,1,0,4,0,5417168,2656812,2656812,2.3356
-,18210509,827439,16128941,13316847,-1,1254128,0,1,0,0,-1,-1,-1,-1
+,18224719,14162901,17849327,16415253,818278,-1,1,0,2,0,16495179,2332278,2332278,1.02379
+,18224719,14778696,17849327,17031048,1434073,-1,1,0,2,0,16495179,1716483,1716483,0.753475
+,18230911,10562127,17614741,14259147,341426,-1,1,0,0,0,-1,-1,-1,-1
+,18230911,13576294,17614741,17273314,3355593,-1,1,0,0,0,-1,-1,-1,-1
-,18230959,314089,16874729,8451469,-1,1042140,0,1,6,0,2186505,1872416,1872416,1.23246
-,18236651,840334,16542269,11006626,-1,854047,0,1,2,0,1440692,600358,600358,0.131682
+,18238711,2396010,16305013,13998198,9295373,-1,1,0,0,0,-1,-1,-1,-1
+,18245153,2513294,16342633,13928414,9000901,-1,1,0,0,0,-1,-1,-1,-1
-,18256081,58674,16319411,11678694,-1,1877995,0,1,0,0,-1,-1,-1,-1
+,18256313,6807418,17336947,12323614,502863,-1,1,0,2,0,8021153,1213735,1213735,0.531864
+,18256313,11317887,17336947,16834083,5013332,-1,1,0,2,0,10235159,1082728,1082728,0.474456
+,18257717,1160306,16424081,12162122,6739857,-1,1,0,0,0,-1,-1,-1,-1
-,18266189,75202,17415379,5180062,-1,775607,0,1,0,0,-1,-1,-1,-1
-,18269179,278141,16074277,13447553,-1,1916760,0,1,0,0,-1,-1,-1,-1
+,18270023,5298156,17042243,12664836,2989273,-1,1,0,0,0,-1,-1,-1,-1
+,18270023,6686289,17042243,14052969,4377406,-1,1,0,0,0,-1,-1,-1,-1
+,18274709,124633,16278989,12098953,7794284,-1,1,0,2,0,2785565,2660932,2660932,0.582429
+,18274909,10304506,17585663,14439982,989795,-1,1,0,0,0,-1,-1,-1,-1
+,18274909,12460391,17585663,16595867,3145680,-1,1,0,0,0,-1,-1,-1,-1
-,18277121,1740252,16520353,12280860,-1,16515,0,1,0,0,-1,-1,-1,-1
-,18278717,144430,16460767,11052130,-1,1673519,0,1,0,0,-1,-1,-1,-1
+,18287837,492010,16335919,12203518,7579107,-1,1,0,2,0,260329,231681,231681,0.0506743
-,18289199,21042,18177077,693774,-1,91079,0,1,2,0,1661735,1640693,1640693,0.358833
+,18289499,7038690,17168303,13765866,3324739,-1,1,0,0,0,-1,-1,-1,-1
+,18289499,7116387,17168303,13843563,3402436,-1,1,0,0,0,-1,-1,-1,-1
-,18291701,212280,16786547,9243204,-1,1292873,0,1,2,0,5236141,5023861,5023861,1.09861
+,18293467,12250090,17785181,15299806,564341,-1,1,0,2,0,14512350,2262260,2262260,0.989319
+,18293467,14171123,17785181,17220839,2485374,-1,1,0,2,0,14512350,341227,341227,0.149224
+,18296483,5123373,17167529,11897097,1503292,-1,1,0,0,0,-1,-1,-1,-1
+,18296483,8890512,17167529,15664236,5270431,-1,1,0,0,0,-1,-1,-1,-1
+,18296737,6780878,17197289,13377566,2776965,-1,1,0,0,0,-1,-1,-1,-1
+,18296737,7823635,17197289,14420323,3819722,-1,1,0,0,0,-1,-1,-1,-1
+,18314363,4588196,16446197,15797192,10559991,-1,1,0,0,0,-1,-1,-1,-1
+,18325771,6999106,17327371,12989506,1652535,-1,1,0,2,0,464495,6534611,6534611,2.85264
+,18325771,9684435,17327371,15674835,4337864,-1,1,0,2,0,17861275,8176840,8176840,3.56955
+,18330397,4381694,16563733,14981678,9017929,-1,1,0,2,0,8031994,3650300,3650300,0.796557
+,18332101,6584082,16720049,16256394,9208657,-1,1,0,2,0,5768343,815739,815739,0.177991
+,18332689,10516768,17710727,14248540,269585,-1,1,0,4,0,14629379,4112611,4112611,3.58931
+,18332689,13709369,17710727,17441141,3462186,-1,1,0,4,0,14629379,920010,920010,0.802946
+,18336859,558264,16125391,13827072,10970489,-1,1,0,0,0,-1,-1,-1,-1
+,18349601,6560736,17234929,13248768,2701871,-1,1,0,0,0,-1,-1,-1,-1
+,18349601,7845025,17234929,14533057,3986160,-1,1,0,0,0,-1,-1,-1,-1
+,18350443,9642309,17608813,14092089,933056,-1,1,0,2,0,16324061,6681752,6681752,2.91296
+,18350443,12225976,17608813,16675756,3516723,-1,1,0,2,0,16324061,4098085,4098085,1.78659
-,18351521,302826,16457263,11668374,-1,1591431,0,1,4,0,3040790,2737964,2737964,1.19356
+,18359611,5009199,17301749,11356371,401794,-1,1,0,2,0,614523,4394676,4394676,1.91493
+,18359611,10552782,17301749,16899954,5945377,-1,1,0,2,0,17745087,7192305,7192305,3.13397
+,18365749,4472664,16517621,15561432,10132579,-1,1,0,0,0,-1,-1,-1,-1
-,18366847,1391076,16878529,10320984,-1,97241,0,1,0,0,-1,-1,-1,-1
+,18368929,6191819,17362537,12230171,905986,-1,1,0,0,0,-1,-1,-1,-1
+,18368929,10418198,17362537,16456550,5132365,-1,1,0,0,0,-1,-1,-1,-1
-,18377257,716977,17129239,8205085,-1,531040,0,1,0,0,-1,-1,-1,-1
+,18395731,11990145,17780363,15682353,1594198,-1,1,0,0,0,-1,-1,-1,-1
+,18395731,12493956,17780363,16186164,2098009,-1,1,0,0,0,-1,-1,-1,-1
-,18422659,1022741,17285809,7843841,-1,114108,0,1,0,0,-1,-1,-1,-1
+,18427399,2750856,16385819,15000336,10863997,-1,1,0,0,0,-1,-1,-1,-1
+,18431059,712970,16853957,10175582,2784237,-1,1,0,0,0,-1,-1,-1,-1
+,18431059,4607107,16853957,14069719,6678374,-1,1,0,0,0,-1,-1,-1,-1
+,18446893,1754777,16229887,15056813,12128962,-1,1,0,0,0,-1,-1,-1,-1
+,18453301,4746366,16707863,15218994,8983759,-1,1,0,0,0,-1,-1,-1,-1
-,18454451,303469,16204411,13803709,-1,1946570,0,1,2,0,8350862,8047393,8047393,1.74427
+,18455923,410997,16448447,12455853,8052262,-1,1,0,0,0,-1,-1,-1,-1
+,18459247,1318059,16844917,11004039,3845102,-1,1,0,4,0,70141,1247918,1247918,1.08166
+,18459247,3313834,16844917,12999814,5840877,-1,1,0,4,0,5405493,2091659,2091659,1.813
-,18465617,127095,17329381,6944511,-1,1009140,0,1,0,0,-1,-1,-1,-1
+,18498163,7459122,17645863,12572922,40859,-1,1,0,0,0,-1,-1,-1,-1
+,18498163,12491203,17645863,17605003,5072940,-1,1,0,0,0,-1,-1,-1,-1
-,18514999,805384,16332809,13898524,-1,1376805,0,1,2,0,8759573,7954189,7954189,1.71843
+,18516623,550514,16908883,10196954,2934511,-1,1,0,0,0,-1,-1,-1,-1
+,18516623,4327931,16908883,13974371,6711928,-1,1,0,0,0,-1,-1,-1,-1
+,18525523,5033275,17396719,11806099,1182204,-1,1,0,2,0,5118153,84878,84878,0.0366534
+,18525523,9441690,17396719,16214514,5590619,-1,1,0,2,0,13407369,3965679,3965679,1.71253
+,18526153,2376092,16319441,15616364,12537195,-1,1,0,2,0,7209321,4833229,4833229,1.04355
-,18532307,226587,16003991,15396483,-1,2301728,0,1,2,0,3598575,3371988,3371988,0.727807
+,18534787,1123528,16207039,15090016,12849465,-1,1,0,0,0,-1,-1,-1,-1
+,18540493,673653,16939501,10279605,2946056,-1,1,0,4,0,4991107,4317454,4317454,3.72586
+,18540493,4387492,16939501,13993444,6659895,-1,1,0,4,0,4991107,603615,603615,0.520905
+,18541727,6348563,16944527,15931763,8570436,-1,1,0,0,0,-1,-1,-1,-1
+,18546917,918897,16578097,12731817,7966640,-1,1,0,2,0,97919,820978,820978,0.17706
+,18566731,4554110,17327917,11986994,2091961,-1,1,0,0,0,-1,-1,-1,-1
+,18566731,7803071,17327917,15235955,5340922,-1,1,0,0,0,-1,-1,-1,-1
-,18570943,434094,16923523,10318614,-1,1213325,0,1,0,0,-1,-1,-1,-1
+,18580729,12242687,17953283,16007363,1818756,-1,1,0,0,0,-1,-1,-1,-1
+,18580729,12369850,17953283,16134526,1945919,-1,1,0,0,0,-1,-1,-1,-1
+,18617947,2193165,17102563,11285469,3275210,-1,1,0,0,0,-1,-1,-1,-1
+,18617947,4735048,17102563,13827352,5817093,-1,1,0,0,0,-1,-1,-1,-1
+,18618623,2294454,16448917,15312690,11882009,-1,1,0,2,0,2043026,251428,251428,0.0540165
+,18626299,1729521,16959101,11732709,4776796,-1,1,0,2,0,978518,751003,751003,0.322556
+,18626299,2179116,16959101,12182304,5226391,-1,1,0,2,0,978518,1200598,1200598,0.515657
-,18631937,1220956,16739809,12573724,-1,671171,0,1,0,0,-1,-1,-1,-1
+,18641977,282571,16629341,12358387,7804862,-1,1,0,2,0,562422,279851,279851,0.0600475
-,18645643,334020,17039303,9972060,-1,1272319,0,1,2,0,4816165,4482145,4482145,0.961543
-,18670321,445887,17122409,9733359,-1,1102024,0,1,2,0,6207882,5761995,5761995,1.23447
+,18680201,2147123,16509827,15169367,11681784,-1,1,0,0,0,-1,-1,-1,-1
+,18681961,7046727,17701183,12931395,1114880,-1,1,0,2,0,6573208,473519,473519,0.202771
+,18681961,10701634,17701183,16586302,4769787,-1,1,0,2,0,12108752,1407118,1407118,0.602557
+,18689917,3601220,17286163,12023744,3160105,-1,1,0,0,0,-1,-1,-1,-1
+,18689917,5703533,17286163,14126057,5262418,-1,1,0,0,0,-1,-1,-1,-1
+,18700321,875372,17212777,9800636,1513123,-1,1,0,2,0,9218624,8343252,8343252,3.56924
+,18700321,6774389,17212777,15699653,7412140,-1,1,0,2,0,9218624,2444235,2444235,1.04564
+,18711239,6039089,17595961,12730757,1826464,-1,1,0,4,0,1635479,4403610,4403610,3.76553
+,18711239,9077828,17595961,15769496,4865203,-1,1,0,4,0,1635479,7442349,7442349,6.36396
+,18714797,1355229,16985197,11732829,5125232,-1,1,0,2,0,6796613,5441384,5441384,2.32602
+,18714797,1482364,16985197,11859964,5252367,-1,1,0,2,0,6796613,5314249,5314249,2.27168
+,18716617,918872,17140897,10373192,2686615,-1,1,0,0,0,-1,-1,-1,-1
+,18716617,4999961,17140897,14454281,6767704,-1,1,0,0,0,-1,-1,-1,-1
+,18717581,729160,16239589,15597112,14225475,-1,1,0,0,0,-1,-1,-1,-1
-,18719689,1756018,16840559,13030798,-1,123111,0,1,0,0,-1,-1,-1,-1
-,18728873,697714,17805089,6240418,-1,226069,0,1,0,0,-1,-1,-1,-1
+,18729929,1239433,16788997,12885025,7741620,-1,1,0,0,0,-1,-1,-1,-1
+,18735397,4023659,17435461,11823275,2187430,-1,1,0,2,0,2532427,1491232,1491232,0.636755
+,18735397,7448414,17435461,15248030,5612185,-1,1,0,2,0,2532427,4915987,4915987,2.09912
+,18770021,2971,16871597,11393515,5912462,-1,1,0,0,0,-1,-1,-1,-1
-,18773647,460300,16855121,11971456,-1,1458225,0,1,0,0,-1,-1,-1,-1
+,18776911,12642632,18182447,16209416,1593753,-1,1,0,0,0,-1,-1,-1,-1
+,18776911,13021909,18182447,16588693,1973030,-1,1,0,0,0,-1,-1,-1,-1
+,18784309,6477655,17102819,16566595,9552716,-1,1,0,2,0,4729438,1748217,1748217,0.372272
-,18785671,1654493,17085137,11857697,-1,46040,0,1,0,0,-1,-1,-1,-1
+,18798739,1874416,16941311,13018984,7222241,-1,1,0,0,0,-1,-1,-1,-1
+,18799829,7829391,17297227,16845003,8563388,-1,1,0,0,0,-1,-1,-1,-1
+,18800797,10681133,17996611,15506249,2334754,-1,1,0,2,0,11930940,1249807,1249807,0.53181
+,18800797,10836740,17996611,15661856,2490361,-1,1,0,2,0,11930940,1094200,1094200,0.465597
+,18805777,1100756,16877831,12668432,7358277,-1,1,0,0,0,-1,-1,-1,-1
-,18809789,1020890,16352213,15766346,-1,1436685,0,1,2,0,2343126,1322236,1322236,0.28118
+,18845513,4178257,16923523,15710197,10318614,-1,1,0,2,0,8532713,4354456,4354456,0.924242
-,18860921,1103532,17141297,11421276,-1,616091,0,1,6,0,45958,1057574,1057574,0.672867
+,18866951,505906,17409451,9250906,586455,-1,1,0,0,0,-1,-1,-1,-1
+,18866951,8077995,17409451,16822995,8158544,-1,1,0,0,0,-1,-1,-1,-1
-,18867463,352757,18413249,3078041,-1,101456,0,1,0,0,-1,-1,-1,-1
+,18870193,433386,16343347,15594462,14412191,-1,1,0,0,0,-1,-1,-1,-1
+,18881677,6164253,17784127,12749553,1550726,-1,1,0,0,0,-1,-1,-1,-1
+,18881677,9648100,17784127,16233400,5034573,-1,1,0,0,0,-1,-1,-1,-1
+,18885509,4334933,17760647,11084105,72630,-1,1,0,2,0,5574522,1239589,1239589,0.525096
+,18885509,10938844,17760647,17688016,6676541,-1,1,0,2,0,13310986,2372142,2372142,1.00485
+,18902231,15246,17374163,9183654,977899,-1,1,0,0,0,-1,-1,-1,-1
+,18902231,7227855,17374163,16396263,8190508,-1,1,0,0,0,-1,-1,-1,-1
+,18914789,1585466,17189317,11938298,5101813,-1,1,0,0,0,-1,-1,-1,-1
+,18914789,1734671,17189317,12087503,5251018,-1,1,0,0,0,-1,-1,-1,-1
+,18915443,8140990,18009463,13576870,1003287,-1,1,0,0,0,-1,-1,-1,-1
+,18915443,11570295,18009463,17006175,4432592,-1,1,0,0,0,-1,-1,-1,-1
+,18917069,2855362,17151149,13450882,6895253,-1,1,0,0,0,-1,-1,-1,-1
-,18929173,772918,17670649,8324062,-1,485605,0,1,0,0,-1,-1,-1,-1
+,18930467,1318839,16653509,14980587,11988826,-1,1,0,0,0,-1,-1,-1,-1
+,18934913,4955253,17158441,15614085,9114476,-1,1,0,0,0,-1,-1,-1,-1
+,18966601,12757410,18477847,15689934,144611,-1,1,0,2,0,15629020,2871610,2871610,1.21123
+,18966601,15400711,18477847,18333235,2787912,-1,1,0,2,0,15629020,228309,228309,0.0962994
+,18967127,99074,16944503,12234818,7426059,-1,1,0,0,0,-1,-1,-1,-1
+,18972977,1933922,16592887,16214462,13902115,-1,1,0,0,0,-1,-1,-1,-1
+,18978073,5200990,17646961,13187662,3527373,-1,1,0,0,0,-1,-1,-1,-1
+,18978073,6132915,17646961,14119587,4459298,-1,1,0,0,0,-1,-1,-1,-1
-,18983039,478281,17665951,8380809,-1,838806,0,1,0,0,-1,-1,-1,-1
-,18985679,691541,17919103,7090997,-1,375034,0,1,4,0,1154467,462926,462926,0.195063
-,19021843,1849248,16657981,16032420,-1,514613,0,1,2,0,7660773,5811525,5811525,1.22207
+,19034011,5411997,17904389,12189729,1063072,-1,1,0,2,0,1930551,3481446,3481446,1.46325
+,19034011,10063584,17904389,16841316,5714659,-1,1,0,2,0,17103459,7039875,7039875,2.95886
-,19038631,1282065,16608083,15865353,-1,1148482,0,1,4,0,2866200,1584135,1584135,0.665651
+,19040507,5077621,17063161,16941697,11742612,-1,1,0,0,0,-1,-1,-1,-1
+,19041563,4581403,17824321,11884855,1363986,-1,1,0,0,0,-1,-1,-1,-1
+,19041563,9156882,17824321,16460334,5939465,-1,1,0,0,0,-1,-1,-1,-1
+,19045549,2974024,17192717,14091016,8015291,-1,1,0,0,0,-1,-1,-1,-1
+,19049071,31069,16603877,14702233,12769520,-1,1,0,0,0,-1,-1,-1,-1
+,19053017,4200350,17210573,15255014,9099105,-1,1,0,0,0,-1,-1,-1,-1
-,19065061,484955,17390449,10532627,-1,1189656,0,1,0,0,-1,-1,-1,-1
+,19069847,13484704,18519497,16786804,1569407,-1,1,0,0,0,-1,-1,-1,-1
+,19069847,13647989,18519497,16950089,1732692,-1,1,0,0,0,-1,-1,-1,-1
+,19072457,12059369,18525341,15342065,99420,-1,1,0,0,0,-1,-1,-1,-1
+,19072457,15143224,18525341,18425920,3183275,-1,1,0,0,0,-1,-1,-1,-1
+,19090523,10666089,18263251,15629721,2330102,-1,1,0,2,0,15220449,4554360,4554360,1.90853
+,19090523,10969516,18263251,15933148,2633529,-1,1,0,2,0,15220449,4250933,4250933,1.78138
+,19094903,4274456,16985047,16933592,12607681,-1,1,0,0,0,-1,-1,-1,-1
-,19099049,1846033,16909447,14983645,-1,343568,0,1,0,0,-1,-1,-1,-1
+,19104637,2829851,17516441,12359027,4371762,-1,1,0,2,0,8031122,5201271,5201271,2.17801
+,19104637,3615502,17516441,13144678,5157413,-1,1,0,2,0,8031122,4415620,4415620,1.84903
+,19121131,905743,17132483,12837631,7637036,-1,1,0,0,0,-1,-1,-1,-1
+,19122811,967082,17603951,10080242,1589451,-1,1,0,0,0,-1,-1,-1,-1
+,19122811,6901339,17603951,16014499,7523708,-1,1,0,0,0,-1,-1,-1,-1
-,19125151,111717,17863147,7683741,-1,1150286,0,1,0,0,-1,-1,-1,-1
-,19127989,893077,18046547,7381729,-1,188364,0,1,4,0,6716754,5823677,5823677,2.43567
+,19132013,14312802,18717563,16799502,568639,-1,1,0,0,0,-1,-1,-1,-1
+,19132013,15662223,18717563,18148923,1918060,-1,1,0,0,0,-1,-1,-1,-1
-,19133351,1914608,16768627,16102952,-1,450115,0,1,0,0,-1,-1,-1,-1
+,19150489,2724848,17033867,15424580,11090445,-1,1,0,0,0,-1,-1,-1,-1
-,19169989,1682056,17305051,12871684,-1,182881,0,1,2,0,2935532,1253476,1253476,0.26155
-,19173499,2238443,16892053,15927119,-1,43002,0,1,0,0,-1,-1,-1,-1
+,19178927,3075333,17607067,12506493,4330586,-1,1,0,0,0,-1,-1,-1,-1
+,19178927,3845320,17607067,13276480,5100573,-1,1,0,0,0,-1,-1,-1,-1
+,19179887,5420485,17915981,13003921,2671376,-1,1,0,4,0,5529124,108639,108639,0.0906274
+,19179887,7661168,17915981,15244604,4912059,-1,1,0,4,0,5529124,2132044,2132044,1.77857
+,19181039,7092922,18184447,13072474,867579,-1,1,0,0,0,-1,-1,-1,-1
+,19181039,11337315,18184447,17316867,5111972,-1,1,0,0,0,-1,-1,-1,-1
+,19182503,5035983,17804221,13305675,3771146,-1,1,0,0,0,-1,-1,-1,-1
+,19182503,5763382,17804221,14033074,4498545,-1,1,0,0,0,-1,-1,-1,-1
+,19183469,2449995,17162077,14578347,9544622,-1,1,0,2,0,7491760,5041765,5041765,1.05127
-,19191439,441900,18681287,3502812,-1,68251,0,1,2,0,6517160,6075260,6075260,1.26624
+,19201361,10843410,18415181,15560490,1862389,-1,1,0,2,0,17875596,7032186,7032186,2.92987
+,19201361,11835711,18415181,16552791,2854690,-1,1,0,2,0,17875596,6039885,6039885,2.51644
-,19239131,970607,17362537,12230171,-1,905986,0,1,0,0,-1,-1,-1,-1
+,19243657,9889255,18439963,14711419,1093620,-1,1,0,0,0,-1,-1,-1,-1
+,19243657,12524178,18439963,17346342,3728543,-1,1,0,0,0,-1,-1,-1,-1
+,19250269,6152398,17469511,16836946,10051983,-1,1,0,0,0,-1,-1,-1,-1
+,19251251,5445923,17351011,16847363,10897792,-1,1,0,2,0,7566845,2120922,2120922,0.440682
-,19253761,200358,18646741,3842478,-1,406661,0,1,2,0,7184277,6983919,6983919,1.45092
+,19258147,5920556,17536627,16249676,9042169,-1,1,0,0,0,-1,-1,-1,-1
+,19260797,14336069,18775201,17249645,1388020,-1,1,0,0,0,-1,-1,-1,-1
+,19260797,14473604,18775201,17387180,1525555,-1,1,0,0,0,-1,-1,-1,-1
+,19262591,7541527,18276341,13459027,1100186,-1,1,0,0,0,-1,-1,-1,-1
+,19262591,11258654,18276341,17176154,4817313,-1,1,0,0,0,-1,-1,-1,-1
+,19268159,2617868,17334001,14222816,8493763,-1,1,0,0,0,-1,-1,-1,-1
+,19285459,6418497,17515237,17039829,10145924,-1,1,0,0,0,-1,-1,-1,-1
+,19289789,3546359,17250059,15784739,10773060,-1,1,0,2,0,7341119,3794760,3794760,0.786895
+,19294699,3047133,17127853,16048209,11921432,-1,1,0,0,0,-1,-1,-1,-1
+,19297147,2852411,17997359,10651139,452508,-1,1,0,0,0,-1,-1,-1,-1
+,19297147,9746122,17997359,17544850,7346219,-1,1,0,0,0,-1,-1,-1,-1
+,19301629,2281817,17259943,14531933,9522106,-1,1,0,0,0,-1,-1,-1,-1
+,19309471,77482,17394539,11567074,5662127,-1,1,0,2,0,9643689,9566207,9566207,3.96332
+,19309471,242819,17394539,11732411,5827464,-1,1,0,2,0,9643689,9400870,9400870,3.89482
+,19322959,5457704,17501647,16385576,9811801,-1,1,0,2,0,2641273,2816431,2816431,0.583023
+,19323299,2244331,17904319,10758211,1367772,-1,1,0,2,0,5101465,2857134,2857134,1.18288
+,19323299,8022666,17904319,16536546,7146107,-1,1,0,2,0,5101465,2921201,2921201,1.2094
-,19342553,1017587,18246643,7593047,-1,78322,0,1,0,0,-1,-1,-1,-1
+,19346101,4209712,17967401,12481912,2786711,-1,1,0,0,0,-1,-1,-1,-1
+,19346101,6908489,17967401,15180689,5485488,-1,1,0,0,0,-1,-1,-1,-1
+,19353211,5224285,18172157,12310609,1224776,-1,1,0,0,0,-1,-1,-1,-1
+,19353211,9861056,18172157,16947380,5861547,-1,1,0,0,0,-1,-1,-1,-1
+,19354771,1181387,17602423,11695475,4607140,-1,1,0,0,0,-1,-1,-1,-1
+,19354771,2481194,17602423,12995282,5906947,-1,1,0,0,0,-1,-1,-1,-1
+,19354931,10555122,18646741,14804262,406661,-1,1,0,0,0,-1,-1,-1,-1
+,19354931,13990939,18646741,18240079,3842478,-1,1,0,0,0,-1,-1,-1,-1
-,19356301,29,16701127,15931073,-1,2655144,0,1,4,0,1489461,1489432,1489432,0.615585
+,19377541,5253723,18094619,12951255,2554168,-1,1,0,0,0,-1,-1,-1,-1
+,19377541,7842918,18094619,15540450,5143363,-1,1,0,0,0,-1,-1,-1,-1
+,19379551,1460346,16910989,16271718,14172101,-1,1,0,6,0,1245856,214490,214490,0.132814
-,19392557,1892775,17329799,14269323,-1,169982,0,1,0,0,-1,-1,-1,-1
+,19393859,624997,17103613,14366473,11004336,-1,1,0,0,0,-1,-1,-1,-1
+,19393981,2804204,17293853,15404972,10711887,-1,1,0,0,0,-1,-1,-1,-1
-,19396831,216308,18379201,6322088,-1,801321,0,1,0,0,-1,-1,-1,-1
-,19405703,462135,18205241,7664907,-1,738326,0,1,0,0,-1,-1,-1,-1
-,19407737,1544975,17509589,12933863,-1,353172,0,1,0,0,-1,-1,-1,-1
-,19415567,1070070,17993279,9603798,-1,352217,0,1,2,0,7780044,6709974,6709974,1.38239
+,19422049,121966,16713551,16372954,15910391,-1,1,0,0,0,-1,-1,-1,-1
-,19422853,907976,18025991,9289148,-1,488885,0,1,2,0,7789444,6881468,6881468,1.41719
+,19429327,1206850,18005161,9751846,291681,-1,1,0,0,0,-1,-1,-1,-1
+,19429327,9168483,18005161,17713479,8253314,-1,1,0,0,0,-1,-1,-1,-1
-,19432477,457029,16969201,15236685,-1,2006246,0,1,2,0,1591939,1134910,1134910,0.233611
+,19443491,5222854,18125831,13128814,2908943,-1,1,0,0,0,-1,-1,-1,-1
+,19443491,7310927,18125831,15216887,4997016,-1,1,0,0,0,-1,-1,-1,-1
+,19448617,2248859,17537623,13714823,7643164,-1,1,0,0,0,-1,-1,-1,-1
+,19448839,3094685,17614171,14102693,7496530,-1,1,0,0,0,-1,-1,-1,-1
+,19466599,3457121,17379953,15976997,11116920,-1,1,0,0,0,-1,-1,-1,-1
+,19471927,2423202,18154559,10327410,77059,-1,1,0,0,0,-1,-1,-1,-1
+,19471927,10173291,18154559,18077499,7827148,-1,1,0,0,0,-1,-1,-1,-1
-,19472527,1194684,16900337,16627824,-1,1377505,0,1,2,0,1812332,617648,617648,0.126876
+,19493959,3398654,17571703,14932190,8894023,-1,1,0,2,0,1858849,1539805,1539805,0.315955
+,19493963,3001946,17404099,15541130,10676215,-1,1,0,0,0,-1,-1,-1,-1
+,19562239,1860266,17827393,12269342,4851025,-1,1,0,0,0,-1,-1,-1,-1
+,19562239,2567291,17827393,12976367,5558050,-1,1,0,0,0,-1,-1,-1,-1
+,19568963,10934221,18870521,15124873,445004,-1,1,0,0,0,-1,-1,-1,-1
+,19568963,14234864,18870521,18425516,3745647,-1,1,0,0,0,-1,-1,-1,-1
+,19569709,474392,18036323,9674708,838701,-1,1,0,2,0,2451670,1977278,1977278,0.808301
+,19569709,7997305,18036323,17197621,8361614,-1,1,0,2,0,2451670,5545635,5545635,2.26703
