q,occurrences,plus_occurrences,minus_occurrences,unique_Aq,zq_size,selected_occurrences,selected_digits,min_linear_distance,min_cyclic_distance,min_normalized_distance,heuristic_AZ_over_q,max_K_premark,max_K_selected
5010041,1,0,1,1,2,0,0,321159,321159,0.064103068218403808,3.9919832991386697e-07,1,0
5016953,2,2,0,2,0,0,0,-1,-1,,0,1,0
5024861,2,2,0,2,4,0,0,179193,179193,0.035661284958927224,1.5920838407271365e-06,1,0
5027537,1,0,1,1,0,0,0,-1,-1,,0,1,0
5042393,1,0,1,1,0,0,0,-1,-1,,0,1,0
5042971,1,1,0,1,0,0,0,-1,-1,,0,1,0
5044423,1,1,0,1,0,0,0,-1,-1,,0,1,0
5050091,2,2,0,2,2,0,0,602125,602125,0.11923052475688062,7.9206493506750669e-07,1,0
5050897,1,1,0,1,0,0,0,-1,-1,,0,1,0
5063489,2,2,0,2,0,0,0,-1,-1,,0,1,0
5071019,2,2,0,2,0,0,0,-1,-1,,0,1,0
5073457,1,0,1,1,0,0,0,-1,-1,,0,1,0
5078119,1,1,0,1,0,0,0,-1,-1,,0,1,0
5085637,1,1,0,1,2,0,0,923391,923391,0.18156840529514789,3.9326440325961131e-07,1,0
5090117,1,1,0,1,0,0,0,-1,-1,,0,1,0
5110423,2,2,0,2,2,0,0,878010,878010,0.17180769576217075,7.8271407278810386e-07,1,0
5114827,1,1,0,1,0,0,0,-1,-1,,0,1,0
5124781,2,2,0,2,0,0,0,-1,-1,,0,1,0
5136323,1,1,0,1,2,0,0,158871,158871,0.030930881877950431,3.8938361158361733e-07,1,0
5143447,1,1,0,1,0,0,0,-1,-1,,0,1,0
5145197,2,2,0,2,2,0,0,23695,23695,0.0046052658430765624,7.7742407142039455e-07,1,0
5152841,1,1,0,1,2,0,0,851178,851178,0.16518615652996085,3.8813539948156753e-07,1,0
5152843,1,0,1,1,0,0,0,-1,-1,,0,1,0
5167583,1,0,1,1,0,0,0,-1,-1,,0,1,0
5171801,2,2,0,2,4,0,0,292164,292164,0.056491732763886311,1.5468499271337007e-06,1,0
5177803,1,0,1,1,0,0,0,-1,-1,,0,1,0
5181641,2,2,0,2,0,0,0,-1,-1,,0,1,0
5187151,1,0,1,1,0,0,0,-1,-1,,0,1,0
5189357,1,1,0,1,4,0,0,379970,379970,0.073221017555739565,7.7080840651356232e-07,1,0
5191057,2,2,0,2,2,0,0,58490,58490,0.011267454778477678,7.7055597732793151e-07,1,0
5201593,2,2,0,2,0,0,0,-1,-1,,0,1,0
5206819,2,2,0,2,2,0,0,1568638,1568638,0.30126608971811775,7.682233624790875e-07,1,0
5210189,2,2,0,2,0,0,0,-1,-1,,0,1,0
5218883,1,1,0,1,0,0,0,-1,-1,,0,1,0
5221849,2,2,0,2,0,0,0,-1,-1,,0,1,0
5226647,1,1,0,1,2,0,0,358438,358438,0.068578957025412279,3.8265450105966598e-07,1,0
5226733,2,2,0,2,0,0,0,-1,-1,,0,1,0
5233639,1,0,1,1,0,0,0,-1,-1,,0,1,0
5242907,1,1,0,1,2,0,0,68558,68558,0.013076333415793949,3.8146776206406102e-07,1,0
5245067,1,0,1,1,2,0,0,644257,644257,0.1228310334262651,3.8131066771882991e-07,1,0
5254229,1,1,0,1,2,0,0,61625,61625,0.011728647533253689,3.8064576172831449e-07,1,0
5258303,1,0,1,1,2,0,0,1547908,1547908,0.29437405946367107,3.8035084703182757e-07,1,0
5258867,2,2,0,2,2,0,0,629865,629865,0.11977199651559928,7.6062011075769741e-07,1,0
5260597,1,0,1,1,0,0,0,-1,-1,,0,1,0
5261359,2,2,0,2,0,0,0,-1,-1,,0,1,0
5269811,1,1,0,1,0,0,0,-1,-1,,0,1,0
5283497,1,1,0,1,0,0,0,-1,-1,,0,1,0
5286373,2,2,0,2,0,0,0,-1,-1,,0,1,0
5293637,1,0,1,1,0,0,0,-1,-1,,0,1,0
5307439,1,1,0,1,0,0,0,-1,-1,,0,1,0
5311217,2,2,0,2,2,0,0,682414,682414,0.12848542998713855,7.5312306011974276e-07,1,0
5321851,1,1,0,1,0,0,0,-1,-1,,0,1,0
5329967,2,2,0,2,2,0,0,430824,430824,0.080830519213345969,7.5047368961196194e-07,1,0
5330513,1,0,1,1,0,0,0,-1,-1,,0,1,0
5330879,1,1,0,1,0,0,0,-1,-1,,0,1,0
5333483,1,1,0,1,0,0,0,-1,-1,,0,1,0
5333707,1,1,0,1,2,0,0,604210,604210,0.11328143821923477,3.7497372840315375e-07,1,0
5340103,2,2,0,2,2,0,0,59767,59767,0.01119210621967404,7.4904922245881772e-07,1,0
5350843,2,2,0,2,2,0,0,81988,81988,0.015322445453921934,7.4754576054651573e-07,1,0
5360881,1,0,1,1,2,0,0,758297,758297,0.1414500713595396,3.7307300796268375e-07,1,0
5365751,2,2,0,2,0,0,0,-1,-1,,0,1,0
5367577,2,2,0,2,0,0,0,-1,-1,,0,1,0
5374517,1,1,0,1,0,0,0,-1,-1,,0,1,0
5376883,2,2,0,2,0,0,0,-1,-1,,0,1,0
5379203,1,1,0,1,2,0,0,445027,445027,0.082731029113420701,3.7180229115725879e-07,1,0
5390023,1,1,0,1,2,0,0,855471,855471,0.15871379398566574,3.7105593055910892e-07,1,0
5397113,2,2,0,2,2,0,0,849832,849832,0.15746047933404397,7.4113697452693693e-07,1,0
5405251,2,2,0,2,0,0,0,-1,-1,,0,1,0
5411011,1,1,0,1,0,0,0,-1,-1,,0,1,0
5414657,2,2,0,2,0,0,0,-1,-1,,0,1,0
5429899,2,2,0,2,2,0,0,453201,453201,0.08346398340005956,7.3666195264405476e-07,1,0
5450351,1,0,1,1,0,0,0,-1,-1,,0,1,0
5459761,1,0,1,1,0,0,0,-1,-1,,0,1,0
5460607,1,1,0,1,0,0,0,-1,-1,,0,1,0
5465459,2,2,0,2,2,0,0,815078,815078,0.14913257971562865,7.3186899764502852e-07,1,0
5467351,2,2,0,2,0,0,0,-1,-1,,0,1,0
5468083,2,2,0,2,0,0,0,-1,-1,,0,1,0
5474333,1,1,0,1,0,0,0,-1,-1,,0,1,0
5477971,2,2,0,2,0,0,0,-1,-1,,0,1,0
5484397,2,2,0,2,4,0,0,269554,269554,0.049149250136341333,1.4586836073318544e-06,1,0
5484851,1,0,1,1,0,0,0,-1,-1,,0,1,0
5486911,2,2,0,2,0,0,0,-1,-1,,0,1,0
5498573,1,0,1,1,0,0,0,-1,-1,,0,1,0
5505083,1,0,1,1,0,0,0,-1,-1,,0,1,0
5507461,1,1,0,1,2,0,0,616916,616916,0.11201459256815437,3.6314374264293472e-07,1,0
5509429,2,2,0,2,2,0,0,130233,130233,0.023638202797422382,7.2602805118279947e-07,1,0
5516627,1,0,1,1,0,0,0,-1,-1,,0,1,0
5528779,2,2,0,2,2,0,0,266151,266151,0.048139200355087446,7.2348704840616708e-07,1,0
5539439,1,0,1,1,0,0,0,-1,-1,,0,1,0
5547709,1,1,0,1,2,0,0,1424091,1424091,0.25669893644385455,3.6050917594992814e-07,1,0
5552171,2,2,0,2,0,0,0,-1,-1,,0,1,0
5561849,2,2,0,2,2,0,0,307090,307090,0.055213652869756082,7.1918529251693102e-07,1,0
5565047,2,2,0,2,2,0,0,756450,756450,0.13592877113167237,7.1877200677730127e-07,1,0
5582699,1,0,1,1,0,0,0,-1,-1,,0,1,0
5596907,1,1,0,1,2,0,0,1852815,1852815,0.3310426633853305,3.5734022380575556e-07,1,0
5598091,1,1,0,1,2,0,0,1204149,1204149,0.21509993317364795,3.5726464610882529e-07,1,0
5610433,2,2,0,2,4,0,0,301962,301962,0.053821514310927514,1.4259148981905674e-06,1,0
5641291,1,1,0,1,0,0,0,-1,-1,,0,1,0
5643641,1,0,1,1,0,0,0,-1,-1,,0,1,0
5657051,1,1,0,1,0,0,0,-1,-1,,0,1,0
5662733,1,1,0,1,4,0,0,299255,299255,0.052846390603265243,7.0637270024915526e-07,1,0
5667313,2,2,0,2,0,0,0,-1,-1,,0,1,0
5667973,2,2,0,2,2,0,0,498400,498400,0.087932670109755293,7.0571966380220938e-07,1,0
5668309,1,1,0,1,0,0,0,-1,-1,,0,1,0
5670619,1,0,1,1,0,0,0,-1,-1,,0,1,0
5674693,2,2,0,2,0,0,0,-1,-1,,0,1,0
5682763,1,0,1,1,2,0,0,1921755,1921755,0.33817264594705077,3.5194147635577975e-07,1,0
5684867,2,2,0,2,0,0,0,-1,-1,,0,1,0
5695531,1,1,0,1,0,0,0,-1,-1,,0,1,0
5701909,1,1,0,1,0,0,0,-1,-1,,0,1,0
5710919,2,2,0,2,2,0,0,660586,660586,0.11567070028484032,7.0041266563227387e-07,1,0
5712757,1,1,0,1,0,0,0,-1,-1,,0,1,0
5717681,2,2,0,2,2,0,0,3023,3023,0.00052871085322878282,6.9958432448399974e-07,1,0
5736833,2,2,0,2,2,0,0,173363,173363,0.030219286494830858,6.9724881306462989e-07,1,0
5742809,1,0,1,1,0,0,0,-1,-1,,0,1,0
5753479,1,0,1,1,0,0,0,-1,-1,,0,1,0
5766311,1,1,0,1,0,0,0,-1,-1,,0,1,0
5767409,2,2,0,2,2,0,0,18204,18204,0.003156356693274224,6.9355233866715536e-07,1,0
5783891,1,0,1,1,2,0,0,1719918,1719918,0.29736348765908627,3.4578798251903433e-07,1,0
5785069,2,2,0,2,0,0,0,-1,-1,,0,1,0
5787149,1,1,0,1,0,0,0,-1,-1,,0,1,0
5797993,2,2,0,2,2,0,0,297948,297948,0.051388126891495037,6.8989389949246226e-07,1,0
5804069,1,1,0,1,0,0,0,-1,-1,,0,1,0
5805941,1,0,1,1,2,0,0,1515478,1515478,0.26102194286852037,3.4447473717008145e-07,1,0
5812199,2,2,0,2,2,0,0,256541,256541,0.044138371724712112,6.8820768180855473e-07,1,0
5822491,2,2,0,2,0,0,0,-1,-1,,0,1,0
5823497,1,1,0,1,4,0,0,208802,208802,0.035855088445997309,6.8687250976518061e-07,1,0
5825399,1,1,0,1,0,0,0,-1,-1,,0,1,0
5825591,1,1,0,1,0,0,0,-1,-1,,0,1,0
5827937,2,2,0,2,4,0,0,157080,157080,0.02695293377399241,1.3726984351409426e-06,1,0
5836189,2,2,0,2,0,0,0,-1,-1,,0,1,0
5857307,1,1,0,1,2,0,0,740803,740803,0.12647501659038873,3.4145384559832703e-07,1,0
5861621,1,1,0,1,2,0,0,1896,1896,0.00032346001217069476,3.4120254448385521e-07,1,0
5867591,2,2,0,2,0,0,0,-1,-1,,0,1,0
5887577,1,1,0,1,0,0,0,-1,-1,,0,1,0
5909837,1,1,0,1,2,0,0,1851008,1851008,0.31320796157322106,3.3841880918204681e-07,1,0
5927723,1,1,0,1,0,0,0,-1,-1,,0,1,0
5934527,1,1,0,1,0,0,0,-1,-1,,0,1,0
5935789,1,1,0,1,0,0,0,-1,-1,,0,1,0
5938181,2,2,0,2,2,0,0,1901733,1901733,0.32025514210496447,6.7360695135429515e-07,1,0
5940007,1,0,1,1,0,0,0,-1,-1,,0,1,0
5948143,1,1,0,1,0,0,0,-1,-1,,0,1,0
5952959,1,1,0,1,0,0,0,-1,-1,,0,1,0
5964527,1,0,1,1,2,0,0,1562019,1562019,0.26188480662423019,3.3531577608752544e-07,1,0
5971639,1,1,0,1,0,0,0,-1,-1,,0,1,0
5976023,2,2,0,2,2,0,0,45273,45273,0.0075757740557558092,6.6934146672460932e-07,1,0
5978279,1,1,0,1,0,0,0,-1,-1,,0,1,0
5980967,1,0,1,1,0,0,0,-1,-1,,0,1,0
5981137,1,1,0,1,2,0,0,130599,130599,0.021835146060021699,3.3438458273067477e-07,1,0
5987677,2,2,0,2,2,0,0,999049,999049,0.16685085050512913,6.6803870683071243e-07,1,0
5995079,1,0,1,1,0,0,0,-1,-1,,0,1,0
5998757,2,2,0,2,0,0,0,-1,-1,,0,1,0
6002861,1,1,0,1,0,0,0,-1,-1,,0,1,0
6007517,2,2,0,2,0,0,0,-1,-1,,0,1,0
6022747,2,2,0,2,0,0,0,-1,-1,,0,1,0
6028049,1,0,1,1,0,0,0,-1,-1,,0,1,0
6028283,1,1,0,1,2,0,0,954871,954871,0.15839850252551183,3.3176942754678237e-07,1,0
6042217,1,0,1,1,0,0,0,-1,-1,,0,1,0
6044677,1,0,1,1,0,0,0,-1,-1,,0,1,0
6047329,1,1,0,1,0,0,0,-1,-1,,0,1,0
6050731,1,1,0,1,0,0,0,-1,-1,,0,1,0
6053251,1,0,1,1,2,0,0,681955,681955,0.11265929663250376,3.3040096966076576e-07,1,0
6071311,1,0,1,1,0,0,0,-1,-1,,0,1,0
6079159,2,2,0,2,2,0,0,601372,601372,0.098923551761024839,6.5798575098956939e-07,1,0
6083527,2,2,0,2,0,0,0,-1,-1,,0,1,0
6083927,1,0,1,1,2,0,0,1005415,1005415,0.16525757130221977,3.2873504235011369e-07,1,0
6090499,1,1,0,1,0,0,0,-1,-1,,0,1,0
6096593,2,2,0,2,2,0,0,1232779,1232779,0.202207856092739,6.5610415522243328e-07,1,0
6099887,1,0,1,1,0,0,0,-1,-1,,0,1,0
6100781,1,1,0,1,2,0,0,2251283,2251283,0.36901554079715365,3.2782687986997076e-07,1,0
6113161,1,1,0,1,2,0,0,205122,205122,0.033554162895431679,3.2716298491075237e-07,1,0
6137801,2,2,0,2,0,0,0,-1,-1,,0,1,0
6141491,1,0,1,1,0,0,0,-1,-1,,0,1,0
6159547,1,1,0,1,2,0,0,81815,81815,0.013282632635159696,3.2469920271734268e-07,1,0
6159869,2,2,0,2,0,0,0,-1,-1,,0,1,0
6160639,1,1,0,1,0,0,0,-1,-1,,0,1,0
6168377,1,1,0,1,2,0,0,969696,969696,0.15720439914745807,3.2423439747602976e-07,1,0
6172291,2,2,0,2,0,0,0,-1,-1,,0,1,0
6175067,1,1,0,1,0,0,0,-1,-1,,0,1,0
6182879,2,2,0,2,0,0,0,-1,-1,,0,1,0
6193123,1,1,0,1,0,0,0,-1,-1,,0,1,0
6212203,2,2,0,2,2,0,0,750878,750878,0.12087145252658356,6.4389396161072007e-07,1,0
6218749,1,0,1,1,0,0,0,-1,-1,,0,1,0
6223601,1,1,0,1,2,0,0,906084,906084,0.14558838203156019,3.2135736208024904e-07,1,0
6226477,1,0,1,1,0,0,0,-1,-1,,0,1,0
6235399,1,0,1,1,2,0,0,246149,246149,0.039476062397931555,3.2074932173546551e-07,1,0
6245153,1,1,0,1,0,0,0,-1,-1,,0,1,0
6245557,2,2,0,2,0,0,0,-1,-1,,0,1,0
6278527,1,1,0,1,0,0,0,-1,-1,,0,1,0
6279997,1,0,1,1,2,0,0,1297774,1297774,0.20665200954713833,3.1847148971567981e-07,1,0
6280289,1,1,0,1,0,0,0,-1,-1,,0,1,0
6293137,1,1,0,1,2,0,0,228764,228764,0.036351345918577652,3.1780652479041854e-07,1,0
6298231,2,2,0,2,0,0,0,-1,-1,,0,1,0
6299771,1,1,0,1,0,0,0,-1,-1,,0,1,0
6300601,1,0,1,1,2,0,0,2277673,2277673,0.36150091078612978,3.1743003564263153e-07,1,0
6301913,1,1,0,1,0,0,0,-1,-1,,0,1,0
6315943,2,2,0,2,0,0,0,-1,-1,,0,1,0
6318409,1,0,1,1,2,0,0,2991510,2991510,0.47345937877715732,3.1653538097961051e-07,1,0
6322513,1,1,0,1,0,0,0,-1,-1,,0,1,0
6323027,2,2,0,2,0,0,0,-1,-1,,0,1,0
6323441,1,1,0,1,0,0,0,-1,-1,,0,1,0
6324137,1,0,1,1,0,0,0,-1,-1,,0,1,0
6340219,1,1,0,1,0,0,0,-1,-1,,0,1,0
6344771,1,1,0,1,0,0,0,-1,-1,,0,1,0
6353351,1,1,0,1,0,0,0,-1,-1,,0,1,0
6363923,2,2,0,2,2,0,0,195830,195830,0.030771899660005313,6.2854311719359268e-07,1,0
6364637,2,2,0,2,0,0,0,-1,-1,,0,1,0
6369799,2,2,0,2,0,0,0,-1,-1,,0,1,0
6387683,1,0,1,1,0,0,0,-1,-1,,0,1,0
6392717,1,0,1,1,0,0,0,-1,-1,,0,1,0
6400921,1,1,0,1,4,0,0,970308,970308,0.1515888104227501,6.2491007153501814e-07,1,0
6402653,1,1,0,1,0,0,0,-1,-1,,0,1,0
6406789,1,1,0,1,0,0,0,-1,-1,,0,1,0
6424469,2,2,0,2,0,0,0,-1,-1,,0,1,0
6429419,1,0,1,1,2,0,0,2720885,2720885,0.42319298213415552,3.1107009824682448e-07,1,0
6430793,2,2,0,2,0,0,0,-1,-1,,0,1,0
6435991,1,0,1,1,0,0,0,-1,-1,,0,1,0
6438199,2,2,0,2,0,0,0,-1,-1,,0,1,0
6442883,1,1,0,1,0,0,0,-1,-1,,0,1,0
6443293,1,0,1,1,2,0,0,1539629,1539629,0.2389506421638749,3.1040028755482639e-07,1,0
6459907,1,0,1,1,2,0,0,2204732,2204732,0.3412946966573977,3.0960198033810702e-07,1,0
6461563,2,2,0,2,0,0,0,-1,-1,,0,1,0
6462647,2,2,0,2,0,0,0,-1,-1,,0,1,0
6467789,1,1,0,1,0,0,0,-1,-1,,0,1,0
6489361,1,0,1,1,0,0,0,-1,-1,,0,1,0
6493309,2,2,0,2,0,0,0,-1,-1,,0,1,0
6495367,2,2,0,2,2,0,0,93187,93187,0.014346687415814996,6.1582355546653484e-07,1,0
6497347,2,2,0,2,4,0,0,766985,766985,0.11804587318485529,1.2312717790815235e-06,1,0
6508367,2,2,0,2,2,0,0,195569,195569,0.030048858646108925,6.1459349173148962e-07,1,0
6513373,1,1,0,1,6,0,0,1112043,1112043,0.1707322765025126,9.2118169802343577e-07,1,0
6519683,2,2,0,2,0,0,0,-1,-1,,0,1,0
6524183,1,1,0,1,0,0,0,-1,-1,,0,1,0
6540977,1,0,1,1,0,0,0,-1,-1,,0,1,0
6544039,2,2,0,2,0,0,0,-1,-1,,0,1,0
6544277,2,2,0,2,2,0,0,792116,792116,0.12103949756405483,6.1122107147970659e-07,1,0
6544883,1,1,0,1,2,0,0,580070,580070,0.088629544638154728,3.0558223882688201e-07,1,0
6555397,1,0,1,1,2,0,0,279928,279928,0.042701914163245945,3.0509212485529101e-07,1,0
6556723,1,1,0,1,0,0,0,-1,-1,,0,1,0
6557099,2,2,0,2,6,0,0,123377,123377,0.018815790336549745,1.8300775998654284e-06,1,0
6579961,1,1,0,1,2,0,0,1845344,1845344,0.28044907864955432,3.0395316932729541e-07,1,0
6591743,2,2,0,2,0,0,0,-1,-1,,0,1,0
6604733,1,1,0,1,0,0,0,-1,-1,,0,1,0
6605377,1,0,1,1,0,0,0,-1,-1,,0,1,0
6607957,2,2,0,2,0,0,0,-1,-1,,0,1,0
6608647,2,2,0,2,0,0,0,-1,-1,,0,1,0
6610067,2,2,0,2,0,0,0,-1,-1,,0,1,0
6615043,1,0,1,1,0,0,0,-1,-1,,0,1,0
6616529,2,2,0,2,0,0,0,-1,-1,,0,1,0
6618727,1,0,1,1,0,0,0,-1,-1,,0,1,0
6628007,2,2,0,2,0,0,0,-1,-1,,0,1,0
6628571,1,1,0,1,0,0,0,-1,-1,,0,1,0
6628729,2,2,0,2,0,0,0,-1,-1,,0,1,0
6629387,1,1,0,1,0,0,0,-1,-1,,0,1,0
6634949,1,1,0,1,0,0,0,-1,-1,,0,1,0
6638339,1,1,0,1,0,0,0,-1,-1,,0,1,0
6643699,1,1,0,1,0,0,0,-1,-1,,0,1,0
6644177,1,0,1,1,0,0,0,-1,-1,,0,1,0
6652187,1,1,0,1,0,0,0,-1,-1,,0,1,0
6652553,1,1,0,1,2,0,0,74763,74763,0.011238241920056857,3.0063646242277214e-07,1,0
6655729,1,0,1,1,2,0,0,246666,246666,0.037060703643432599,3.0049300384676121e-07,1,0
6662813,1,0,1,1,0,0,0,-1,-1,,0,1,0
6662857,1,1,0,1,0,0,0,-1,-1,,0,1,0
6678853,2,2,0,2,0,0,0,-1,-1,,0,1,0
6684449,4,4,0,4,6,0,0,250938,250938,0.037540566170824255,3.5904230849842674e-06,1,0
6690379,2,2,0,2,2,0,0,225658,225658,0.033728731959729037,5.978734538058307e-07,1,0
6697051,1,0,1,1,2,0,0,482926,482926,0.072110246733972913,2.9863890837922543e-07,1,0
6697651,2,2,0,2,0,0,0,-1,-1,,0,1,0
6702469,1,1,0,1,2,0,0,1130236,1130236,0.16862979895915967,2.9839750098060878e-07,1,0
6710269,1,1,0,1,0,0,0,-1,-1,,0,1,0
6719917,1,0,1,1,4,0,0,1040580,1040580,0.1548501268691265,5.9524544722799399e-07,1,0
6729487,1,1,0,1,2,0,0,449649,449649,0.066817723252901751,2.9719947449188922e-07,1,0
6731783,1,0,1,1,0,0,0,-1,-1,,0,1,0
6732469,2,2,0,2,0,0,0,-1,-1,,0,1,0
6738269,1,1,0,1,0,0,0,-1,-1,,0,1,0
6741961,2,2,0,2,2,0,0,413255,413255,0.061295964186087695,5.9329918995378347e-07,1,0
6764239,2,2,0,2,0,0,0,-1,-1,,0,1,0
6796969,1,1,0,1,0,0,0,-1,-1,,0,1,0
6801797,2,2,0,2,0,0,0,-1,-1,,0,1,0
6818621,1,1,0,1,0,0,0,-1,-1,,0,1,0
6825437,2,2,0,2,2,0,0,376570,376570,0.055171558978567965,5.8604306215118534e-07,1,0
6825799,1,1,0,1,0,0,0,-1,-1,,0,1,0
6831113,2,2,0,2,0,0,0,-1,-1,,0,1,0
6833243,1,1,0,1,0,0,0,-1,-1,,0,1,0
6842417,2,2,0,2,0,0,0,-1,-1,,0,1,0
6848929,1,1,0,1,2,0,0,1037372,1037372,0.15146484946770511,2.9201645979977307e-07,1,0
6866329,1,0,1,1,2,0,0,3134476,3134476,0.45649953563250467,2.9127645937152153e-07,1,0
6868231,1,1,0,1,0,0,0,-1,-1,,0,1,0
6877837,1,0,1,1,0,0,0,-1,-1,,0,1,0
6885883,1,0,1,1,0,0,0,-1,-1,,0,1,0
6886349,2,2,0,2,0,0,0,-1,-1,,0,1,0
6898907,1,1,0,1,2,0,0,958557,958557,0.13894331377419641,2.8990099446187635e-07,1,0
6912281,1,0,1,1,2,0,0,3003085,3003085,0.43445644064528049,2.8934008903862558e-07,1,0
6914111,1,0,1,1,0,0,0,-1,-1,,0,1,0
6917821,1,1,0,1,0,0,0,-1,-1,,0,1,0
6919463,1,0,1,1,2,0,0,222681,222681,0.032181832607530381,2.8903977086083123e-07,1,0
6924193,2,2,0,2,2,0,0,208650,208650,0.030133475482269197,5.7768464859370614e-07,1,0
6928609,2,2,0,2,0,0,0,-1,-1,,0,1,0
6932609,1,1,0,1,2,0,0,104955,104955,0.01513932200705391,2.8849167751996399e-07,1,0
6936973,2,2,0,2,2,0,0,2042689,2042689,0.29446402631234114,5.7662037894626374e-07,1,0
6949297,2,2,0,2,2,0,0,309283,309283,0.044505652873952577,5.7559779068300001e-07,1,0
6982907,1,0,1,1,0,0,0,-1,-1,,0,1,0
6989063,1,1,0,1,2,0,0,127679,127679,0.018268400213304701,2.861613924498892e-07,1,0
6991013,2,2,0,2,2,0,0,555503,555503,0.079459586185864628,5.7216314717194773e-07,1,0
6997873,1,1,0,1,0,0,0,-1,-1,,0,1,0
6998561,1,0,1,1,0,0,0,-1,-1,,0,1,0
7003991,1,1,0,1,0,0,0,-1,-1,,0,1,0
7009307,1,1,0,1,0,0,0,-1,-1,,0,1,0
7009757,1,1,0,1,2,0,0,1973246,1973246,0.2814999150469838,2.8531659514017389e-07,1,0
7014131,2,2,0,2,2,0,0,615967,615967,0.087818006250524827,5.7027734440659863e-07,1,0
7016413,1,1,0,1,0,0,0,-1,-1,,0,1,0
7020641,1,1,0,1,0,0,0,-1,-1,,0,1,0
7034519,1,0,1,1,0,0,0,-1,-1,,0,1,0
7039667,1,1,0,1,0,0,0,-1,-1,,0,1,0
7045757,2,2,0,2,0,0,0,-1,-1,,0,1,0
7051633,1,1,0,1,0,0,0,-1,-1,,0,1,0
7067209,2,2,0,2,0,0,0,-1,-1,,0,1,0
7071943,2,2,0,2,0,0,0,-1,-1,,0,1,0
7076093,2,2,0,2,0,0,0,-1,-1,,0,1,0
7080011,1,1,0,1,0,0,0,-1,-1,,0,1,0
7080893,2,2,0,2,0,0,0,-1,-1,,0,1,0
7096853,1,1,0,1,4,0,0,180273,180273,0.025401822469762303,5.636301047802456e-07,1,0
7109273,1,1,0,1,0,0,0,-1,-1,,0,1,0
7112717,2,2,0,2,2,0,0,1056757,1056757,0.14857290118529951,5.6237300035977809e-07,1,0
7120063,1,1,0,1,2,0,0,2133647,2133647,0.29966687092515892,2.8089639094485542e-07,1,0
7122449,2,2,0,2,0,0,0,-1,-1,,0,1,0
7128307,1,1,0,1,2,0,0,1044164,1044164,0.14648134543026836,2.8057152981766919e-07,1,0
7137517,1,1,0,1,4,0,0,576116,576116,0.080716585333527047,5.6041898043815521e-07,1,0
7137677,1,0,1,1,0,0,0,-1,-1,,0,1,0
7148893,2,2,0,2,2,0,0,1434316,1434316,0.20063469966608816,5.5952718833531287e-07,1,0
7150691,1,1,0,1,4,0,0,142242,142242,0.019892063578191253,5.5938649845168809e-07,1,0
7157963,1,1,0,1,0,0,0,-1,-1,,0,1,0
7164631,2,2,0,2,0,0,0,-1,-1,,0,1,0
7170671,1,0,1,1,0,0,0,-1,-1,,0,1,0
7177481,2,2,0,2,4,0,0,600626,600626,0.083682004870510973,1.1145971685609478e-06,1,0
7179079,1,0,1,1,0,0,0,-1,-1,,0,1,0
7202053,1,1,0,1,0,0,0,-1,-1,,0,1,0
7205111,2,2,0,2,0,0,0,-1,-1,,0,1,0
7206247,2,2,0,2,0,0,0,-1,-1,,0,1,0
7218397,1,0,1,1,2,0,0,2632209,2632209,0.36465284466897568,2.7706982589070674e-07,1,0
7221733,2,2,0,2,0,0,0,-1,-1,,0,1,0
7225997,2,2,0,2,0,0,0,-1,-1,,0,1,0
7227973,2,2,0,2,0,0,0,-1,-1,,0,1,0
7239487,1,0,1,1,0,0,0,-1,-1,,0,1,0
7240553,1,1,0,1,0,0,0,-1,-1,,0,1,0
7243937,1,1,0,1,2,0,0,617292,617292,0.085214987374959222,2.7609295884268456e-07,1,0
7245929,2,2,0,2,0,0,0,-1,-1,,0,1,0
7250987,1,1,0,1,0,0,0,-1,-1,,0,1,0
7254857,1,0,1,1,0,0,0,-1,-1,,0,1,0
7259801,2,2,0,2,0,0,0,-1,-1,,0,1,0
7260277,1,0,1,1,2,0,0,2038268,2038268,0.28074245652059832,2.7547158324675493e-07,1,0
7264597,2,2,0,2,0,0,0,-1,-1,,0,1,0
7270931,1,0,1,1,2,0,0,2734073,2734073,0.37602791169383948,2.7506793834242135e-07,1,0
7276039,1,0,1,1,0,0,0,-1,-1,,0,1,0
7293079,1,1,0,1,0,0,0,-1,-1,,0,1,0
7295201,2,2,0,2,0,0,0,-1,-1,,0,1,0
7302929,1,0,1,1,0,0,0,-1,-1,,0,1,0
7306661,2,2,0,2,2,0,0,303467,303467,0.041532924546519946,5.4744568004455112e-07,1,0
7314127,1,0,1,1,0,0,0,-1,-1,,0,1,0
7316299,2,2,0,2,2,0,0,1293871,1293871,0.17684774774787088,5.4672451194244525e-07,1,0
7316359,1,0,1,1,0,0,0,-1,-1,,0,1,0
7325209,2,2,0,2,0,0,0,-1,-1,,0,1,0
7331501,1,1,0,1,4,0,0,73346,73346,0.010004226965255819,5.4559086877298387e-07,1,0
7345931,1,1,0,1,4,0,0,750111,750111,0.10211244837448105,5.4451913583179588e-07,1,0
7347407,1,0,1,1,0,0,0,-1,-1,,0,1,0
7357993,1,1,0,1,0,0,0,-1,-1,,0,1,0
7366607,2,2,0,2,4,0,0,523014,523014,0.070997950616885089,1.0859816466386764e-06,1,0
7377817,1,0,1,1,0,0,0,-1,-1,,0,1,0
7380199,1,1,0,1,0,0,0,-1,-1,,0,1,0
7386961,2,2,0,2,0,0,0,-1,-1,,0,1,0
7387201,1,1,0,1,0,0,0,-1,-1,,0,1,0
