q,occurrences,plus_occurrences,minus_occurrences,unique_Aq,zq_size,selected_occurrences,selected_digits,min_linear_distance,min_cyclic_distance,min_normalized_distance,heuristic_AZ_over_q,max_K_premark,max_K_selected
2898017,2,2,0,2,2,0,0,775808,775808,0.26770305350175655,1.3802541530984809e-06,1,0
2912033,1,1,0,1,4,0,0,73863,73863,0.025364753764809671,1.3736108072951097e-06,1,0
2916827,1,0,1,1,2,0,0,664654,664654,0.22786884515262645,6.8567659309242544e-07,1,0
2922061,2,2,0,2,0,0,0,-1,-1,,0,1,0
2928749,2,2,0,2,2,0,0,69218,69218,0.0236339816078469,1.3657708461872288e-06,1,0
2929373,1,1,0,1,2,0,0,22112,22112,0.0075483729794737645,6.8273995834603513e-07,1,0
2939191,1,1,0,1,0,0,0,-1,-1,,0,1,0
2944751,1,1,0,1,0,0,0,-1,-1,,0,1,0
2959609,2,2,0,2,0,0,0,-1,-1,,0,1,0
2984141,1,0,1,1,0,0,0,-1,-1,,0,1,0
2985373,2,2,0,2,0,0,0,-1,-1,,0,1,0
2988539,1,0,1,1,0,0,0,-1,-1,,0,1,0
2997727,1,0,1,1,2,0,0,554000,554000,0.1848066885343462,6.6717216077381294e-07,1,0
3002189,1,1,0,1,2,0,0,411262,411262,0.13698737820969967,6.6618057690571774e-07,1,0
3008563,1,0,1,1,2,0,0,1415248,1415248,0.47040663599200017,6.6476919379783635e-07,1,0
3010349,2,2,0,2,0,0,0,-1,-1,,0,1,0
3010697,1,1,0,1,0,0,0,-1,-1,,0,1,0
3024863,2,2,0,2,0,0,0,-1,-1,,0,1,0
3031981,1,0,1,1,2,0,0,484639,484639,0.15984236048972603,6.5963474045516779e-07,1,0
3053881,2,2,0,2,2,0,0,263353,263353,0.086235514743370809,1.3098087319054017e-06,1,0
3059377,1,0,1,1,2,0,0,106963,106963,0.034962346909190992,6.5372786681732915e-07,1,0
3074089,2,2,0,2,0,0,0,-1,-1,,0,1,0
3086959,2,2,0,2,0,0,0,-1,-1,,0,1,0
3087533,1,1,0,1,0,0,0,-1,-1,,0,1,0
3092447,2,2,0,2,0,0,0,-1,-1,,0,1,0
3103283,2,2,0,2,0,0,0,-1,-1,,0,1,0
3104641,1,1,0,1,0,0,0,-1,-1,,0,1,0
3110963,2,2,0,2,0,0,0,-1,-1,,0,1,0
3112661,1,1,0,1,0,0,0,-1,-1,,0,1,0
3113039,1,1,0,1,0,0,0,-1,-1,,0,1,0
3120697,1,1,0,1,0,0,0,-1,-1,,0,1,0
3120899,2,2,0,2,0,0,0,-1,-1,,0,1,0
3123317,1,1,0,1,2,0,0,117187,117187,0.037520046796402667,6.4034486413002585e-07,1,0
3132917,1,1,0,1,0,0,0,-1,-1,,0,1,0
3133931,1,0,1,1,0,0,0,-1,-1,,0,1,0
3140233,1,0,1,1,0,0,0,-1,-1,,0,1,0
3141419,2,2,0,2,0,0,0,-1,-1,,0,1,0
3145547,1,0,1,1,0,0,0,-1,-1,,0,1,0
3151007,1,1,0,1,0,0,0,-1,-1,,0,1,0
3163799,1,1,0,1,2,0,0,22215,22215,0.0070216217907648369,6.321514103772079e-07,1,0
3166333,2,2,0,2,2,0,0,419346,419346,0.13243900752068719,1.2632910057154444e-06,1,0
3174167,1,1,0,1,2,0,0,120859,120859,0.038075816426797957,6.3008657074438738e-07,1,0
3180337,1,1,0,1,2,0,0,217484,217484,0.068383947990417374,6.2886417382811942e-07,1,0
3182203,1,0,1,1,6,0,0,842450,842450,0.26473798183208297,1.885486249620153e-06,1,0
3187643,1,0,1,1,2,0,0,272152,272152,0.085377189352760022,6.2742283248155458e-07,1,0
3207119,1,1,0,1,2,0,0,483179,483179,0.15065826993011486,6.2361265671775826e-07,1,0
3207443,1,1,0,1,4,0,0,41899,41899,0.01306305365364248,1.2470993249139578e-06,1,0
3210017,1,0,1,1,0,0,0,-1,-1,,0,1,0
3212509,1,1,0,1,2,0,0,433890,433890,0.13506265663380243,6.2256634923046135e-07,1,0
3214187,1,0,1,1,0,0,0,-1,-1,,0,1,0
3230797,2,2,0,2,4,0,0,221266,221266,0.068486506580264866,2.4761691929266991e-06,1,0
3232597,2,2,0,2,2,0,0,500626,500626,0.15486805190996589,1.237395196493717e-06,1,0
3242251,2,2,0,2,2,0,0,711927,711927,0.21957800306021957,1.233710776864592e-06,1,0
3249997,1,1,0,1,0,0,0,-1,-1,,0,1,0
3250189,1,0,1,1,2,0,0,442242,442242,0.13606654874531912,6.1534883048339647e-07,1,0
3250393,1,0,1,1,0,0,0,-1,-1,,0,1,0
3257377,2,2,0,2,0,0,0,-1,-1,,0,1,0
3260867,1,1,0,1,0,0,0,-1,-1,,0,1,0
3260891,2,2,0,2,2,0,0,27725,27725,0.0085022774450295938,1.2266586034307801e-06,1,0
3261397,2,2,0,2,0,0,0,-1,-1,,0,1,0
3261473,2,2,0,2,0,0,0,-1,-1,,0,1,0
3264491,2,2,0,2,0,0,0,-1,-1,,0,1,0
3273937,1,1,0,1,0,0,0,-1,-1,,0,1,0
3280493,1,1,0,1,4,0,0,22713,22713,0.0069236544629115195,1.2193289240367225e-06,1,0
3285703,1,1,0,1,0,0,0,-1,-1,,0,1,0
3286841,1,1,0,1,0,0,0,-1,-1,,0,1,0
3293681,1,1,0,1,4,0,0,1076703,1076703,0.32689959956656395,1.2144466935322516e-06,1,0
3294449,1,0,1,1,0,0,0,-1,-1,,0,1,0
3300359,1,1,0,1,0,0,0,-1,-1,,0,1,0
3308341,1,1,0,1,0,0,0,-1,-1,,0,1,0
3309997,2,2,0,2,2,0,0,556294,556294,0.16806480489257242,1.208460309782758e-06,1,0
3311299,1,1,0,1,2,0,0,195254,195254,0.058965982836343078,6.0399257209934829e-07,1,0
3314477,1,0,1,1,2,0,0,598761,598761,0.18065022023082375,6.0341344954271825e-07,1,0
3320791,1,0,1,1,4,0,0,1296316,1296316,0.39036362119747975,1.2045322936613595e-06,1,0
3326417,2,2,0,2,2,0,0,129126,129126,0.038818344182343943,1.2024950569937564e-06,1,0
3327169,1,1,0,1,2,0,0,419023,419023,0.12593980047301476,6.0111163574798877e-07,1,0
3333257,1,1,0,1,4,0,0,225538,225538,0.067662949481543125,1.2000274806293064e-06,1,0
3338747,1,0,1,1,2,0,0,831201,831201,0.24895597060813532,5.9902712005431982e-07,1,0
3339029,2,2,0,2,2,0,0,873002,873002,0.2614538538000119,1.197953057610461e-06,1,0
3341743,1,1,0,1,0,0,0,-1,-1,,0,1,0
3349543,1,0,1,1,0,0,0,-1,-1,,0,1,0
3351841,1,0,1,1,2,0,0,65151,65151,0.01943737784698021,5.9668701468834593e-07,1,0
3352183,1,0,1,1,0,0,0,-1,-1,,0,1,0
3374089,1,0,1,1,0,0,0,-1,-1,,0,1,0
3395177,1,1,0,1,0,0,0,-1,-1,,0,1,0
3397013,1,1,0,1,0,0,0,-1,-1,,0,1,0
3404377,1,0,1,1,2,0,0,336826,336826,0.098939101045507002,5.8747900129744742e-07,1,0
3407557,1,1,0,1,0,0,0,-1,-1,,0,1,0
3423011,2,2,0,2,0,0,0,-1,-1,,0,1,0
3423587,2,2,0,2,0,0,0,-1,-1,,0,1,0
3459373,1,1,0,1,0,0,0,-1,-1,,0,1,0
3463541,2,2,0,2,2,0,0,881374,881374,0.25447194071038859,1.1548874403392366e-06,1,0
3465851,1,1,0,1,2,0,0,182723,182723,0.0527209623264243,5.7705885221263118e-07,1,0
3466069,1,0,1,1,2,0,0,1020945,1020945,0.29455414765257126,5.7702255783136456e-07,1,0
3466913,2,2,0,2,2,0,0,110189,110189,0.031783030032769784,1.1537641700267645e-06,1,0
3472171,1,0,1,1,4,0,0,108087,108087,0.031129515222608563,1.1520169945547036e-06,1,0
3472247,1,1,0,1,0,0,0,-1,-1,,0,1,0
3472871,1,0,1,1,0,0,0,-1,-1,,0,1,0
3481001,1,0,1,1,0,0,0,-1,-1,,0,1,0
3494807,2,2,0,2,2,0,0,177014,177014,0.050650579559901307,1.144555335959897e-06,1,0
3503849,1,1,0,1,0,0,0,-1,-1,,0,1,0
3516209,1,0,1,1,2,0,0,718176,718176,0.20424724468881117,5.6879440329058935e-07,1,0
3526333,2,2,0,2,0,0,0,-1,-1,,0,1,0
3538453,1,1,0,1,0,0,0,-1,-1,,0,1,0
3560173,2,2,0,2,2,0,0,552132,552132,0.15508572195789361,1.1235409065795398e-06,1,0
3563719,2,2,0,2,0,0,0,-1,-1,,0,1,0
3578723,1,0,1,1,0,0,0,-1,-1,,0,1,0
3589819,1,0,1,1,0,0,0,-1,-1,,0,1,0
3593003,1,1,0,1,0,0,0,-1,-1,,0,1,0
3593981,1,1,0,1,0,0,0,-1,-1,,0,1,0
3608551,2,2,0,2,0,0,0,-1,-1,,0,1,0
3610357,1,1,0,1,0,0,0,-1,-1,,0,1,0
3620153,1,0,1,1,2,0,0,161284,161284,0.044551708173660061,5.5246283789663031e-07,1,0
3626837,1,1,0,1,0,0,0,-1,-1,,0,1,0
3636839,1,1,0,1,2,0,0,744526,744526,0.20471788825405798,5.4992811064773555e-07,1,0
3639523,1,0,1,1,0,0,0,-1,-1,,0,1,0
3668953,1,1,0,1,2,0,0,164678,164678,0.044884194482731177,5.451146416975088e-07,1,0
3679999,1,1,0,1,2,0,0,283778,283778,0.077113607911306503,5.4347840855391538e-07,1,0
3687433,1,0,1,1,0,0,0,-1,-1,,0,1,0
3693883,1,1,0,1,6,0,0,27727,27727,0.0075061933472175485,1.6243069961880223e-06,1,0
3708073,1,1,0,1,2,0,0,280549,280549,0.075658974351367952,5.3936370724093083e-07,1,0
3710501,2,2,0,2,2,0,0,969465,969465,0.26127603792587578,1.0780215394093683e-06,1,0
3717809,1,1,0,1,0,0,0,-1,-1,,0,1,0
3717893,1,1,0,1,4,0,0,602850,602850,0.16214829205681822,1.0758781922987026e-06,1,0
3719899,2,2,0,2,0,0,0,-1,-1,,0,1,0
3728407,2,2,0,2,0,0,0,-1,-1,,0,1,0
3729997,1,0,1,1,0,0,0,-1,-1,,0,1,0
3732083,1,0,1,1,2,0,0,1218580,1218580,0.32651471041774793,5.3589376227699116e-07,1,0
3736349,2,2,0,2,0,0,0,-1,-1,,0,1,0
3740519,2,2,0,2,2,0,0,328119,328119,0.087720180007105963,1.069370320001048e-06,1,0
3748229,2,2,0,2,0,0,0,-1,-1,,0,1,0
3749029,2,2,0,2,0,0,0,-1,-1,,0,1,0
3754241,2,2,0,2,4,0,0,995525,995525,0.2651734398510911,2.1309234010283302e-06,1,0
3757711,1,0,1,1,0,0,0,-1,-1,,0,1,0
3772229,1,1,0,1,2,0,0,1055479,1055479,0.27980247222530763,5.3019050540144829e-07,1,0
3774469,1,0,1,1,0,0,0,-1,-1,,0,1,0
3775763,2,2,0,2,2,0,0,325765,325765,0.086277925812610595,1.0593885262395971e-06,1,0
3776683,1,0,1,1,2,0,0,1648768,1648768,0.4365651022338915,5.2956522959432919e-07,1,0
3782893,1,0,1,1,0,0,0,-1,-1,,0,1,0
3784927,1,1,0,1,0,0,0,-1,-1,,0,1,0
3787799,1,0,1,1,0,0,0,-1,-1,,0,1,0
3792721,1,1,0,1,0,0,0,-1,-1,,0,1,0
3801839,2,2,0,2,0,0,0,-1,-1,,0,1,0
3812719,1,0,1,1,0,0,0,-1,-1,,0,1,0
3813391,2,2,0,2,2,0,0,890559,890559,0.23353466770126641,1.0489351865570565e-06,1,0
3816557,2,2,0,2,4,0,0,1549218,1549218,0.40592030984995114,2.096130098410688e-06,1,0
3824137,2,2,0,2,0,0,0,-1,-1,,0,1,0
3828743,1,0,1,1,2,0,0,185,185,4.8318730194217788e-05,5.2236465074830041e-07,1,0
3838441,1,1,0,1,0,0,0,-1,-1,,0,1,0
3843677,1,1,0,1,2,0,0,109027,109027,0.028365286677314458,5.203350853882884e-07,1,0
3845293,1,1,0,1,0,0,0,-1,-1,,0,1,0
3850813,2,2,0,2,0,0,0,-1,-1,,0,1,0
3866201,1,1,0,1,0,0,0,-1,-1,,0,1,0
3868031,1,0,1,1,0,0,0,-1,-1,,0,1,0
3872387,1,0,1,1,0,0,0,-1,-1,,0,1,0
3872543,1,1,0,1,0,0,0,-1,-1,,0,1,0
3878137,1,1,0,1,0,0,0,-1,-1,,0,1,0
3883597,2,2,0,2,0,0,0,-1,-1,,0,1,0
3886457,1,1,0,1,2,0,0,356084,356084,0.091621752151123767,5.1460752042284274e-07,1,0
3894229,2,2,0,2,0,0,0,-1,-1,,0,1,0
3896597,1,1,0,1,0,0,0,-1,-1,,0,1,0
3906953,2,2,0,2,2,0,0,85480,85480,0.021878942490477872,1.0238157459278368e-06,1,0
3908549,2,2,0,2,0,0,0,-1,-1,,0,1,0
3914923,2,2,0,2,0,0,0,-1,-1,,0,1,0
3919829,2,2,0,2,6,0,0,134567,134567,0.034329813877084947,3.0613580337305529e-06,1,0
3930767,1,0,1,1,2,0,0,966689,966689,0.24592884798310355,5.0880655098610522e-07,1,0
3936791,1,0,1,1,2,0,0,926481,926481,0.2353391378917499,5.0802798522959434e-07,1,0
3939589,2,2,0,2,0,0,0,-1,-1,,0,1,0
3951481,2,2,0,2,2,0,0,292041,292041,0.073906720037373336,1.0122786874085944e-06,1,0
3952759,1,1,0,1,0,0,0,-1,-1,,0,1,0
3957973,2,2,0,2,0,0,0,-1,-1,,0,1,0
3960893,1,1,0,1,0,0,0,-1,-1,,0,1,0
3973729,1,0,1,1,0,0,0,-1,-1,,0,1,0
3997111,1,0,1,1,0,0,0,-1,-1,,0,1,0
4000039,1,1,0,1,2,0,0,221630,221630,0.055406959782142128,4.9999512504753081e-07,1,0
4012033,1,0,1,1,4,0,0,17722,17722,0.0044172119222349367,9.9700077242634852e-07,1,0
4015741,1,1,0,1,4,0,0,699695,699695,0.17423807959726487,9.9608017548940532e-07,1,0
4036909,1,0,1,1,0,0,0,-1,-1,,0,1,0
4042943,2,2,0,2,0,0,0,-1,-1,,0,1,0
4048223,1,1,0,1,0,0,0,-1,-1,,0,1,0
4051057,2,2,0,2,0,0,0,-1,-1,,0,1,0
4055551,1,0,1,1,0,0,0,-1,-1,,0,1,0
4067513,2,2,0,2,2,0,0,87629,87629,0.021543631206587414,9.8340189693308903e-07,1,0
4083901,1,1,0,1,4,0,0,4427,4427,0.0010840125654368214,9.7945567240733797e-07,1,0
4083931,1,0,1,1,4,0,0,85750,85750,0.02099692673553985,9.7944847745958492e-07,1,0
4089157,1,0,1,1,0,0,0,-1,-1,,0,1,0
4089227,1,0,1,1,0,0,0,-1,-1,,0,1,0
4090103,1,0,1,1,2,0,0,83654,83654,0.02045278566334393,4.8898524071398687e-07,1,0
4090223,1,1,0,1,0,0,0,-1,-1,,0,1,0
4090703,1,0,1,1,2,0,0,883568,883568,0.21599417019519629,4.8891351926551498e-07,1,0
4100743,1,1,0,1,6,0,0,141256,141256,0.034446440559674184,1.4631494829107797e-06,1,0
4103839,2,2,0,2,4,0,0,25867,25867,0.0063031225152838594,1.9493942135644208e-06,1,0
4105093,1,1,0,1,2,0,0,305601,305601,0.074444354853836436,4.871996809816489e-07,1,0
4105711,1,0,1,1,2,0,0,1052473,1052473,0.25634366374057987,4.8712634669123079e-07,1,0
4123387,2,2,0,2,0,0,0,-1,-1,,0,1,0
4125427,1,0,1,1,0,0,0,-1,-1,,0,1,0
4130849,1,0,1,1,0,0,0,-1,-1,,0,1,0
4142167,1,1,0,1,2,0,0,149494,149494,0.036090770845308748,4.8283905501637184e-07,1,0
4148483,1,1,0,1,4,0,0,857016,857016,0.20658539519144709,9.6420788032637473e-07,1,0
4149679,2,2,0,2,0,0,0,-1,-1,,0,1,0
4150793,2,2,0,2,0,0,0,-1,-1,,0,1,0
4152311,2,2,0,2,0,0,0,-1,-1,,0,1,0
4163231,2,2,0,2,0,0,0,-1,-1,,0,1,0
4172489,2,2,0,2,2,0,0,990841,990841,0.23747000890835182,9.5866040629466008e-07,1,0
4180097,1,0,1,1,0,0,0,-1,-1,,0,1,0
4182809,2,2,0,2,0,0,0,-1,-1,,0,1,0
4190981,1,0,1,1,0,0,0,-1,-1,,0,1,0
4192021,1,1,0,1,0,0,0,-1,-1,,0,1,0
4196407,2,2,0,2,0,0,0,-1,-1,,0,1,0
4200991,1,0,1,1,0,0,0,-1,-1,,0,1,0
4205017,1,1,0,1,0,0,0,-1,-1,,0,1,0
4209991,1,1,0,1,0,0,0,-1,-1,,0,1,0
4242677,1,0,1,1,4,0,0,458249,458249,0.10800940066849303,9.4280097212208236e-07,1,0
4243091,2,2,0,2,4,0,0,93898,93898,0.022129622013763079,1.8854179653464892e-06,1,0
4247363,2,2,0,2,2,0,0,1109813,1109813,0.26129459620004225,9.4176080546918165e-07,1,0
4247917,2,2,0,2,0,0,0,-1,-1,,0,1,0
4259719,1,1,0,1,4,0,0,1342931,1342931,0.31526281428422859,9.3902907680060585e-07,1,0
4259903,1,1,0,1,2,0,0,655029,655029,0.15376617730497619,4.6949425843733999e-07,1,0
4261589,2,2,0,2,2,0,0,354333,354333,0.083145746809464738,9.3861702759229016e-07,1,0
4276031,2,2,0,2,4,0,0,380576,380576,0.089002161116231382,1.8708938265414821e-06,1,0
4280503,2,2,0,2,0,0,0,-1,-1,,0,1,0
4286311,1,1,0,1,0,0,0,-1,-1,,0,1,0
4286749,2,2,0,2,0,0,0,-1,-1,,0,1,0
4302041,1,1,0,1,0,0,0,-1,-1,,0,1,0
4307669,1,0,1,1,0,0,0,-1,-1,,0,1,0
4310563,1,1,0,1,2,0,0,802920,802920,0.18626801185831177,4.6397651536469831e-07,1,0
4311533,1,1,0,1,6,0,0,465652,465652,0.10800149274051712,1.3916163925916838e-06,1,0
4312223,1,1,0,1,0,0,0,-1,-1,,0,1,0
4318991,1,1,0,1,4,0,0,671710,671710,0.15552475103560068,9.261422401667426e-07,1,0
4328419,1,1,0,1,0,0,0,-1,-1,,0,1,0
4348411,1,0,1,1,0,0,0,-1,-1,,0,1,0
4351349,1,0,1,1,4,0,0,559084,559084,0.12848521228704018,9.1925515512545647e-07,1,0
4354547,2,2,0,2,2,0,0,1123201,1123201,0.25793750762134388,9.1858004977326001e-07,1,0
4361233,2,2,0,2,0,0,0,-1,-1,,0,1,0
4361579,1,1,0,1,0,0,0,-1,-1,,0,1,0
4362119,2,2,0,2,0,0,0,-1,-1,,0,1,0
4362739,2,2,0,2,0,0,0,-1,-1,,0,1,0
4364147,2,2,0,2,0,0,0,-1,-1,,0,1,0
4379021,2,2,0,2,2,0,0,122229,122229,0.027912403251777053,9.1344617895187077e-07,1,0
4387211,1,1,0,1,0,0,0,-1,-1,,0,1,0
4390781,1,1,0,1,2,0,0,828084,828084,0.18859606070081839,4.5549983021243829e-07,1,0
4393063,2,2,0,2,2,0,0,70381,70381,0.016020940286993381,9.1052643679364486e-07,1,0
4398353,1,0,1,1,0,0,0,-1,-1,,0,1,0
4407287,1,0,1,1,2,0,0,1111213,1111213,0.25213084602840702,4.537939099495903e-07,1,0
4413061,1,0,1,1,8,0,0,599909,599909,0.13593943070354114,1.8128006841509783e-06,1,0
4414957,2,2,0,2,0,0,0,-1,-1,,0,1,0
4417027,2,2,0,2,0,0,0,-1,-1,,0,1,0
4418069,1,0,1,1,2,0,0,1902615,1902615,0.43064402117757783,4.5268645645869271e-07,1,0
4425349,1,0,1,1,2,0,0,140566,140566,0.03176382246914311,4.519417564580782e-07,1,0
4428821,1,1,0,1,0,0,0,-1,-1,,0,1,0
4429031,1,1,0,1,0,0,0,-1,-1,,0,1,0
4440221,2,2,0,2,2,0,0,592651,592651,0.13347331135094401,9.0085606099336041e-07,1,0
4443841,1,1,0,1,2,0,0,846172,846172,0.19041455353600636,4.500611070468093e-07,1,0
4452347,1,1,0,1,0,0,0,-1,-1,,0,1,0
4454521,1,1,0,1,2,0,0,1728569,1728569,0.38804823234641839,4.4898205665659673e-07,1,0
4461253,1,0,1,1,0,0,0,-1,-1,,0,1,0
4461433,1,1,0,1,0,0,0,-1,-1,,0,1,0
4461493,2,2,0,2,0,0,0,-1,-1,,0,1,0
4461643,1,0,1,1,0,0,0,-1,-1,,0,1,0
4465537,1,1,0,1,0,0,0,-1,-1,,0,1,0
4466471,2,2,0,2,2,0,0,139694,139694,0.031276146201329867,8.955616190052505e-07,1,0
4468649,1,1,0,1,0,0,0,-1,-1,,0,1,0
4468903,2,2,0,2,2,0,0,443789,443789,0.099306026557300531,8.9507424976554646e-07,1,0
4469627,2,2,0,2,4,0,0,89716,89716,0.020072368454906862,1.7898585273446755e-06,1,0
4480211,1,1,0,1,0,0,0,-1,-1,,0,1,0
4485629,1,0,1,1,2,0,0,2186132,2186132,0.48736353363151524,4.4586834978996257e-07,1,0
4493459,2,2,0,2,0,0,0,-1,-1,,0,1,0
4495717,1,1,0,1,0,0,0,-1,-1,,0,1,0
4497247,1,0,1,1,0,0,0,-1,-1,,0,1,0
4499527,2,2,0,2,0,0,0,-1,-1,,0,1,0
4510651,1,1,0,1,2,0,0,1282436,1282436,0.28431284087374525,4.4339497779810499e-07,1,0
4512073,2,2,0,2,0,0,0,-1,-1,,0,1,0
4516469,1,0,1,1,0,0,0,-1,-1,,0,1,0
4522933,2,2,0,2,0,0,0,-1,-1,,0,1,0
4530257,2,2,0,2,0,0,0,-1,-1,,0,1,0
4543991,2,2,0,2,0,0,0,-1,-1,,0,1,0
4551517,1,0,1,1,0,0,0,-1,-1,,0,1,0
4554031,1,1,0,1,0,0,0,-1,-1,,0,1,0
4558217,1,1,0,1,0,0,0,-1,-1,,0,1,0
4560223,1,1,0,1,0,0,0,-1,-1,,0,1,0
4568327,1,0,1,1,2,0,0,1586588,1586588,0.34730175838988758,4.377970316047866e-07,1,0
4570403,2,2,0,2,2,0,0,1042431,1042431,0.22808295023436664,8.7519634482998543e-07,1,0
4573783,1,1,0,1,0,0,0,-1,-1,,0,1,0
4575833,2,2,0,2,2,0,0,170268,170268,0.03721027406376063,8.7415777629996546e-07,1,0
4578313,1,1,0,1,0,0,0,-1,-1,,0,1,0
4588373,1,0,1,1,0,0,0,-1,-1,,0,1,0
4593847,2,2,0,2,0,0,0,-1,-1,,0,1,0
4595039,2,2,0,2,2,0,0,233448,233448,0.05080435661155433,8.7050403707128492e-07,1,0
4598963,1,0,1,1,0,0,0,-1,-1,,0,1,0
4603987,1,1,0,1,2,0,0,279893,279893,0.060793612145299283,4.3440609193727091e-07,1,0
4612873,1,1,0,1,0,0,0,-1,-1,,0,1,0
4619773,1,1,0,1,6,0,0,1079031,1079031,0.23356796968162721,1.2987651124849641e-06,1,0
4620793,2,2,0,2,0,0,0,-1,-1,,0,1,0
4626007,1,1,0,1,0,0,0,-1,-1,,0,1,0
4634111,1,1,0,1,4,0,0,694786,694786,0.14992864866637851,8.6316447750172583e-07,1,0
4636847,1,0,1,1,0,0,0,-1,-1,,0,1,0
4653827,2,2,0,2,0,0,0,-1,-1,,0,1,0
4657901,1,0,1,1,2,0,0,1416232,1416232,0.30404939907481932,4.2937795371777973e-07,1,0
4660067,1,1,0,1,2,0,0,241125,241125,0.051742818289951628,4.2917837876579886e-07,1,0
4662689,2,2,0,2,0,0,0,-1,-1,,0,1,0
4666289,2,2,0,2,0,0,0,-1,-1,,0,1,0
4671671,2,2,0,2,0,0,0,-1,-1,,0,1,0
4675037,1,0,1,1,4,0,0,414757,414757,0.088717372718119664,8.5560820160353809e-07,1,0
4676333,2,2,0,2,0,0,0,-1,-1,,0,1,0
4681037,1,0,1,1,4,0,0,103987,103987,0.022214522124050718,8.5451151101775103e-07,1,0
4684259,1,1,0,1,2,0,0,1678934,1678934,0.35842040331245562,4.2696187379903633e-07,1,0
4685623,1,0,1,1,0,0,0,-1,-1,,0,1,0
4699151,1,1,0,1,6,0,0,1054859,1054859,0.22447863454483585,1.276826388426335e-06,1,0
4700039,2,2,0,2,2,0,0,377629,377629,0.080345929044418563,8.5105676782682017e-07,1,0
4706213,2,2,0,2,0,0,0,-1,-1,,0,1,0
4710833,1,1,0,1,2,0,0,1222176,1222176,0.25943946643831356,4.2455336455357256e-07,1,0
4715453,1,0,1,1,0,0,0,-1,-1,,0,1,0
4717597,2,2,0,2,0,0,0,-1,-1,,0,1,0
4724309,1,1,0,1,0,0,0,-1,-1,,0,1,0
4730953,1,1,0,1,2,0,0,433416,433416,0.091612831495049729,4.2274780578035756e-07,1,0
4733329,1,1,0,1,2,0,0,637121,637121,0.13460315139725129,4.2253559809597009e-07,1,0
4733381,1,0,1,1,0,0,0,-1,-1,,0,1,0
4734673,2,2,0,2,0,0,0,-1,-1,,0,1,0
4755857,2,2,0,2,2,0,0,295885,295885,0.062214864744671673,8.4106818182296066e-07,1,0
4762969,2,2,0,2,0,0,0,-1,-1,,0,1,0
4764373,1,1,0,1,0,0,0,-1,-1,,0,1,0
4774883,1,0,1,1,0,0,0,-1,-1,,0,1,0
4789963,2,2,0,2,2,0,0,515739,515739,0.1076707690643957,8.3507951940338577e-07,1,0
4790363,2,2,0,2,0,0,0,-1,-1,,0,1,0
4799261,1,0,1,1,0,0,0,-1,-1,,0,1,0
4801697,2,2,0,2,2,0,0,426342,426342,0.0887898590852359,8.3303881940072441e-07,1,0
4803439,2,2,0,2,0,0,0,-1,-1,,0,1,0
4808393,1,0,1,1,0,0,0,-1,-1,,0,1,0
4814801,2,2,0,2,0,0,0,-1,-1,,0,1,0
4820489,1,0,1,1,2,0,0,183964,183964,0.038162933262579794,4.148956672238024e-07,1,0
4826501,2,2,0,2,0,0,0,-1,-1,,0,1,0
4827523,1,0,1,1,2,0,0,1780043,1780043,0.36872802056044063,4.1429113854040674e-07,1,0
4844141,1,1,0,1,0,0,0,-1,-1,,0,1,0
4856711,2,2,0,2,0,0,0,-1,-1,,0,1,0
4859081,1,0,1,1,4,0,0,77000,77000,0.015846617909847562,8.2320093038169147e-07,1,0
4864667,1,1,0,1,0,0,0,-1,-1,,0,1,0
4865227,2,2,0,2,0,0,0,-1,-1,,0,1,0
4867301,1,1,0,1,2,0,0,722257,722257,0.1483896311323257,4.1090534569364006e-07,1,0
4871953,2,2,0,2,0,0,0,-1,-1,,0,1,0
4880101,1,1,0,1,0,0,0,-1,-1,,0,1,0
4880951,1,1,0,1,0,0,0,-1,-1,,0,1,0
4884553,1,0,1,1,0,0,0,-1,-1,,0,1,0
4886333,4,4,0,4,4,0,0,26856,26856,0.0054961460874647719,3.2744391346230396e-06,1,0
4889147,2,2,0,2,2,0,0,435458,435458,0.089066252252182232,8.1813862418127329e-07,1,0
4890341,1,1,0,1,2,0,0,1501876,1501876,0.30711069023612053,4.0896943587369469e-07,1,0
4895347,1,0,1,1,0,0,0,-1,-1,,0,1,0
4896127,1,1,0,1,0,0,0,-1,-1,,0,1,0
4896491,1,0,1,1,4,0,0,249661,249661,0.050987737953567154,8.1691153930437123e-07,1,0
4907359,1,0,1,1,0,0,0,-1,-1,,0,1,0
4912073,1,1,0,1,0,0,0,-1,-1,,0,1,0
4913873,2,2,0,2,0,0,0,-1,-1,,0,1,0
4914937,2,2,0,2,0,0,0,-1,-1,,0,1,0
4925017,2,2,0,2,2,0,0,7359,7359,0.0014942080402971197,8.1217993765300713e-07,1,0
4927873,1,1,0,1,0,0,0,-1,-1,,0,1,0
4929731,2,2,0,2,0,0,0,-1,-1,,0,1,0
4933529,1,1,0,1,0,0,0,-1,-1,,0,1,0
4944803,1,0,1,1,0,0,0,-1,-1,,0,1,0
4956703,1,0,1,1,0,0,0,-1,-1,,0,1,0
4961599,2,2,0,2,0,0,0,-1,-1,,0,1,0
4978217,1,0,1,1,0,0,0,-1,-1,,0,1,0
4981393,1,1,0,1,4,0,0,396183,396183,0.079532572515358654,8.0298824043796589e-07,1,0
4989503,2,2,0,2,4,0,0,19101,19101,0.0038282370007593942,1.6033661068046257e-06,1,0
