q,t,p,sign,type,x,y,h,zp_size,zq_size,selected,nearest_zero,linear_distance,cyclic_distance
3872387,19494,3481657,-,M+,371235,1117782,746547,8,0,0,-1,-1,-1
3872543,389908,3467479,+,P,647186,1684281,1037095,4,0,0,-1,-1,-1
3878137,1438027,3555353,+,P,180621,1799270,1618649,4,0,0,-1,-1,-1
3883597,2401329,3759209,+,P,611551,3624432,3012881,6,0,0,-1,-1,-1
3883597,2878104,3759209,+,P,134776,3147657,3012881,6,0,0,-1,-1,-1
3886457,1296616,3521071,+,P,32138,1360893,1328755,6,2,0,1652700,356084,356084
3894229,1013029,3609497,+,P,888075,2789180,1901105,4,0,0,-1,-1,-1
3894229,1080788,3609497,+,P,820316,2721421,1901105,4,0,0,-1,-1,-1
3896597,178684,3430831,+,P,457550,1093785,636235,4,0,0,-1,-1,-1
3906953,153754,3588787,+,P,1526036,3205827,1679791,4,2,0,68274,85480,85480
3906953,1296831,3588787,+,P,382959,2062750,1679791,4,2,0,68274,1228557,1228557
3908549,5671,3568489,+,P,1522457,3050586,1528129,4,0,0,-1,-1,-1
3908549,1010226,3568489,+,P,517902,2046031,1528129,4,0,0,-1,-1,-1
3914923,2303915,3781909,+,P,679909,3663734,2983825,4,0,0,-1,-1,-1
3914923,2865650,3781909,+,P,118174,3101999,2983825,4,0,0,-1,-1,-1
3919829,508285,3599137,+,P,1166699,2841684,1674985,4,6,0,373718,134567,134567
3919829,917532,3599137,+,P,757452,2432437,1674985,4,6,0,1149542,232010,232010
3930767,369895,3438511,-,M-,115079,122360,7281,4,2,0,1336584,966689,966689
3936791,302621,3469463,-,M+,164706,362873,198167,4,2,0,1229102,926481,926481
3939589,2221540,3792589,+,P,689048,3599637,2910589,8,0,0,-1,-1,-1
3939589,2717637,3792589,+,P,192951,3103540,2910589,8,0,0,-1,-1,-1
3951481,966588,3661501,+,P,955032,2876653,1921621,4,2,0,674547,292041,292041
3951481,1136773,3661501,+,P,784847,2706468,1921621,4,2,0,674547,462226,462226
3952759,362748,3526541,+,P,606484,1575717,969233,4,0,0,-1,-1,-1
3957973,1553714,3747833,+,P,933278,3420271,2486993,4,0,0,-1,-1,-1
3957973,2159431,3747833,+,P,327561,2814554,2486993,4,0,0,-1,-1,-1
3960893,1450443,3634801,+,P,227805,1906054,1678249,4,0,0,-1,-1,-1
3973729,138350,3811141,-,M+,24237,2697262,2673025,4,0,0,-1,-1,-1
3997111,37285,3908159,-,M+,51666,3337161,3285495,4,0,0,-1,-1,-1
4000039,395836,3541877,+,P,397068,1189973,792905,6,2,0,174206,221630,221630
4012033,63064,3599107,-,M+,349861,1058486,708625,4,4,0,80786,17722,17722
4015741,381476,3517967,+,P,149846,681169,531323,6,4,0,1081171,699695,699695
4036909,164418,3677473,-,M+,195017,1356438,1161421,4,0,0,-1,-1,-1
4042943,1045674,3747197,+,P,927046,2899767,1972721,4,0,0,-1,-1,-1
4042943,1125291,3747197,+,P,847429,2820150,1972721,4,0,0,-1,-1,-1
4048223,506543,3641867,+,P,697187,1900918,1203731,4,0,0,-1,-1,-1
4051057,828880,3733273,+,P,997688,2824257,1826569,8,0,0,-1,-1,-1
4051057,917553,3733273,+,P,909015,2735584,1826569,8,0,0,-1,-1,-1
4055551,340244,3654017,-,M+,61289,904568,843279,6,0,0,-1,-1,-1
4067513,2306568,3921079,+,P,735906,3778381,3042475,4,2,0,2394197,87629,87629
4067513,2899777,3921079,+,P,142697,3185172,3042475,4,2,0,2394197,505580,505580
4083901,606719,3640717,+,P,374893,1356506,981613,4,4,0,602292,4427,4427
4083931,322938,3747649,-,M+,13343,1407018,1393675,4,4,0,408688,85750,85750
4089157,347502,3731473,-,M+,10181,1237866,1227685,6,0,0,-1,-1,-1
4089227,283502,3769273,-,M+,36451,1566046,1529595,4,0,0,-1,-1,-1
4090103,99383,3553787,-,M-,236507,436932,200425,4,2,0,183037,83654,83654
4090223,858993,3686729,+,P,406771,1672536,1265765,4,0,0,-1,-1,-1
4090703,133506,3806119,-,M+,151077,1965108,1814031,4,2,0,1017074,883568,883568
4100743,248196,3553243,+,P,20046,288289,268243,4,6,0,106940,141256,141256
4103839,503921,3792821,+,P,1422791,3349504,1926713,4,4,0,45241,458680,458680
4103839,1483396,3792821,+,P,443316,2370029,1926713,4,4,0,1457529,25867,25867
4105093,593493,3655793,+,P,366499,1326492,959993,4,2,0,899094,305601,305601
4105711,37464,3735671,-,M+,332575,1477966,1145391,6,2,0,1089937,1052473,1052473
4123387,86107,3730729,+,P,1288673,2663454,1374781,4,0,0,-1,-1,-1
4123387,307506,3730729,+,P,1067274,2442055,1374781,4,0,0,-1,-1,-1
4125427,463297,3633167,-,M+,28962,216309,187347,6,0,0,-1,-1,-1
4130849,76642,3732511,-,M+,321695,1265840,944145,4,0,0,-1,-1,-1
4142167,57846,3598601,+,P,279358,616563,337205,6,2,0,207340,149494,149494
4148483,780591,3712231,+,P,314127,1408846,1094719,4,4,0,1637607,857016,857016
4149679,1308291,3925177,+,P,1269873,3848038,2578165,6,0,0,-1,-1,-1
4149679,2501026,3925177,+,P,77138,2655303,2578165,6,0,0,-1,-1,-1
4150793,972616,3870557,+,P,1216524,3405665,2189141,6,0,0,-1,-1,-1
4150793,1724249,3870557,+,P,464891,2654032,2189141,6,0,0,-1,-1,-1
4152311,980656,3841399,+,P,995270,2971197,1975927,4,0,0,-1,-1,-1
4152311,1105725,3841399,+,P,870201,2846128,1975927,4,0,0,-1,-1,-1
4163231,589629,3873343,+,P,1544385,3678400,2134015,4,0,0,-1,-1,-1
4163231,1939072,3873343,+,P,194942,2328957,2134015,4,0,0,-1,-1,-1
4172489,2673097,4031821,+,P,514715,3702528,3187813,4,2,0,3849361,1176264,1176264
4172489,2858520,4031821,+,P,329292,3517105,3187813,4,2,0,3849361,990841,990841
4180097,76343,4005343,-,M+,98410,2880475,2782065,4,0,0,-1,-1,-1
4182809,980231,3901661,+,P,1234541,3449314,2214773,4,0,0,-1,-1,-1
4182809,1762426,3901661,+,P,452346,2667119,2214773,4,0,0,-1,-1,-1
4190981,237659,3629117,-,M-,20273,324204,303931,4,0,0,-1,-1,-1
4192021,999260,3789481,+,P,374980,1749221,1374241,6,0,0,-1,-1,-1
4196407,2256747,4025111,+,P,740587,3737922,2997335,4,0,0,-1,-1,-1
4196407,2710146,4025111,+,P,287188,3284523,2997335,4,0,0,-1,-1,-1
4200991,24777,3991331,-,M+,184882,2708593,2523711,4,0,0,-1,-1,-1
4205017,54165,3679649,+,P,473275,1000716,527441,4,0,0,-1,-1,-1
4209991,936966,3789143,+,P,327088,1591143,1264055,6,0,0,-1,-1,-1
4242677,99059,4093403,-,M+,50214,3098699,3048485,6,4,0,557308,458249,458249
4243091,804144,3923687,+,P,1203118,3210381,2007263,4,4,0,1387855,583711,583711
4243091,1293957,3923687,+,P,713305,2720568,2007263,4,4,0,1387855,93898,93898
4247363,3591722,4185449,+,P,222242,4036207,3813965,4,2,0,2481909,1109813,1109813
4247363,3664723,4185449,+,P,149241,3963206,3813965,4,2,0,2481909,1182814,1182814
4247917,1299285,3980857,+,P,1079211,3457708,2378497,4,0,0,-1,-1,-1
4247917,1855348,3980857,+,P,523148,2901645,2378497,4,0,0,-1,-1,-1
4259719,151825,3723439,+,P,353933,859692,505759,6,4,0,1494756,1342931,1342931
4259903,1029176,3805621,+,P,50752,1130681,1079929,4,2,0,1684205,655029,655029
4261589,2817359,4130261,+,P,524933,3867226,3342293,4,2,0,2463026,354333,354333
4261589,3079258,4130261,+,P,263034,3605327,3342293,4,2,0,2463026,616232,616232
4276031,531615,3984479,+,P,1703551,3938718,2235167,4,4,0,912191,380576,380576
4276031,2189406,3984479,+,P,45760,2280927,2235167,4,4,0,3283245,1093839,1093839
4280503,829087,3945701,+,P,1107801,3044690,1936889,4,0,0,-1,-1,-1
4280503,1035878,3945701,+,P,901010,2837899,1936889,4,0,0,-1,-1,-1
4286311,109347,3758141,+,P,479773,1068894,589121,4,0,0,-1,-1,-1
4286749,190580,3964283,+,P,1838906,3868393,2029487,6,0,0,-1,-1,-1
4286749,1933597,3964283,+,P,95889,2125376,2029487,6,0,0,-1,-1,-1
4302041,46337,3768059,+,P,517829,1081996,564167,4,0,0,-1,-1,-1
4307669,48597,3927601,-,M+,331470,1598595,1267125,6,0,0,-1,-1,-1
4310563,1139730,3894857,+,P,260890,1661511,1400621,4,2,0,1942650,802920,802920
4311533,868680,3819923,+,P,1582,871845,870263,6,6,0,1334332,465652,465652
4312223,301131,3801247,+,P,434259,1169650,735391,6,0,0,-1,-1,-1
4318991,173335,3823717,+,P,678737,1530810,852073,6,4,0,845045,671710,671710
4328419,1140722,3874561,+,P,10690,1162103,1151413,4,0,0,-1,-1,-1
4348411,368430,3903299,-,M+,76681,864196,787515,6,0,0,-1,-1,-1
4351349,303038,3937783,-,M+,110527,1153348,1042821,8,4,0,862122,559084,559084
4354547,1731772,4113959,+,P,938658,3609089,2670431,4,2,0,608571,1123201,1123201
4354547,2165561,4113959,+,P,504869,3175300,2670431,4,2,0,608571,1556990,1556990
4361233,96351,3992701,+,P,1685157,3466666,1781509,4,0,0,-1,-1,-1
4361233,1255474,3992701,+,P,526034,2307543,1781509,4,0,0,-1,-1,-1
4361579,373850,3905443,+,P,794776,1963403,1168627,6,0,0,-1,-1,-1
4362119,1779630,4130369,+,P,960238,3700107,2739869,4,0,0,-1,-1,-1
4362119,2309607,4130369,+,P,430261,3170130,2739869,4,0,0,-1,-1,-1
4362739,367714,4046591,+,P,1781988,3931691,2149703,4,0,0,-1,-1,-1
4362739,2034803,4046591,+,P,114899,2264602,2149703,4,0,0,-1,-1,-1
4364147,54786,3937831,+,P,1325148,2705083,1379935,6,0,0,-1,-1,-1
4364147,147187,3937831,+,P,1232747,2612682,1379935,6,0,0,-1,-1,-1
4379021,3227928,4289911,+,P,527322,4282573,3755251,4,2,0,3625684,397756,397756
4379021,3747913,4289911,+,P,7337,3762588,3755251,4,2,0,3625684,122229,122229
4387211,574080,3881021,+,P,269800,1113681,843881,4,0,0,-1,-1,-1
4390781,601290,3965123,+,P,809884,2221059,1411175,4,2,0,1429374,828084,828084
4393063,3392833,4307437,+,P,400847,4194528,3793681,4,2,0,3751153,358320,358320
4393063,3680772,4307437,+,P,112908,3906589,3793681,4,2,0,3751153,70381,70381
4398353,200205,4122751,-,M+,75396,2268933,2193537,6,0,0,-1,-1,-1
4407287,148215,3927601,-,M+,331470,901269,569799,6,2,0,1259428,1111213,1111213
4413061,118855,3914819,-,M+,379386,806511,427125,6,8,0,718764,599909,599909
4414957,2904297,4285399,+,P,603753,4111804,3508051,4,0,0,-1,-1,-1
4414957,3334456,4285399,+,P,173594,3681645,3508051,4,0,0,-1,-1,-1
4417027,1848283,4168097,+,P,826233,3500750,2674517,4,0,0,-1,-1,-1
4417027,2007170,4168097,+,P,667346,3341863,2674517,4,0,0,-1,-1,-1
4418069,84675,4309489,-,M+,23904,3573333,3549429,6,2,0,1987290,1902615,1902615
4425349,246853,4021733,-,M+,156762,1353183,1196421,4,2,0,387419,140566,140566
4428821,302304,3847867,+,P,59838,421981,362143,4,0,0,-1,-1,-1
4429031,1179822,4021867,+,P,399060,1977943,1578883,4,0,0,-1,-1,-1
4440221,438164,4103543,+,P,1645310,3728785,2083475,6,2,0,1030815,592651,592651
4440221,1708717,4103543,+,P,374757,2458232,2083475,6,2,0,1030815,677902,677902
4443841,1030480,4032967,+,P,537242,2104965,1567723,4,2,0,1876652,846172,846172
4452347,829984,3995639,+,P,425406,1680797,1255391,4,0,0,-1,-1,-1
4454521,457769,3961967,+,P,548873,1555516,1006643,6,2,0,2186338,1728569,1728569
4461253,163319,4127303,-,M+,170630,1960283,1789653,4,0,0,-1,-1,-1
4461433,427367,4010269,+,P,875917,2179202,1303285,6,0,0,-1,-1,-1
4461493,3222221,4337881,+,P,373987,3970196,3596209,4,0,0,-1,-1,-1
4461493,3228524,4337881,+,P,367684,3963893,3596209,4,0,0,-1,-1,-1
4461643,43056,3935417,-,M+,483169,735004,251835,6,0,0,-1,-1,-1
4465537,306368,3900569,+,P,204392,715153,510761,4,0,0,-1,-1,-1
4466471,1536675,4187189,+,P,974821,3486318,2511497,6,2,0,1950320,413645,413645
4466471,1810626,4187189,+,P,700870,3212367,2511497,6,2,0,1950320,139694,139694
4468649,56482,3869881,+,P,220790,498063,277273,10,0,0,-1,-1,-1
4468903,2468270,4300487,+,P,821720,4111711,3289991,4,2,0,3545004,1076734,1076734
4468903,3101215,4300487,+,P,188775,3478766,3289991,4,2,0,3545004,443789,443789
4469627,1992109,4225147,+,P,766157,3524424,2758267,4,4,0,2147260,155151,155151
4469627,2057544,4225147,+,P,700722,3458989,2758267,4,4,0,2147260,89716,89716
4480211,84069,3861967,+,P,68433,220936,152503,4,0,0,-1,-1,-1
4485629,12563,3864059,-,M-,122075,609006,486931,6,2,0,2198695,2186132,2186132
4493459,1008816,4211021,+,P,1507576,4023969,2516393,4,0,0,-1,-1,-1
4493459,2329341,4211021,+,P,187051,2703444,2516393,4,0,0,-1,-1,-1
4495717,479822,3948187,+,P,183184,846191,663007,4,0,0,-1,-1,-1
4497247,91693,4061669,-,M+,343884,1356507,1012623,4,0,0,-1,-1,-1
4499527,1271532,4193869,+,P,1088388,3448309,2359921,4,0,0,-1,-1,-1
4499527,1614361,4193869,+,P,745559,3105480,2359921,4,0,0,-1,-1,-1
4510651,877331,4032907,+,P,289111,1455554,1166443,4,2,0,2159767,1282436,1282436
4512073,2267936,4312229,+,P,845228,3958393,3113165,8,0,0,-1,-1,-1
4512073,2759329,4312229,+,P,353835,3467000,3113165,8,0,0,-1,-1,-1
4516469,161063,3955561,-,M+,399844,429049,29205,10,0,0,-1,-1,-1
4522933,78585,4104371,+,P,1514413,3107412,1592999,6,0,0,-1,-1,-1
4522933,596040,4104371,+,P,996958,2589957,1592999,6,0,0,-1,-1,-1
4530257,1733940,4307603,+,P,1237738,4209417,2971679,6,0,0,-1,-1,-1
4530257,2873493,4307603,+,P,98185,3069864,2971679,6,0,0,-1,-1,-1
4543991,416731,4195747,+,P,1689551,3795834,2106283,6,0,0,-1,-1,-1
4543991,1706370,4195747,+,P,399912,2506195,2106283,6,0,0,-1,-1,-1
4551517,142091,4167389,-,M+,242036,1720529,1478493,4,0,0,-1,-1,-1
4554031,474062,4030759,+,P,417064,1308191,891127,4,0,0,-1,-1,-1
4558217,962111,4104277,+,P,418525,1799162,1380637,6,0,0,-1,-1,-1
4560223,1027445,4099721,+,P,309263,1645972,1336709,4,0,0,-1,-1,-1
4568327,229418,4006129,-,M+,332779,403522,70743,4,2,0,1816006,1586588,1586588
4570403,1412616,4310237,+,P,1336624,4085865,2749241,4,2,0,370185,1042431,1042431
4570403,2524869,4310237,+,P,224371,2973612,2749241,4,2,0,4200217,1675348,1675348
4573783,236648,4095649,+,P,990196,2217041,1226845,6,0,0,-1,-1,-1
4575833,520963,4174967,+,P,1248807,3018578,1769771,4,2,0,350695,170268,170268
4575833,613382,4174967,+,P,1156388,2926159,1769771,4,2,0,350695,262687,262687
4578313,465645,4137271,+,P,1025373,2516392,1491019,4,0,0,-1,-1,-1
4588373,87029,4223459,-,M+,277884,1946945,1669061,4,0,0,-1,-1,-1
4593847,2032899,4364677,+,P,956757,3946414,2989657,4,0,0,-1,-1,-1
4593847,2571394,4364677,+,P,418262,3407919,2989657,4,0,0,-1,-1,-1
4595039,876427,4300801,+,P,1658945,4194318,2535373,4,2,0,642979,233448,233448
4595039,2428890,4300801,+,P,106482,2641855,2535373,4,2,0,3952059,1523169,1523169
4598963,102050,4378511,-,M+,118401,2953748,2835347,4,0,0,-1,-1,-1
4603987,354877,4006091,+,P,63837,482552,418715,4,2,0,634770,279893,279893
4612873,654083,4059761,+,P,87005,828094,741089,6,0,0,-1,-1,-1
4619773,1115763,4203929,+,P,593101,2301966,1708865,8,6,0,2194794,1079031,1079031
4620793,906824,4254203,+,P,1147838,3202501,2054663,6,0,0,-1,-1,-1
4620793,1002961,4254203,+,P,1051701,3106364,2054663,6,0,0,-1,-1,-1
4626007,594001,4103543,+,P,374757,1343516,968759,6,0,0,-1,-1,-1
4634111,31264,4143499,+,P,1168562,2368389,1199827,8,4,0,726050,694786,694786
4636847,2274,4603843,-,M+,30729,4403544,4372815,4,0,0,-1,-1,-1
4653827,471737,4304633,+,P,1737731,3947200,2209469,4,0,0,-1,-1,-1
4653827,1852036,4304633,+,P,357432,2566901,2209469,4,0,0,-1,-1,-1
4657901,348632,4081669,-,M+,227599,275644,48045,6,2,0,1764864,1416232,1416232
4660067,471991,4078457,+,P,116805,705602,588797,6,2,0,713116,241125,241125
4662689,1152244,4355669,+,P,1361304,3874853,2513549,4,0,0,-1,-1,-1
4662689,2032733,4355669,+,P,480815,2994364,2513549,4,0,0,-1,-1,-1
4666289,1379101,4404943,+,P,1457765,4294632,2836867,4,0,0,-1,-1,-1
4666289,2726556,4404943,+,P,110310,2947177,2836867,4,0,0,-1,-1,-1
4671671,2917381,4497217,+,P,533111,3983604,3450493,4,0,0,-1,-1,-1
4671671,2936880,4497217,+,P,513612,3964105,3450493,4,0,0,-1,-1,-1
4675037,55072,4307041,-,M+,312923,2043992,1731069,4,4,0,469829,414757,414757
4676333,1010641,4364023,+,P,1479521,3969684,2490163,4,0,0,-1,-1,-1
4676333,2095824,4364023,+,P,394338,2884501,2490163,4,0,0,-1,-1,-1
4681037,410853,4180819,-,M+,89364,768657,679293,8,4,0,306866,103987,103987
4684259,333859,4204027,+,P,988775,2311410,1322635,6,2,0,2012793,1678934,1678934
4685623,132369,4360457,-,M+,192796,2277091,2084295,4,0,0,-1,-1,-1
4699151,1828975,4295479,+,P,44471,1917918,1873447,6,6,0,774116,1054859,1054859
4700039,1262809,4363069,+,P,1078439,3419688,2341249,4,2,0,885180,377629,377629
4700039,1397868,4363069,+,P,943380,3284629,2341249,4,2,0,885180,512688,512688
4706213,1869944,4467017,+,P,1161896,4193737,3031841,6,0,0,-1,-1,-1
4706213,2758561,4467017,+,P,273279,3305120,3031841,6,0,0,-1,-1,-1
4710833,329165,4184507,+,P,697385,1723936,1026551,4,2,0,1551341,1222176,1222176
4715453,93394,4344253,-,M+,277805,2023658,1745853,6,0,0,-1,-1,-1
4717597,144738,4275707,+,P,1479628,3103995,1624367,6,0,0,-1,-1,-1
4717597,452655,4275707,+,P,1171711,2796078,1624367,6,0,0,-1,-1,-1
4724309,455375,4208261,+,P,656597,1768570,1111973,4,0,0,-1,-1,-1
4730953,583979,4200263,+,P,432143,1448266,1016123,4,2,0,1017395,433416,433416
4733329,750559,4196789,+,P,226989,1204538,977549,4,2,0,113438,637121,637121
4733381,364248,4310219,-,M+,58913,1406998,1348085,4,0,0,-1,-1,-1
4734673,1637318,4456861,+,P,1152670,3942659,2789989,4,0,0,-1,-1,-1
4734673,2275787,4456861,+,P,514201,3304190,2789989,4,0,0,-1,-1,-1
4755857,721752,4365811,+,P,1303782,3329317,2025535,8,2,0,425867,295885,295885
4755857,989041,4365811,+,P,1036493,3062028,2025535,8,2,0,425867,563174,563174
4762969,1222705,4481677,+,P,1571219,4365144,2793925,6,0,0,-1,-1,-1
4762969,2677392,4481677,+,P,116532,2910457,2793925,6,0,0,-1,-1,-1
4764373,7128,4138451,+,P,375790,758709,382919,6,0,0,-1,-1,-1
4774883,40915,4480013,-,M+,253954,2669877,2415923,4,0,0,-1,-1,-1
4789963,3109886,4625611,+,P,529612,4169111,3639499,4,2,0,3698738,588852,588852
4789963,3182999,4625611,+,P,456499,4095998,3639499,4,2,0,3698738,515739,515739
4790363,1083260,4486973,+,P,1583372,4250005,2666633,4,0,0,-1,-1,-1
4790363,2429665,4486973,+,P,236967,2903600,2666633,4,0,0,-1,-1,-1
4799261,154927,4539203,-,M+,105130,2823927,2718797,4,0,0,-1,-1,-1
4801697,1694040,4510091,+,P,1066414,3826869,2760455,4,2,0,1267698,426342,426342
4801697,2077233,4510091,+,P,683221,3443676,2760455,4,2,0,1267698,809535,809535
4803439,1062529,4439389,+,P,1192559,3447648,2255089,6,0,0,-1,-1,-1
4803439,1263348,4439389,+,P,991740,3246829,2255089,6,0,0,-1,-1,-1
4808393,280145,4308881,-,M+,219366,1031663,812297,4,0,0,-1,-1,-1
4814801,1638077,4529297,+,P,1178195,3994468,2816273,4,0,0,-1,-1,-1
4814801,2281444,4529297,+,P,534828,3351101,2816273,4,0,0,-1,-1,-1
4820489,439007,4251563,-,M+,129918,398999,269081,6,2,0,622971,183964,183964
4826501,239166,4419379,+,P,1737480,3714127,1976647,6,0,0,-1,-1,-1
4826501,1271395,4419379,+,P,705251,2681898,1976647,6,0,0,-1,-1,-1
4827523,53662,4543321,-,M+,230539,2784446,2553907,4,2,0,1833705,1780043,1780043
4844141,564189,4290491,+,P,404401,1372992,968591,4,0,0,-1,-1,-1
4856711,454240,4483651,+,P,1791050,4036341,2245291,4,0,0,-1,-1,-1
4856711,1797981,4483651,+,P,447309,2692600,2245291,4,0,0,-1,-1,-1
4859081,583497,4260019,-,M+,15564,82149,66585,4,4,0,660497,77000,77000
4864667,393696,4321019,+,P,665434,1724565,1059131,6,0,0,-1,-1,-1
4865227,168261,4499377,+,P,2136015,4440292,2304277,8,0,0,-1,-1,-1
4865227,2245192,4499377,+,P,59084,2363361,2304277,8,0,0,-1,-1,-1
4867301,1384300,4441289,+,P,500916,2386133,1885217,4,2,0,2106557,722257,722257
4871953,101936,4483097,+,P,2048024,4197985,2149961,4,0,0,-1,-1,-1
4871953,1864849,4483097,+,P,285111,2435072,2149961,4,0,0,-1,-1,-1
4880101,21980,4332577,+,P,1025452,2072885,1047433,4,0,0,-1,-1,-1
4880951,1325103,4387567,+,P,102159,1529422,1427263,6,0,0,-1,-1,-1
4884553,92234,4209349,-,M-,65890,582969,517079,6,0,0,-1,-1,-1
4886333,1889741,4613507,+,P,1086809,4063360,2976551,4,4,0,1916597,26856,26856
4886333,2203307,4660933,+,P,1105225,4413758,3308533,6,4,0,1916597,286710,286710
4886333,2426404,4613507,+,P,550146,3526697,2976551,4,4,0,1916597,509807,509807
4886333,3061358,4660933,+,P,247174,3555707,3308533,6,4,0,2969735,91623,91623
4889147,360217,4515209,+,P,1911363,4182944,2271581,6,2,0,795675,435458,435458
4889147,1939316,4515209,+,P,332264,2603845,2271581,6,2,0,795675,1143641,1143641
4890341,290131,4386419,+,P,1072755,2435642,1362887,6,2,0,1792007,1501876,1501876
4895347,143841,4681997,-,M+,69508,3258055,3188547,6,0,0,-1,-1,-1
4896127,247052,4381787,+,P,1048694,2344441,1295747,6,0,0,-1,-1,-1
4896491,140004,4424059,-,M+,332427,1449462,1117035,4,4,0,389665,249661,249661
4907359,12234,4760999,-,M+,134125,3870604,3736479,4,0,0,-1,-1,-1
4912073,427247,4323751,+,P,366571,1160390,793819,6,0,0,-1,-1,-1
4913873,2627781,4728743,+,P,990181,4608144,3617963,4,0,0,-1,-1,-1
4913873,3497364,4728743,+,P,120598,3738561,3617963,4,0,0,-1,-1,-1
4914937,1502405,4619039,+,P,1341245,4184896,2843651,6,0,0,-1,-1,-1
4914937,2409508,4619039,+,P,434142,3277793,2843651,6,0,0,-1,-1,-1
4925017,1321411,4579451,+,P,1184643,3690698,2506055,4,2,0,1328770,7359,7359
4925017,1617302,4579451,+,P,888752,3394807,2506055,4,2,0,1328770,288532,288532
4927873,500158,4297817,+,P,17322,534803,517481,6,0,0,-1,-1,-1
4929731,3648277,4814749,+,P,476579,4601436,4124857,6,0,0,-1,-1,-1
4929731,3911544,4814749,+,P,213312,4338169,4124857,6,0,0,-1,-1,-1
4933529,150082,4395389,+,P,1016466,2183015,1166549,4,0,0,-1,-1,-1
4944803,38231,4586297,-,M+,320274,2397029,2076755,4,0,0,-1,-1,-1
4956703,38371,4326011,-,M-,503487,592320,88833,4,0,0,-1,-1,-1
4961599,789626,4624381,+,P,1811446,4412519,2601073,4,0,0,-1,-1,-1
4961599,2389211,4624381,+,P,211861,2812934,2601073,4,0,0,-1,-1,-1
4978217,237920,4467017,-,M+,273279,1161896,888617,6,0,0,-1,-1,-1
4981393,916657,4501829,+,P,707787,2332232,1624445,6,4,0,1312840,396183,396183
4989503,1965864,4736839,+,P,1254990,4475845,3220855,4,4,0,2010540,44676,44676
4989503,2959861,4736839,+,P,260993,3481848,3220855,4,4,0,2978962,19101,19101
5010041,291325,4676369,-,M+,42346,2383011,2340665,4,2,0,612484,321159,321159
5016953,890624,4605791,+,P,1248194,3387013,2138819,4,0,0,-1,-1,-1
5016953,920041,4605791,+,P,1218777,3357596,2138819,4,0,0,-1,-1,-1
5024861,437018,4567399,+,P,1385608,3208235,1822627,4,4,0,642656,205638,205638
5024861,463463,4567399,+,P,1359163,3181790,1822627,4,4,0,642656,179193,179193
5027537,407086,4613359,-,M+,7091,1721204,1714113,4,0,0,-1,-1,-1
5042393,96153,4531609,-,M+,414630,1370751,956121,4,0,0,-1,-1,-1
5042971,860523,4446317,+,P,5869,872262,866393,4,0,0,-1,-1,-1
5044423,397394,4438843,+,P,407968,1213331,805363,6,0,0,-1,-1,-1
5050091,1728921,4724089,+,P,1039155,3807232,2768077,4,2,0,1126796,602125,602125
5050091,1851220,4724089,+,P,916856,3684933,2768077,4,2,0,1126796,724424,724424
5050897,76851,4430969,+,P,634549,1345950,711401,6,0,0,-1,-1,-1
5063489,2431079,4849049,+,P,1131329,4693738,3562409,4,0,0,-1,-1,-1
5063489,3407098,4849049,+,P,155310,3717719,3562409,4,0,0,-1,-1,-1
5071019,1128844,4765157,+,P,1801140,4731125,2929985,4,0,0,-1,-1,-1
5071019,2895953,4765157,+,P,34031,2964016,2929985,4,0,0,-1,-1,-1
5073457,535279,4527473,-,M+,10704,716289,705585,6,0,0,-1,-1,-1
5078119,134061,4551023,+,P,1254385,2642832,1388447,4,0,0,-1,-1,-1
5085637,842902,4550857,+,P,499274,1841451,1342177,4,2,0,1766293,923391,923391
5090117,1372571,4621711,+,P,438703,2249978,1811275,6,0,0,-1,-1,-1
5110423,3439338,4959083,+,P,611704,4662747,4051043,6,2,0,4632717,1193379,1193379
5110423,3754707,4959083,+,P,296335,4347378,4051043,6,2,0,4632717,878010,878010
5114827,474243,4622081,+,P,1191361,2856966,1665605,8,0,0,-1,-1,-1
5124781,250720,4692593,+,P,1848744,3948209,2099465,4,0,0,-1,-1,-1
5124781,1355081,4692593,+,P,744383,2843848,2099465,4,0,0,-1,-1,-1
5136323,357543,4592171,+,P,969715,2296974,1327259,4,2,0,198672,158871,158871
5143447,146784,4473143,+,P,304534,755853,451319,4,0,0,-1,-1,-1
5145197,3166910,4979617,+,P,819226,4805363,3986137,6,2,0,3143215,23695,23695
5145197,3811883,4979617,+,P,174253,4160390,3986137,6,2,0,3143215,668668,668668
5152841,1275439,4683967,+,P,595283,2466006,1870723,4,2,0,2126617,851178,851178
5152843,137272,4529363,-,M+,486207,651210,165003,4,0,0,-1,-1,-1
5167583,13161,4969163,-,M+,185258,3765481,3580223,4,0,0,-1,-1,-1
5171801,1761758,4880021,+,P,1367582,4496923,3129341,8,4,0,2133393,371635,371635
5171801,2746243,4880021,+,P,383097,3512438,3129341,8,4,0,3038407,292164,292164
5177803,16394,5077829,-,M+,83579,4461590,4378011,6,0,0,-1,-1,-1
5181641,1624421,4869517,+,P,1372351,4369124,2996773,6,0,0,-1,-1,-1
5181641,2496380,4869517,+,P,500392,3497165,2996773,6,0,0,-1,-1,-1
5187151,26510,4956691,-,M+,203949,3547420,3343471,4,0,0,-1,-1,-1
5189357,1409164,4725431,+,P,532710,2474585,1941875,4,4,0,1789134,379970,379970
5191057,2866490,4959833,+,P,705998,4278487,3572489,4,2,0,2949633,83143,83143
5191057,2891143,4959833,+,P,681345,4253834,3572489,4,2,0,2949633,58490,58490
