q,t,p,sign,type,x,y,h,zp_size,zq_size,selected,nearest_zero,linear_distance,cyclic_distance
2307377,67281,2013821,-,M-,185203,226274,41071,6,0,0,-1,-1,-1
2309921,151473,2120653,-,M+,37794,833571,795777,4,2,0,1032139,880666,880666
2318033,41415,2150411,-,M+,126206,1103263,977057,4,2,0,254860,213445,213445
2326963,835842,2190653,+,P,536950,1909743,1372793,4,4,0,678338,157504,157504
2326963,1091883,2190653,+,P,280909,1653702,1372793,4,4,0,996846,95037,95037
2329667,89317,2169511,-,M+,70838,1119257,1048419,4,0,0,-1,-1,-1
2334949,446594,2146691,+,P,570548,1587691,1017143,6,0,0,-1,-1,-1
2334949,458143,2146691,+,P,558999,1576142,1017143,6,0,0,-1,-1,-1
2343343,730145,2210387,+,P,682505,2095156,1412651,4,2,0,298520,431625,431625
2343343,1297420,2210387,+,P,115230,1527881,1412651,4,2,0,2044822,747402,747402
2346733,21080,2147843,+,P,933422,1887925,954503,4,0,0,-1,-1,-1
2346733,694585,2147843,+,P,259917,1214420,954503,4,0,0,-1,-1,-1
2350181,172822,2079251,-,M+,98107,280848,182741,6,0,0,-1,-1,-1
2362331,709118,2223563,+,P,681836,2072791,1390955,4,2,0,461383,247735,247735
2362331,1240183,2223563,+,P,150771,1541726,1390955,4,2,0,1900947,660764,660764
2389297,628249,2218547,+,P,565797,1759844,1194047,4,0,0,-1,-1,-1
2389297,735344,2218547,+,P,458702,1652749,1194047,4,0,0,-1,-1,-1
2390743,161269,2158097,+,P,600951,1363172,762221,6,0,0,-1,-1,-1
2391293,452979,2166797,+,P,366841,1186662,819821,4,0,0,-1,-1,-1
2399611,637,2153299,+,P,674789,1350216,675427,4,0,0,-1,-1,-1
2400869,238983,2111189,+,P,134125,507234,373109,6,0,0,-1,-1,-1
2407333,500370,2148397,+,P,94410,689191,594781,4,0,0,-1,-1,-1
2415019,147185,2126681,-,M+,141152,249467,108315,6,0,0,-1,-1,-1
2428787,699674,2287633,+,P,741034,2181743,1440709,8,4,0,761936,62262,62262
2428787,1334819,2287633,+,P,105889,1546598,1440709,8,4,0,1536271,201452,201452
2435929,143496,2192131,+,P,585846,1315189,729343,6,2,0,509519,366023,366023
2449303,114631,2136019,-,M-,141683,198652,56969,4,0,0,-1,-1,-1
2449991,540219,2200423,+,P,162795,865810,703015,6,0,0,-1,-1,-1
2457641,72652,2235997,+,P,833480,1739613,906133,4,4,0,753649,680997,680997
2457641,409749,2235997,+,P,496383,1402516,906133,4,4,0,753649,343900,343900
2462827,93413,2171011,+,P,326701,746816,420115,4,2,0,144718,51305,51305
2473609,838956,2331743,+,P,641590,2122137,1480547,4,0,0,-1,-1,-1
2473609,1270941,2331743,+,P,209605,1690152,1480547,4,0,0,-1,-1,-1
2489717,41374,2141311,-,M-,9500,307031,297531,4,0,0,-1,-1,-1
2501999,286915,2213203,+,P,193511,673938,480427,4,0,0,-1,-1,-1
2504657,695120,2326087,+,P,559546,1814213,1254667,6,0,0,-1,-1,-1
2504657,742793,2326087,+,P,511873,1766540,1254667,6,0,0,-1,-1,-1
2511323,1874357,2451919,+,P,221137,2316632,2095495,4,2,0,2408176,533819,533819
2511323,1960208,2451919,+,P,135286,2230781,2095495,4,2,0,2408176,447968,447968
2511389,432347,2248139,+,P,236291,904930,668639,4,2,0,652459,220112,220112
2513689,1093206,2397947,+,P,610288,2313783,1703495,6,0,0,-1,-1,-1
2513689,1619331,2397947,+,P,84163,1787658,1703495,6,0,0,-1,-1,-1
2516413,1321218,2399231,+,P,374920,2071059,1696139,4,2,0,1960338,639120,639120
2516413,1367967,2399231,+,P,328171,2024310,1696139,4,2,0,1960338,592371,592371
2518309,627178,2296733,+,P,340098,1307375,967277,4,0,0,-1,-1,-1
2520367,257350,2214599,+,P,122640,502631,379991,4,2,0,564108,306758,306758
2522473,238321,2236489,-,M+,47662,282263,234601,6,2,0,916546,678225,678225
2531017,540412,2372257,+,P,879284,2298981,1419697,4,0,0,-1,-1,-1
2531017,1346421,2372257,+,P,73275,1492972,1419697,4,0,0,-1,-1,-1
2540663,114436,2374157,-,M+,52069,1260684,1208615,8,2,0,712209,597773,597773
2541281,76377,2280463,-,M+,184440,639177,454737,6,0,0,-1,-1,-1
2549647,119724,2275561,-,M+,154361,511320,356959,4,0,0,-1,-1,-1
2555191,109122,2298977,-,M+,147091,652570,505479,4,4,0,163447,54325,54325
2556091,530784,2297051,+,P,212026,954837,742811,4,4,0,125821,404963,404963
2566171,53325,2337913,-,M+,174932,915039,740107,6,0,0,-1,-1,-1
2570137,186938,2236489,+,P,47662,282263,234601,6,2,0,1220726,1033788,1033788
2577049,212987,2245013,+,P,39809,292606,252797,6,2,0,1007076,794089,794089
2579741,90562,2339089,-,M+,150089,804614,654525,4,0,0,-1,-1,-1
2585777,246449,2258261,+,P,46715,339880,293165,6,0,0,-1,-1,-1
2595937,119500,2364161,-,M+,112275,854004,741729,6,4,0,155873,36373,36373
2597663,49497,2518151,-,M+,30014,1991581,1961567,4,2,0,979504,930007,930007
2604521,239869,2341477,-,M+,23174,523343,500169,6,4,0,503810,263941,263941
2605439,636012,2444809,+,P,845016,2326045,1481029,8,2,0,343436,292576,292576
2605439,1362265,2444809,+,P,118763,1599792,1481029,8,2,0,2262002,899737,899737
2630609,107203,2414597,-,M+,108808,1011321,902513,6,2,0,633244,526041,526041
2631071,266419,2341477,-,M+,23174,337493,314319,6,4,0,336708,70289,70289
2631743,401200,2433901,+,P,845648,2092497,1246849,4,0,0,-1,-1,-1
2631743,905445,2433901,+,P,341403,1588252,1246849,4,0,0,-1,-1,-1
2639071,1210673,2514509,+,P,556463,2323600,1767137,4,2,0,632225,578448,578448
2639071,1576228,2514509,+,P,190908,1958045,1767137,4,2,0,2006845,430617,430617
2644139,39827,2405527,-,M+,198784,934027,735243,4,0,0,-1,-1,-1
2649011,982622,2502389,+,P,640034,2262691,1622657,6,0,0,-1,-1,-1
2649011,1382959,2502389,+,P,239697,1862354,1622657,6,0,0,-1,-1,-1
2663429,837154,2513801,+,P,778878,2394911,1616033,6,0,0,-1,-1,-1
2663429,1497143,2513801,+,P,118889,1734922,1616033,6,0,0,-1,-1,-1
2679587,1932461,2608561,+,P,249943,2432348,2182405,4,2,0,2543965,611504,611504
2679587,2006192,2608561,+,P,176212,2358617,2182405,4,2,0,2543965,537773,537773
2685461,1566802,2587967,+,P,436200,2439203,2003003,6,0,0,-1,-1,-1
2685461,1854239,2587967,+,P,148763,2151766,2003003,6,0,0,-1,-1,-1
2687329,1723126,2593529,+,P,307602,2338331,2030729,4,2,0,1613572,109554,109554
2687329,1775531,2593529,+,P,255197,2285926,2030729,4,2,0,1613572,161959,161959
2698063,11609,2400577,+,P,604051,1219712,615661,4,4,0,468723,457114,457114
2704529,12398,2428787,+,P,761936,1536271,774335,4,6,0,663466,651068,651068
2709481,42823,2498381,+,P,1188957,2420738,1231781,4,0,0,-1,-1,-1
2709481,1154138,2498381,+,P,77642,1309423,1231781,4,0,0,-1,-1,-1
2719637,396019,2457781,+,P,490625,1377270,886645,4,0,0,-1,-1,-1
2733707,88575,2567783,-,M+,77348,1483663,1406315,4,0,0,-1,-1,-1
2736533,406947,2540423,+,P,956815,2320578,1363763,4,0,0,-1,-1,-1
2736533,1143918,2540423,+,P,219844,1583607,1363763,4,0,0,-1,-1,-1
2749573,54352,2596679,-,M+,98541,1624962,1526421,6,0,0,-1,-1,-1
2751299,131233,2391671,-,M-,102669,228394,125725,4,2,0,686238,555005,555005
2762029,794067,2502293,+,P,149809,1093686,943877,6,6,0,475684,318383,318383
2762167,447886,2486623,+,P,385472,1218831,833359,4,4,0,615131,167245,167245
2765219,35905,2574071,-,M+,155242,1391277,1236035,8,0,0,-1,-1,-1
2769097,99259,2457781,+,P,490625,1080510,589885,4,0,0,-1,-1,-1
2777539,2050984,2705113,+,P,219572,2490129,2270557,4,2,0,2031109,19875,19875
2777539,2055573,2705113,+,P,214983,2485540,2270557,4,2,0,2031109,24464,24464
2777573,1003180,2619931,+,P,670898,2344977,1674079,4,0,0,-1,-1,-1
2777573,1399125,2619931,+,P,274953,1949032,1674079,4,0,0,-1,-1,-1
2789441,383132,2557561,+,P,783148,1949429,1166281,4,2,0,599136,216004,216004
2789441,558149,2557561,+,P,608131,1774412,1166281,4,2,0,599136,40987,40987
2791331,47457,2653351,-,M+,90522,1778013,1687491,4,0,0,-1,-1,-1
2797999,1634744,2707801,+,P,531868,2698481,2166613,6,2,0,2531746,897002,897002
2797999,2157293,2707801,+,P,9319,2175932,2166613,6,2,0,2531746,374453,374453
2801593,50158,2493083,+,P,591864,1233887,642023,4,0,0,-1,-1,-1
2803337,597283,2494123,+,P,41555,680394,638839,4,0,0,-1,-1,-1
2811709,88865,2621167,-,M+,101676,1389049,1287373,6,0,0,-1,-1,-1
2819683,95880,2509063,-,M+,214739,549462,334723,4,0,0,-1,-1,-1
2829557,810238,2650931,+,P,768936,2348111,1579175,4,2,0,1402194,591956,591956
2829557,1276355,2650931,+,P,302819,1881994,1579175,4,2,0,1402194,125839,125839
2830853,151141,2513579,+,P,458793,1068728,609935,4,0,0,-1,-1,-1
2835293,18665,2744639,-,M+,71988,2182049,2110061,4,0,0,-1,-1,-1
2840237,275671,2528783,+,P,384387,1044446,660059,8,0,0,-1,-1,-1
2841967,297305,2570047,+,P,641221,1579748,938527,8,0,0,-1,-1,-1
2846161,610418,2583631,+,P,398032,1406483,1008451,4,0,0,-1,-1,-1
2848121,942361,2597041,+,P,148199,1238760,1090561,4,2,0,1161520,219159,219159
2849389,10958,2812331,-,M+,26099,2579024,2552925,4,0,0,-1,-1,-1
2849687,314378,2525717,-,M+,9591,267518,257927,4,0,0,-1,-1,-1
2851361,283635,2544403,-,M+,23322,419019,395697,4,2,0,411085,127450,127450
2860973,534119,2674849,+,P,1023985,2582090,1558105,4,0,0,-1,-1,-1
2860973,1465346,2674849,+,P,92758,1650863,1558105,4,0,0,-1,-1,-1
2862017,54297,2607853,-,M+,199866,1028571,828705,4,0,0,-1,-1,-1
2865463,963928,2594569,+,P,5276,974481,969205,6,2,0,1056179,92251,92251
2874023,2213509,2821859,+,P,295365,2804240,2508875,4,2,0,1643784,569725,569725
2874023,2491256,2821859,+,P,17618,2526493,2508875,4,2,0,1643784,847472,847472
2874979,247142,2527409,+,P,194846,636835,441989,6,0,0,-1,-1,-1
2877649,37675,2565347,-,M+,274626,653859,379233,6,2,0,1307149,1269474,1269474
2881561,153267,2648287,+,P,1095375,2344018,1248643,4,0,0,-1,-1,-1
2881561,944374,2648287,+,P,304268,1552911,1248643,4,0,0,-1,-1,-1
2891257,1838727,2787559,+,P,326643,2492014,2165371,4,2,0,2040126,201399,201399
2891257,1869826,2787559,+,P,295544,2460915,2165371,4,2,0,2040126,170300,170300
2896913,33739,2659159,-,M+,204014,1198895,994881,6,2,0,749396,715657,715657
2897003,147275,2611117,+,P,748525,1644326,895801,4,0,0,-1,-1,-1
2898017,1282926,2759689,+,P,646794,2576515,1929721,4,2,0,375661,907265,907265
2898017,1746547,2759689,+,P,183173,2112894,1929721,4,2,0,2522355,775808,775808
2912033,465669,2599741,+,P,260319,986308,725989,4,4,0,391806,73863,73863
2916827,120041,2574569,-,M+,222216,400979,178763,4,2,0,784695,664654,664654
2922061,105158,2699689,+,P,1260298,2625755,1365457,6,0,0,-1,-1,-1
2922061,1291523,2699689,+,P,73933,1439390,1365457,6,0,0,-1,-1,-1
2928749,614888,2708221,+,P,770164,2155217,1385053,4,2,0,545670,69218,69218
2928749,832049,2708221,+,P,553003,1938056,1385053,4,2,0,545670,286379,286379
2929373,1256082,2693393,+,P,21430,1298943,1277513,6,2,0,1233970,22112,22112
2939191,56177,2647097,+,P,838355,1732888,894533,6,0,0,-1,-1,-1
2944751,278498,2634859,+,P,497008,1272515,775507,6,0,0,-1,-1,-1
2959609,1088467,2790841,+,P,689765,2467998,1778233,6,0,0,-1,-1,-1
2959609,1455390,2790841,+,P,322842,2101075,1778233,6,0,0,-1,-1,-1
2984141,287799,2655403,-,M+,40938,395175,354237,6,0,0,-1,-1,-1
2985373,49205,2726561,+,P,1124483,2298172,1173689,4,0,0,-1,-1,-1
2985373,745300,2726561,+,P,428388,1602077,1173689,4,0,0,-1,-1,-1
2988539,107425,2618533,-,M+,262580,291071,28491,4,0,0,-1,-1,-1
2997727,251157,2723881,-,M+,22688,829647,806959,4,2,0,805157,554000,554000
3002189,174112,2631653,+,P,234324,642761,408437,4,2,0,585374,411262,411262
3008563,81526,2700967,-,M+,226069,773864,547795,4,2,0,1496774,1415248,1415248
3010349,483419,2771273,+,P,853397,2190214,1336817,6,0,0,-1,-1,-1
3010349,755758,2771273,+,P,581058,1917875,1336817,6,0,0,-1,-1,-1
3010697,779966,2739713,+,P,333842,1447651,1113809,4,0,0,-1,-1,-1
3024863,1188733,2863079,+,P,703641,2596016,1892375,4,0,0,-1,-1,-1
3024863,1625312,2863079,+,P,267062,2159437,1892375,4,0,0,-1,-1,-1
3031981,280534,2745103,-,M+,6343,743300,736957,4,2,0,765173,484639,484639
3053881,1970854,2952913,+,P,376250,2723355,2347105,6,2,0,1707501,263353,263353
3053881,2117547,2952913,+,P,229557,2576662,2347105,6,2,0,1707501,410046,410046
3059377,203089,2739673,-,M+,116614,618359,501745,4,2,0,96126,106963,106963
3074089,1208207,2907011,+,P,696335,2600878,1904543,4,0,0,-1,-1,-1
3074089,1598410,2907011,+,P,306132,2210675,1904543,4,0,0,-1,-1,-1
3086959,968262,2918537,+,P,939742,2847747,1908005,6,0,0,-1,-1,-1
3086959,1837215,2918537,+,P,70789,1978794,1908005,6,0,0,-1,-1,-1
3087533,497220,2743381,+,P,181248,859717,678469,4,0,0,-1,-1,-1
3092447,1507125,2936807,+,P,495841,2498808,2002967,4,0,0,-1,-1,-1
3092447,1564968,2936807,+,P,437998,2440965,2002967,4,0,0,-1,-1,-1
3103283,706654,2909923,+,P,1043108,2792871,1749763,6,0,0,-1,-1,-1
3103283,1632711,2909923,+,P,117051,1866814,1749763,6,0,0,-1,-1,-1
3104641,348079,2731979,+,P,147927,643934,496007,4,0,0,-1,-1,-1
3110963,494477,2897731,+,P,1123861,2742200,1618339,4,0,0,-1,-1,-1
3110963,1462808,2897731,+,P,155530,1773869,1618339,4,0,0,-1,-1,-1
3112661,385130,2739673,+,P,116614,618359,501745,4,0,0,-1,-1,-1
3113039,628687,2821867,+,P,446147,1520982,1074835,4,0,0,-1,-1,-1
3120697,530223,2808721,+,P,406641,1343506,936865,4,0,0,-1,-1,-1
3120899,1468779,2963971,+,P,553623,2576026,2022403,10,0,0,-1,-1,-1
3120899,1634458,2963971,+,P,387944,2410347,2022403,10,0,0,-1,-1,-1
3123317,721058,2805367,+,P,176608,1074275,897667,6,2,0,838245,117187,117187
3132917,246803,2817599,+,P,678887,1604578,925691,8,0,0,-1,-1,-1
3133931,261962,2751293,-,M+,120675,193502,72827,4,0,0,-1,-1,-1
3140233,140697,2994469,-,M+,5066,1979187,1974121,8,0,0,-1,-1,-1
3141419,95142,2903627,+,P,1381732,2858607,1476875,6,0,0,-1,-1,-1
3141419,1431855,2903627,+,P,45019,1521894,1476875,6,0,0,-1,-1,-1
3145547,149123,2941753,-,M+,54670,1569865,1515195,4,0,0,-1,-1,-1
3151007,469789,2829223,+,P,428729,1327248,898519,4,0,0,-1,-1,-1
3163799,973466,2884351,+,P,234196,1441859,1207663,4,2,0,995681,22215,22215
3166333,702763,2920409,+,P,742101,2186966,1444865,8,2,0,1130768,428005,428005
3166333,711422,2920409,+,P,733442,2178307,1444865,8,2,0,1130768,419346,419346
3174167,149601,2820673,+,P,550107,1249816,699709,10,2,0,270460,120859,120859
3180337,256509,2791681,+,P,203235,662980,459745,6,2,0,39025,217484,217484
3182203,214212,2781797,-,M-,165148,186193,21045,4,6,0,1056662,842450,842450
3187643,90388,2963437,-,M+,133817,1527812,1393995,6,2,0,362540,272152,272152
3207119,282070,2817599,+,P,198408,678887,480479,8,2,0,765249,483179,483179
3207443,242811,2891419,+,P,752463,1747738,995275,8,4,0,200912,41899,41899
3210017,125098,3033703,-,M+,51215,1850720,1799505,4,0,0,-1,-1,-1
3212509,1262546,2941753,+,P,54670,1371887,1317217,4,2,0,828656,433890,433890
3214187,144952,2813329,-,M+,255905,263228,7323,6,0,0,-1,-1,-1
3230797,853329,3033913,+,P,999279,2851888,1852609,4,4,0,1338946,485617,485617
3230797,1670584,3033913,+,P,182024,2034633,1852609,4,4,0,1891850,221266,221266
3232597,2375831,3157181,+,P,328853,3033538,2704685,6,2,0,3081668,705837,705837
3232597,2581042,3157181,+,P,123642,2828327,2704685,6,2,0,3081668,500626,500626
3242251,211982,2943217,+,P,937030,2086043,1149013,4,2,0,1003766,791784,791784
3242251,291839,2943217,+,P,857173,2006186,1149013,4,2,0,1003766,711927,711927
3249997,231085,2921563,+,P,719873,1670832,950959,4,0,0,-1,-1,-1
3250189,329710,2906663,-,M+,13815,515796,501981,6,2,0,771952,442242,442242
3250393,46442,3082721,-,M+,121229,2030246,1909017,4,0,0,-1,-1,-1
3257377,735850,3007373,+,P,771498,2278847,1507349,4,0,0,-1,-1,-1
3257377,778823,3007373,+,P,728525,2235874,1507349,4,0,0,-1,-1,-1
3260867,371858,2941613,+,P,654230,1680319,1026089,4,0,0,-1,-1,-1
3260891,2162845,3157577,+,P,374847,2912540,2537693,4,2,0,2135120,27725,27725
3260891,2292656,3157577,+,P,245036,2782729,2537693,4,2,0,2135120,157536,157536
3261397,2119223,3172357,+,P,518893,3157010,2638117,4,0,0,-1,-1,-1
3261397,2622770,3172357,+,P,15346,2653463,2638117,4,0,0,-1,-1,-1
3261473,2173184,3156991,+,P,356914,2887013,2530099,4,0,0,-1,-1,-1
3261473,2260121,3156991,+,P,269977,2800076,2530099,4,0,0,-1,-1,-1
3264491,968085,3064363,+,P,895509,2759104,1863595,6,0,0,-1,-1,-1
3264491,1558336,3064363,+,P,305258,2168853,1863595,6,0,0,-1,-1,-1
3273937,852205,2975389,+,P,331895,1515996,1184101,4,0,0,-1,-1,-1
3280493,16699,2934751,+,P,843599,1703898,860299,4,4,0,39412,22713,22713
3285703,452361,2894443,+,P,94521,641404,546883,6,0,0,-1,-1,-1
3286841,229705,2929337,+,P,554607,1338920,784313,4,0,0,-1,-1,-1
3293681,208462,2899993,+,P,329402,867267,537865,4,4,0,1285165,1076703,1076703
3294449,313708,2910091,-,M+,70649,290234,219585,4,0,0,-1,-1,-1
3300359,371560,2944523,+,P,437946,1247453,809507,8,0,0,-1,-1,-1
3308341,872599,2967689,+,P,51177,974954,923777,4,0,0,-1,-1,-1
3309997,1802617,3182147,+,P,612429,3027476,2415047,4,2,0,2816670,1014053,1014053
3309997,2260376,3182147,+,P,154670,2569717,2415047,4,2,0,2816670,556294,556294
3311299,658539,2998097,+,P,460345,1579230,1118885,4,2,0,463285,195254,195254
3314477,169124,3071231,-,M+,74121,1442630,1368509,8,2,0,767885,598761,598761
3320791,77853,3084083,-,M+,158854,1585981,1427127,6,4,0,1374169,1296316,1296316
3326417,1686069,3184057,+,P,643827,2973724,2329897,4,2,0,1990438,304369,304369
3326417,2119564,3184057,+,P,210332,2540229,2329897,4,2,0,1990438,129126,129126
3327169,1004210,2995477,+,P,1114,1006439,1005325,4,2,0,585187,419023,419023
3333257,987307,3027457,+,P,205349,1398006,1192657,4,4,0,1212845,225538,225538
3338747,102288,3010967,-,M+,225491,941998,716507,8,2,0,933489,831201,831201
3339029,1093671,3151157,+,P,930253,2954178,2023925,4,2,0,220669,873002,873002
3339029,1826946,3151157,+,P,196978,2220903,2023925,4,2,0,3118359,1291413,1291413
3341743,370368,2982569,+,P,457156,1284681,827525,4,0,0,-1,-1,-1
3349543,243626,2989541,-,M+,116375,585902,469527,4,0,0,-1,-1,-1
3351841,327716,3000887,-,M+,23237,567446,544209,6,2,0,392867,65151,65151
3352183,92996,2965189,-,M+,293997,550228,256231,6,0,0,-1,-1,-1
3374089,124305,3088121,-,M+,161662,1248007,1086345,4,0,0,-1,-1,-1
3395177,522022,3057913,+,P,512306,1546635,1034329,4,0,0,-1,-1,-1
3397013,66911,2955053,+,P,236381,539674,303293,4,0,0,-1,-1,-1
3404377,196267,3140861,-,M+,67248,1363497,1296249,6,2,0,533093,336826,336826
3407557,481261,3087281,+,P,684363,1849988,1165625,6,0,0,-1,-1,-1
3423011,771366,3176861,+,P,928594,2628555,1699961,4,0,0,-1,-1,-1
3423011,1151655,3176861,+,P,548305,2248266,1699961,4,0,0,-1,-1,-1
3423587,428328,3126779,+,P,917602,2263533,1345931,4,0,0,-1,-1,-1
3423587,482685,3126779,+,P,863245,2209176,1345931,4,0,0,-1,-1,-1
3459373,818699,3123089,+,P,286685,1392070,1105385,10,0,0,-1,-1,-1
3463541,1879803,3309701,+,P,506857,2893518,2386661,6,2,0,2851852,972049,972049
3463541,1970478,3309701,+,P,416182,2802843,2386661,6,2,0,2851852,881374,881374
3465851,613221,3136403,+,P,546493,1706208,1159715,4,2,0,795944,182723,182723
3466069,250135,3079613,-,M+,136320,510741,374421,8,2,0,1271080,1020945,1020945
3466913,1284702,3249749,+,P,662062,2608827,1946765,4,2,0,1174513,110189,110189
3466913,1305843,3249749,+,P,640921,2587686,1946765,4,2,0,1174513,131330,131330
3472171,181459,3097781,-,M+,192930,669981,477051,6,4,0,73372,108087,108087
3472247,757852,3157277,+,P,509604,1777061,1267457,8,0,0,-1,-1,-1
3472871,235645,3079379,-,M+,157846,482781,324935,4,0,0,-1,-1,-1
3481001,181908,3075797,-,M+,223295,462664,239369,4,0,0,-1,-1,-1
3494807,1364422,3317231,+,P,887352,3139127,2251775,4,2,0,1598149,233727,233727
3494807,2073671,3317231,+,P,178103,2429878,2251775,4,2,0,1896657,177014,177014
3503849,1440901,3211049,+,P,13347,1467596,1454249,8,0,0,-1,-1,-1
3516209,285761,3086801,-,M+,143646,224591,80945,4,2,0,1003937,718176,718176
3526333,1956021,3394487,+,P,647389,3250800,2603411,4,0,0,-1,-1,-1
3526333,2459724,3394487,+,P,143686,2747097,2603411,4,0,0,-1,-1,-1
3538453,167088,3079379,+,P,157846,482781,324935,4,0,0,-1,-1,-1
3560173,2478500,3460069,+,P,380944,3240389,2859445,6,2,0,1926368,552132,552132
3560173,2639765,3460069,+,P,219679,3079124,2859445,6,2,0,1926368,713397,713397
3563719,1012922,3361607,+,P,1136012,3284947,2148935,6,0,0,-1,-1,-1
3563719,2072275,3361607,+,P,76659,2225594,2148935,6,0,0,-1,-1,-1
3578723,110170,3140551,-,M+,328001,401348,73347,4,0,0,-1,-1,-1
3589819,219299,3190909,-,M+,179610,578149,398539,4,0,0,-1,-1,-1
3593003,114657,3133541,+,P,262111,638880,376769,4,0,0,-1,-1,-1
3593981,973479,3245857,+,P,183633,1340746,1157113,4,0,0,-1,-1,-1
3608551,1754184,3465079,+,P,850062,3454309,2604247,4,0,0,-1,-1,-1
3608551,2593477,3465079,+,P,10769,2615016,2604247,4,0,0,-1,-1,-1
3610357,80961,3171053,+,P,454267,989496,535229,4,0,0,-1,-1,-1
3620153,247561,3217727,-,M+,154864,555609,400745,6,2,0,408845,161284,161284
3626837,248712,3223547,+,P,555094,1358901,803807,4,0,0,-1,-1,-1
3636839,659908,3251173,+,P,277268,1214445,937177,6,2,0,1404434,744526,744526
3639523,113190,3257603,-,M+,268729,852892,584163,4,0,0,-1,-1,-1
3668953,1482028,3368837,+,P,86112,1654253,1568141,4,2,0,1646706,164678,164678
3679999,911211,3296287,+,P,82803,1076818,994015,4,2,0,627433,283778,283778
3687433,41131,3173659,-,M-,49883,472642,422759,6,0,0,-1,-1,-1
3693883,1014673,3313399,+,P,15821,1046316,1030495,6,6,0,986946,27727,27727
3708073,232504,3251173,+,P,277268,787041,509773,6,2,0,513053,280549,280549
3710501,2009853,3544889,+,P,541363,3092580,2551217,6,2,0,3068373,1058520,1058520
3710501,2098908,3544889,+,P,452308,3003525,2551217,6,2,0,3068373,969465,969465
3717809,201165,3228143,+,P,88981,379128,290147,4,0,0,-1,-1,-1
3717893,390507,3301933,+,P,415665,1221838,806173,4,4,0,993357,602850,602850
3719899,123606,3428617,+,P,1557318,3238243,1680925,4,0,0,-1,-1,-1
3719899,1490551,3428617,+,P,190373,1871298,1680925,4,0,0,-1,-1,-1
3728407,34096,3417523,+,P,1518122,3070341,1552219,4,0,0,-1,-1,-1
3728407,1205037,3417523,+,P,347181,1899400,1552219,4,0,0,-1,-1,-1
3729997,242493,3353209,-,M+,134294,849987,715693,6,0,0,-1,-1,-1
3732083,90595,3304151,-,M+,337336,645963,308627,6,2,0,1309175,1218580,1218580
3736349,2619234,3638777,+,P,434110,3487455,3053345,6,0,0,-1,-1,-1
3736349,2902023,3638777,+,P,151321,3204666,3053345,6,0,0,-1,-1,-1
3740519,2244856,3619877,+,P,651168,3547193,2896025,6,2,0,1916737,328119,328119
3740519,2823341,3619877,+,P,72683,2968708,2896025,6,2,0,1916737,906604,906604
3748229,223769,3416639,+,P,1203329,2630428,1427099,4,0,0,-1,-1,-1
3748229,640888,3416639,+,P,786210,2213309,1427099,4,0,0,-1,-1,-1
3749029,444970,3491533,+,P,1501586,3448143,1946557,8,0,0,-1,-1,-1
3749029,1903167,3491533,+,P,43389,1989946,1946557,8,0,0,-1,-1,-1
3754241,1616301,3543523,+,P,662913,2942128,2279215,8,4,0,620776,995525,995525
3754241,1677820,3543523,+,P,601394,2880609,2279215,8,4,0,620776,1057044,1057044
3757711,21437,3625991,-,M+,110282,2814233,2703951,4,0,0,-1,-1,-1
3772229,1176571,3428617,+,P,190373,1557318,1366945,4,2,0,121092,1055479,1055479
3774469,356047,3371351,-,M+,47070,596595,549525,8,0,0,-1,-1,-1
3775763,44635,3464977,+,P,1555625,3155886,1600261,4,2,0,1616935,1572300,1572300
3775763,1291170,3464977,+,P,309090,1909351,1600261,4,2,0,1616935,325765,325765
3776683,77317,3670109,-,M+,29256,2953347,2924091,4,2,0,1726085,1648768,1648768
3782893,56164,3659179,-,M+,67549,2860730,2793181,6,0,0,-1,-1,-1
3784927,1186405,3433229,+,P,136635,1459676,1323041,6,0,0,-1,-1,-1
3787799,107348,3601681,-,M+,78769,2377624,2298855,4,0,0,-1,-1,-1
3792721,607146,3369697,+,P,224406,1055959,831553,4,0,0,-1,-1,-1
3801839,1375973,3608393,+,P,1071743,3519460,2447717,4,0,0,-1,-1,-1
3801839,2358784,3608393,+,P,88932,2536649,2447717,4,0,0,-1,-1,-1
3812719,113315,3508709,-,M+,190694,1571333,1380639,6,0,0,-1,-1,-1
3813391,2251148,3686339,+,P,672878,3596905,2924027,6,2,0,3725152,1474004,1474004
3813391,2834593,3686339,+,P,89433,3013460,2924027,6,2,0,3725152,890559,890559
3816557,1561929,3619723,+,P,876789,3315508,2438719,4,4,0,12711,1549218,1549218
3816557,2134504,3619723,+,P,304214,2742933,2438719,4,4,0,3803845,1669341,1669341
3824137,1152296,3558587,+,P,812990,2778277,1965287,4,0,0,-1,-1,-1
3824137,1184977,3558587,+,P,780309,2745596,1965287,4,0,0,-1,-1,-1
3828743,229267,3477587,-,M+,121888,1141383,1019495,4,2,0,229452,185,185
3838441,15206,3304153,+,P,83218,181643,98425,4,0,0,-1,-1,-1
3843677,143710,3449119,+,P,938060,2019831,1081771,4,2,0,34683,109027,109027
3845293,597130,3449053,+,P,474482,1546095,1071613,4,0,0,-1,-1,-1
3850813,2738505,3746767,+,P,383985,3506476,3122491,4,0,0,-1,-1,-1
3850813,2882200,3746767,+,P,240290,3362781,3122491,4,0,0,-1,-1,-1
3866201,216703,3421499,+,P,536583,1289870,753287,6,0,0,-1,-1,-1
3868031,317912,3491549,-,M+,58569,914744,856175,4,0,0,-1,-1,-1
