lo_exclusive,hi_inclusive,primes,qZ,qA,sumZ,sumA,occ,hits,maxZ,maxA,maxK,meanZ,meanA,meanAlog,heur_sum,heur_log,heur_log2,median_linear,median_norm
10000000,10250000,15484,6118,53,15494,68,68,0,8,2,1,1.0006458279514336,0.0043916300697494186,0.070839268640213615,7.8909965253425023e-06,0.00012728586283899482,0.0020531869234303303,1345360,0.13129156229991323
10250000,10500000,15546,6062,36,15386,52,52,0,12,2,1,0.98970796346327028,0.0033449118744371541,0.054036749032047721,5.3842027629712407e-06,8.6981309033527812e-05,0.0014051751864209052,771099,0.073462298529789902
10500000,10750000,15499,6131,35,15744,47,47,0,10,2,1,1.0158074714497709,0.0030324537066907542,0.049061220260688654,5.6476933116197885e-06,9.1372450275117463e-05,0.0014782893136391459,987897,0.092332112110721856
10750000,11000000,15409,5985,32,15322,43,43,0,14,2,1,0.9943539489908495,0.0027905769355571421,0.045212863703185016,5.6979176278474147e-06,9.2317531123149805e-05,0.0014957265284112947,736473,0.067684060575513072
11000000,11250000,15424,5972,45,15142,60,60,0,14,2,1,0.98171680497925307,0.0038900414937759337,0.063114777175894365,5.7593621410315927e-06,9.3443953949615244e-05,0.0015161006229370076,1612111,0.14618064525606192
11250000,11500000,15347,6057,33,15438,44,44,0,10,2,1,1.005929497621685,0.0028670098390564929,0.04658010392931887,3.3423629466628448e-06,5.4303131891690737e-05,0.00088225910240855043,1475194.5,0.12957527750526576
11500000,11750000,15418,5983,39,15420,54,54,0,10,2,1,1.0001297185108315,0.0035023997924503829,0.056979381210898655,4.6414428693697414e-06,7.5510095447269636e-05,0.0012284487119476302,554829,0.047706719098895727
11750000,12000000,15354,6100,26,15528,38,38,0,12,2,1,1.0113325517780383,0.0024749251009508924,0.040316396020556804,5.0476722731106095e-06,8.2226308289702653e-05,0.0013394621142443304,750785,0.063888456083510042
12000000,12250000,15298,6069,41,15496,54,54,0,10,2,1,1.0129428683488038,0.0035298731860373906,0.05757498494695662,4.9469132217935712e-06,8.0688013213981949e-05,0.0013160844317497921,1485615.5,0.12188939373481963
12250000,12500000,15345,6024,42,15392,58,58,0,8,2,1,1.0030628869338547,0.0037797328119908765,0.061727530417224091,5.3306273773005713e-06,8.7055482475199549e-05,0.0014217195261597157,1238825.5,0.10029149575790883
12500000,12750000,15323,6050,25,15284,31,31,0,12,2,1,0.9974548065000326,0.0020231025256150885,0.033080132841277594,2.2135904490913735e-06,3.6194836981809882e-05,0.0005918286396101606,922235,0.073288067832573314
12750000,13000000,15226,5954,40,15142,57,57,0,10,2,1,0.99448312097727576,0.0037435964797057665,0.061285661779673074,4.3457294186930012e-06,7.1143058495697496e-05,0.0011646686400563924,612115,0.047581739111334218
13000000,13250000,15194,5859,34,15004,46,46,0,10,2,1,0.98749506384098984,0.0030275108595498221,0.049620991895243535,4.1182710196982118e-06,6.7498582951820574e-05,0.001106303756773558,1276985,0.096498294937467685
13250000,13500000,15194,5864,33,14818,50,50,0,10,2,1,0.97525338949585361,0.00329077267342372,0.053997952648237278,4.3343994284896168e-06,7.1122717466419461e-05,0.0011670454057739698,1493129.5,0.11226001127742216
13500000,13750000,15237,6048,32,15344,44,44,0,10,2,1,1.0070223797335434,0.0028877075539804425,0.047437575870223639,2.6319632946383295e-06,4.3236358302609178e-05,0.00071026168301047002,1699589,0.12440072840333091
13750000,14000000,15200,6021,40,15326,51,51,0,10,2,1,1.0082894736842105,0.003355263157894737,0.055179313164304959,4.1825133725564363e-06,6.8783938647302159e-05,0.0011311930876012968,2086556,0.15045939540525996
14000000,14250000,15160,5899,37,14944,51,51,0,10,2,1,0.98575197889182054,0.0033641160949868074,0.055384980117733226,4.2490954548295844e-06,6.9954799608367869e-05,0.001151697823753214,1985550,0.14135603857345783
14250000,14500000,15218,6105,33,15568,44,44,0,12,2,1,1.0229990800367985,0.0028913129189118147,0.047651731526120268,1.8115020749667348e-06,2.985536777105842e-05,0.00049204635040869154,1763202,0.1228287729696755
14500000,14750000,15144,5830,37,14790,54,54,0,10,2,1,0.97662440570522979,0.0035657686212361333,0.058828917020499111,3.8289381273923666e-06,6.3170751470380978e-05,0.0010422064051607781,777228.5,0.052977867484978083
14750000,15000000,15105,6070,38,15372,53,53,0,10,2,1,1.0176762661370407,0.0035087719298245615,0.057948043892617429,4.4430356313173619e-06,7.3377588777311884e-05,0.0012118450045325987,1599051,0.10818457526595203
