X,rank_abs_C,p,q,r,zp,zq,zr,Hpqr,den,base_num,single_total_num,pair_total_num,primitive_num,lower_exact,C_exact,C_decimal,abs_C_decimal,total_excess_exact,scaled_reconstruction_error
128,20,151,163,193,2,2,4,0,4750309,262144,288,91616,-354048,354048/4750309,-354048/4750309,-0.074531572577699684,0.074531572577699684,-262144/4750309,0
128,21,139,151,163,2,2,2,0,3421207,131072,120,107302,-238494,238494/3421207,-238494/3421207,-0.069710485217643947,0.069710485217643947,-131072/3421207,0
128,22,181,193,241,4,4,2,0,8418853,524288,688,54728,-579704,579704/8418853,-579704/8418853,-0.068857836097150057,0.068857836097150057,-524288/8418853,0
128,23,181,193,227,4,4,2,0,7929791,524288,-720,17176,-540744,540744/7929791,-540744/7929791,-0.068191456748355667,0.068191456748355667,-524288/7929791,0
128,24,139,179,193,2,2,4,0,4802033,262144,536,55714,-318394,318394/4802033,-318394/4802033,-0.066304000826316684,0.066304000826316684,-262144/4802033,0
128,25,139,163,193,2,2,4,0,4372801,262144,584,4226,-266954,266954/4372801,-266954/4372801,-0.061048741984828486,0.061048741984828486,-262144/4372801,0
128,26,139,151,181,2,2,4,0,3799009,262144,224,-31136,-231232,231232/3799009,-231232/3799009,-0.060866399632114584,0.060866399632114584,-262144/3799009,0
128,27,181,233,241,4,2,2,0,10163693,262144,688,347768,-610600,610600/10163693,-610600/10163693,-0.060076588303090227,0.060076588303090227,-262144/10163693,0
128,28,163,181,233,2,4,2,0,6874199,262144,584,148646,-411374,411374/6874199,-411374/6874199,-0.059843190457535486,0.059843190457535486,-262144/6874199,0
128,29,139,163,181,2,2,4,0,4100917,262144,192,-18630,-243706,243706/4100917,-243706/4100917,-0.059427196405096715,0.059427196405096715,-262144/4100917,0
128,30,139,181,197,2,4,2,0,4956323,262144,-296,29284,-291132,291132/4956323,-291132/4956323,-0.058739513143110329,0.058739513143110329,-262144/4956323,0
128,31,181,211,233,4,2,2,0,8898503,262144,1808,246168,-510120,510120/8898503,-510120/8898503,-0.057326496378098654,0.057326496378098654,-262144/8898503,0
128,32,139,193,227,2,4,2,0,6089729,262144,-16,84782,-346910,346910/6089729,-346910/6089729,-0.056966410163736353,0.056966410163736353,-262144/6089729,0
128,33,139,193,197,2,4,2,0,5284919,262144,96,38368,-300608,300608/5284919,-300608/5284919,-0.05688034196929035,0.05688034196929035,-262144/5284919,0
128,34,163,181,211,2,4,2,0,6225133,262144,1088,87094,-350326,350326/6225133,-350326/6225133,-0.056276066712148964,0.056276066712148964,-262144/6225133,0
128,35,181,191,233,4,2,2,0,8055043,262144,1296,180952,-444392,444392/8055043,-444392/8055043,-0.055169413744904902,0.055169413744904902,-262144/8055043,0
128,36,179,181,241,2,4,2,0,7808159,262144,-80,167000,-429064,429064/7808159,-429064/7808159,-0.054950725260589597,0.054950725260589597,-262144/7808159,0
128,37,163,181,197,2,4,2,0,5812091,262144,-624,51990,-313510,313510/5812091,-313510/5812091,-0.053940999891433222,0.053940999891433222,-262144/5812091,0
128,38,179,181,233,2,4,2,0,7548967,262144,536,142728,-405408,405408/7548967,-405408/7548967,-0.053703771655115196,0.053703771655115196,-262144/7548967,0
128,39,139,193,211,2,4,2,0,5660497,262144,1808,38638,-302590,302590/5660497,-302590/5660497,-0.053456436775781352,0.053456436775781352,-262144/5660497,0
128,40,163,193,227,2,4,2,0,7141193,262144,-344,112424,-374224,374224/7141193,-374224/7141193,-0.052403568983501778,0.052403568983501778,-262144/7141193,0
128,41,139,179,181,2,2,4,0,4503461,262144,144,-27684,-234604,234604/4503461,-234604/4503461,-0.052094156027997135,0.052094156027997135,-262144/4503461,0
128,42,193,227,233,4,2,2,0,10207963,262144,376,256246,-518766,518766/10207963,-518766/10207963,-0.050819737493170772,0.050819737493170772,-262144/10207963,0
128,43,151,181,241,2,4,2,0,6586771,262144,0,72312,-334456,334456/6586771,-334456/6586771,-0.050776928482863609,0.050776928482863609,-262144/6586771,0
128,44,151,193,227,2,4,2,0,6615461,262144,-312,72040,-333872,333872/6615461,-333872/6615461,-0.050468440521378631,0.050468440521378631,-262144/6615461,0
128,45,179,181,211,2,4,2,0,6836189,262144,1040,78360,-341544,341544/6836189,-341544/6836189,-0.049961169885736047,0.049961169885736047,-262144/6836189,0
128,46,163,179,181,2,2,4,0,5281037,262144,-184,1574,-263534,263534/5281037,-263534/5281037,-0.049901941607301749,0.049901941607301749,-262144/5281037,0
128,47,181,191,197,4,2,2,0,6810487,262144,88,76232,-338464,338464/6810487,-338464/6810487,-0.049697473910456036,0.049697473910456036,-262144/6810487,0
128,48,163,193,211,2,4,2,0,6637849,262144,1480,63208,-326832,326832/6637849,-326832/6637849,-0.049237637071888801,0.049237637071888801,-262144/6637849,0
128,49,193,211,233,4,2,2,0,9488459,262144,2200,198070,-462414,462414/9488459,-462414/9488459,-0.048734362450214522,0.048734362450214522,-262144/9488459,0
128,50,139,181,241,2,4,2,0,6063319,262144,296,31208,-293648,293648/6063319,-293648/6063319,-0.048430240929101705,0.048430240929101705,-262144/6063319,0
128,51,191,193,227,2,4,2,0,8367901,262144,368,131354,-393866,393866/8367901,-393866/8367901,-0.04706867349410563,0.04706867349410563,-262144/8367901,0
128,52,151,193,211,2,4,2,0,6149173,262144,1512,24360,-288016,288016/6149173,-288016/6149173,-0.046838168319544758,0.046838168319544758,-262144/6149173,0
128,53,139,181,233,2,4,2,0,5862047,262144,912,9496,-272552,272552/5862047,-272552/5862047,-0.046494338922905255,0.046494338922905255,-262144/5862047,0
128,54,179,181,191,2,4,2,0,6188209,262144,528,21784,-284456,284456/6188209,-284456/6188209,-0.045967419652439015,0.045967419652439015,-262144/6188209,0
128,55,193,197,211,4,2,2,0,8022431,262144,992,98030,-361166,361166/8022431,-361166/8022431,-0.045019520890862134,0.045019520890862134,-262144/8022431,0
128,56,179,193,233,2,4,2,0,8049451,262144,928,91558,-354630,354630/8049451,-354630/8049451,-0.044056420742234467,0.044056420742234467,-262144/8049451,0
128,57,151,181,211,2,4,2,0,5766841,262144,1120,-9608,-253656,253656/5766841,-253656/5766841,-0.043985259867577411,0.043985259867577411,-262144/5766841,0
128,58,139,193,233,2,4,2,0,6250691,262144,1304,8140,-271588,271588/6250691,-271588/6250691,-0.043449276248018018,0.043449276248018018,-262144/6250691,0
128,59,139,151,179,2,2,2,0,3757031,131072,96,31906,-163074,163074/3757031,-163074/3757031,-0.043405018484010377,0.043405018484010377,-131072/3757031,0
128,60,181,227,241,4,2,2,0,9901967,262144,-632,165804,-427316,427316/9901967,-427316/9901967,-0.043154658059353257,0.043154658059353257,-262144/9901967,0
128,61,163,179,193,2,2,4,0,5631161,262144,208,-25384,-236968,236968/5631161,-236968/5631161,-0.042081552987030563,0.042081552987030563,-262144/5631161,0
128,62,163,193,233,2,4,2,0,7329947,262144,976,36934,-300054,300054/7329947,-300054/7329947,-0.040935357377072441,0.040935357377072441,-262144/7329947,0
128,63,139,181,211,2,4,2,0,5308549,262144,1416,-47832,-215728,1552/38191,-1552/38191,-0.04063784661307638,0.04063784661307638,-262144/5308549,0
128,64,151,181,197,2,4,2,0,5384207,262144,-592,-43368,-218184,218184/5384207,-218184/5384207,-0.040522959091283083,0.040522959091283083,-262144/5384207,0
128,65,181,211,251,4,2,2,0,9585941,262144,24,124460,-386628,386628/9585941,-386628/9585941,-0.040332816569599167,0.040332816569599167,-262144/9585941,0
128,66,151,163,227,2,2,2,0,5587151,131072,-344,89488,-220216,220216/5587151,-220216/5587151,-0.039414721384834595,0.039414721384834595,-131072/5587151,0
128,67,163,181,241,2,4,2,0,7110223,262144,-32,14762,-276874,276874/7110223,-276874/7110223,-0.038940269524598593,0.038940269524598593,-262144/7110223,0
128,68,151,179,193,2,2,4,0,5216597,262144,240,-61160,-201224,201224/5216597,-201224/5216597,-0.038573805873829241,0.038573805873829241,-262144/5216597,0
128,69,151,181,191,2,4,2,0,5220221,262144,608,-61704,-201048,201048/5220221,-201048/5220221,-0.038513311984301045,0.038513311984301045,-262144/5220221,0
128,70,151,163,211,2,2,2,0,5193343,131072,568,67568,-199208,199208/5193343,-199208/5193343,-0.038358336816959715,0.038358336816959715,-131072/5193343,0
128,71,181,197,251,4,2,2,0,8949907,262144,-1688,79500,-339956,339956/8949907,-339956/8949907,-0.037984305311775865,0.037984305311775865,-262144/8949907,0
128,72,151,163,197,2,2,2,0,4848761,131072,-288,51696,-182480,182480/4848761,-182480/4848761,-0.037634356488183272,0.037634356488183272,-131072/4848761,0
128,73,139,151,251,2,2,2,0,5268239,131072,-412,66680,-197340,197340/5268239,-197340/5268239,-0.037458437250094387,0.037458437250094387,-131072/5268239,0
128,74,191,193,233,2,4,2,0,8589079,262144,1688,57208,-321040,321040/8589079,-321040/8589079,-0.037377697888213629,0.037377697888213629,-262144/8589079,0
128,75,139,163,197,2,2,2,0,4463429,131072,-140,35748,-166680,166680/4463429,-166680/4463429,-0.037343486364407277,0.037343486364407277,-131072/4463429,0
128,76,179,191,193,2,2,4,0,6598477,262144,920,-17206,-245858,245858/6598477,-245858/6598477,-0.037259810104665059,0.037259810104665059,-262144/6598477,0
128,77,151,163,191,2,2,2,0,4701083,131072,312,42960,-174344,174344/4701083,-174344/4701083,-0.037085922541678161,0.037085922541678161,-131072/4701083,0
128,78,181,191,251,4,2,2,0,8677321,262144,-488,56364,-318020,318020/8677321,-318020/8677321,-0.036649560388511616,0.036649560388511616,-262144/8677321,0
128,79,139,151,241,2,2,2,0,5058349,131072,172,53912,-185156,185156/5058349,-185156/5058349,-0.036604038195071159,0.036604038195071159,-131072/5058349,0
128,80,151,163,179,2,2,2,0,4405727,131072,-68,28648,-159652,159652/4405727,-159652/4405727,-0.036237379211194881,0.036237379211194881,-131072/4405727,0
128,81,181,211,241,4,2,2,0,9204031,262144,1192,69084,-332420,332420/9204031,-332420/9204031,-0.036116784048206702,0.036116784048206702,-262144/9204031,0
128,82,139,151,227,2,2,2,0,4764503,131072,-180,38376,-169268,169268/4764503,-169268/4764503,-0.035526895460030142,0.035526895460030142,-131072/4764503,0
128,83,193,233,241,4,2,2,0,10837529,262144,1080,116498,-379722,379722/10837529,-379722/10837529,-0.035037691709982964,0.035037691709982964,-262144/10837529,0
128,84,181,197,241,4,2,2,0,8593337,262144,-520,38740,-300364,300364/8593337,-300364/8593337,-0.034953127056462467,0.034953127056462467,-262144/8593337,0
128,85,139,197,251,2,2,2,0,6873133,131072,-672,109770,-240170,240170/6873133,-240170/6873133,-0.034943307513473111,0.034943307513473111,-131072/6873133,0
128,86,151,179,181,2,2,4,0,4892249,262144,-152,-92056,-169936,169936/4892249,-169936/4892249,-0.03473576263186931,0.03473576263186931,-262144/4892249,0
128,87,163,181,227,2,4,2,0,6697181,262144,-736,-29574,-231834,231834/6697181,-231834/6697181,-0.034616654380402741,0.034616654380402741,-262144/6697181,0
128,88,193,227,251,4,2,2,0,10996561,262144,-1408,119574,-380310,380310/10996561,-380310/10996561,-0.034584448719922528,0.034584448719922528,-262144/10996561,0
128,89,139,163,179,2,2,2,0,4055603,131072,80,8560,-139712,139712/4055603,-139712/4055603,-0.034449131238930439,0.034449131238930439,-131072/4055603,0
128,90,139,191,193,2,2,4,0,5123957,262144,1296,-87184,-176256,176256/5123957,-176256/5123957,-0.034398415131118389,0.034398415131118389,-262144/5123957,0
128,91,139,181,191,2,4,2,0,4805369,262144,904,-98008,-165040,165040/4805369,-165040/4805369,-0.034344917112504786,0.034344917112504786,-262144/4805369,0
128,92,163,193,197,2,4,2,0,6197423,262144,-232,-49282,-212630,212630/6197423,-212630/6197423,-0.034309421835495173,0.034309421835495173,-262144/6197423,0
128,93,181,191,241,4,2,2,0,8331611,262144,680,21868,-284692,284692/8331611,-284692/8331611,-0.034170102276738556,0.034170102276738556,-262144/8331611,0
128,94,179,193,241,2,4,2,0,8325827,262144,312,20484,-282940,282940/8325827,-282940/8325827,-0.033983410897199764,0.033983410897199764,-262144/8325827,0
128,95,181,197,233,4,2,2,0,8308081,262144,96,19620,-281860,281860/8308081,-281860/8308081,-0.033926005295326321,0.033926005295326321,-262144/8308081,0
128,96,179,193,227,2,4,2,0,7842169,262144,-392,3748,-265500,265500/7842169,-265500/7842169,-0.033855429537414966,0.033855429537414966,-262144/7842169,0
128,97,139,151,211,2,2,2,0,4428679,131072,732,17992,-149796,149796/4428679,-149796/4428679,-0.033824081627952717,0.033824081627952717,-131072/4428679,0
128,98,181,191,227,4,2,2,0,7847617,262144,-24,1388,-263508,263508/7847617,-263508/7847617,-0.033578091285545661,0.033578091285545661,-262144/7847617,0
128,99,163,191,193,2,2,4,0,6008669,262144,968,-66454,-196658,196658/6008669,-196658/6008669,-0.032729045317690157,0.032729045317690157,-262144/6008669,0
128,100,139,179,241,2,2,2,0,5996321,131072,132,62358,-193562,193562/5996321,-193562/5996321,-0.032280126430856523,0.032280126430856523,-131072/5996321,0
128,101,139,197,211,2,2,2,0,5777813,131072,472,53722,-185266,185266/5777813,-185266/5777813,-0.032065073757146519,0.032065073757146519,-131072/5777813,0
128,102,139,151,191,2,2,2,0,4008899,131072,476,-4696,-126852,126852/4008899,-126852/4008899,-0.031642603118711643,0.031642603118711643,-131072/4008899,0
128,103,139,179,233,2,2,2,0,5797273,131072,440,51566,-183078,183078/5797273,-183078/5797273,-0.031580020468244291,0.031580020468244291,-131072/5797273,0
128,104,193,211,251,4,2,2,0,10221473,262144,416,59094,-321654,321654/10221473,-321654/10221473,-0.031468458606699834,0.031468458606699834,-262144/10221473,0
128,105,191,193,197,2,4,2,0,7262011,262144,480,-37072,-225552,225552/7262011,-225552/7262011,-0.031059165291817927,0.031059165291817927,-262144/7262011,0
128,106,227,233,241,2,2,2,0,12746731,131072,52,261684,-392808,392808/12746731,-392808/12746731,-0.030816371664232969,0.030816371664232969,-131072/12746731,0
128,107,139,193,241,2,4,2,0,6465307,262144,688,-65494,-197338,197338/6465307,-197338/6465307,-0.030522603180328484,0.030522603180328484,-262144/6465307,0
128,108,151,193,197,2,4,2,0,5741171,262144,-200,-86786,-175158,175158/5741171,-175158/5741171,-0.03050910694003018,0.03050910694003018,-262144/5741171,0
128,109,191,227,251,2,2,2,0,10882607,131072,-536,200956,-331492,331492/10882607,-331492/10882607,-0.030460715892800319,0.030460715892800319,-131072/10882607,0
128,110,197,211,251,2,2,2,0,10433317,131072,-224,183132,-313980,313980/10433317,-313980/10433317,-0.030093976824436562,0.030093976824436562,-131072/10433317,0
128,111,179,233,241,2,2,2,0,10051387,131072,328,170124,-301524,301524/10051387,-301524/10051387,-0.02999824800298705,0.02999824800298705,-131072/10051387,0
128,112,181,191,211,4,2,2,0,7294481,262144,1800,-46732,-217212,217212/7294481,-217212/7294481,-0.029777581160332037,0.029777581160332037,-262144/7294481,0
128,113,191,227,233,2,2,2,0,10102181,131072,356,169076,-300504,300504/10102181,-300504/10102181,-0.029746447821514976,0.029746447821514976,-131072/10102181,0
128,114,151,227,251,2,2,2,0,8603527,131072,-876,125156,-255352,255352/8603527,-255352/8603527,-0.029679920804572359,0.029679920804572359,-131072/8603527,0
128,115,139,179,211,2,2,2,0,5249891,131072,692,23078,-154842,154842/5249891,-154842/5249891,-0.029494326644115089,0.029494326644115089,-131072/5249891,0
128,116,191,197,251,2,2,2,0,9444377,131072,-480,147804,-278396,278396/9444377,-278396/9444377,-0.029477434032970096,0.029477434032970096,-131072/9444377,0
128,117,139,227,251,2,2,2,0,7919803,131072,-728,101916,-232260,232260/7919803,-232260/7919803,-0.029326487035094179,0.029326487035094179,-131072/7919803,0
128,118,139,163,233,2,2,2,0,5279081,131072,464,23262,-154798,154798/5279081,-154798/5279081,-0.029322906771083831,0.029322906771083831,-131072/5279081,0
128,119,151,227,241,2,2,2,0,8260757,131072,-292,108868,-239648,239648/8260757,-239648/8260757,-0.029010416357726054,0.029010416357726054,-131072/8260757,0
128,120,163,227,233,2,2,2,0,8621233,131072,0,118268,-249340,249340/8621233,-249340/8621233,-0.028921617128315636,0.028921617128315636,-131072/8621233,0
128,121,139,233,241,2,2,2,0,7805267,131072,516,93908,-225496,225496/7805267,-225496/7805267,-0.028890235273181557,0.028890235273181557,-131072/7805267,0
128,122,139,163,227,2,2,2,0,5143139,131072,-196,17334,-148210,148210/5143139,-148210/5143139,-0.028817031777675074,0.028817031777675074,-131072/5143139,0
128,123,151,191,193,2,2,4,0,5566313,262144,1000,-103382,-159762,159762/5566313,-159762/5566313,-0.02870158397488607,0.02870158397488607,-262144/5566313,0
128,124,151,211,251,2,2,2,0,7997111,131072,36,97604,-228712,228712/7997111,-228712/7997111,-0.028599327932299551,0.028599327932299551,-131072/7997111,0
128,125,179,211,233,2,2,2,0,8800177,131072,888,119564,-251524,251524/8800177,-251524/8800177,-0.028581697845395611,0.028581697845395611,-131072/8800177,0
128,126,139,227,241,2,2,2,0,7604273,131072,-144,86108,-217036,217036/7604273,-217036/7604273,-0.028541321438617474,0.028541321438617474,-131072/7604273,0
128,127,139,211,251,2,2,2,0,7361579,131072,184,75132,-206388,206388/7361579,-206388/7361579,-0.028035833073312123,0.028035833073312123,-131072/7361579,0
128,128,139,227,233,2,2,2,0,7351849,131072,164,73780,-205016,205016/7351849,-205016/7351849,-0.02788631812214859,0.02788631812214859,-131072/7351849,0
128,129,163,211,233,2,2,2,0,8013569,131072,912,91100,-223084,223084/8013569,-223084/8013569,-0.027838282792598402,0.027838282792598402,-131072/8013569,0
128,130,151,197,251,2,2,2,0,7466497,131072,-820,76804,-207056,207056/7466497,-207056/7466497,-0.027731344430996223,0.027731344430996223,-131072/7466497,0
128,131,179,191,233,2,2,2,0,7966037,131072,632,87116,-218820,218820/7966037,-218820/7966037,-0.027469116701315847,0.027469116701315847,-131072/7966037,0
128,132,151,163,233,2,2,2,0,5734829,131072,316,25338,-156726,156726/5734829,-156726/5734829,-0.027328800911064655,0.027328800911064655,-131072/5734829,0
128,133,151,163,251,2,2,2,0,6177863,131072,-576,38270,-168766,168766/6177863,-168766/6177863,-0.027317860561168156,0.027317860561168156,-131072/6177863,0
128,134,139,179,191,2,2,2,0,4752271,131072,436,-1850,-129658,129658/4752271,-129658/4752271,-0.027283376726621861,0.027283376726621861,-131072/4752271,0
128,135,151,191,251,2,2,2,0,7239091,131072,-220,65956,-196808,196808/7239091,-196808/7239091,-0.027186838789566257,0.027186838789566257,-131072/7239091,0
128,136,193,197,227,4,2,2,0,8630767,262144,-832,-27278,-234034,234034/8630767,-234034/8630767,-0.027116245867835384,0.027116245867835384,-262144/8630767,0
128,137,181,227,251,4,2,2,0,10312837,262144,-1800,19056,-279400,279400/10312837,-279400/10312837,-0.027092447984972515,0.027092447984972515,-262144/10312837,0
128,138,151,181,233,2,4,2,0,6368123,262144,616,-90900,-171860,171860/6368123,-171860/6368123,-0.026987544053404748,0.026987544053404748,-262144/6368123,0
128,139,151,163,241,2,2,2,0,5931733,131072,8,27802,-158882,158882/5931733,-158882/5931733,-0.026785089618834832,0.026785089618834832,-131072/5931733,0
128,140,139,163,211,2,2,2,0,4780627,131072,716,-3818,-127970,127970/4780627,-127970/4780627,-0.026768455267478512,0.026768455267478512,-131072/4780627,0
128,141,151,193,241,2,4,2,0,7023463,262144,392,-76892,-185644,185644/7023463,-185644/7023463,-0.026431975223618322,0.026431975223618322,-262144/7023463,0
128,142,163,191,233,2,2,2,0,7253989,131072,656,59932,-191660,191660/7253989,-191660/7253989,-0.026421324873803918,0.026421324873803918,-131072/7253989,0
128,143,139,211,233,2,2,2,0,6833657,131072,1076,48148,-180296,180296/6833657,-180296/6833657,-0.026383530809345569,0.026383530809345569,-131072/6833657,0
128,144,139,191,251,2,2,2,0,6663799,131072,-72,44444,-175444,175444/6663799,-175444/6663799,-0.026327924956920219,0.026327924956920219,-131072/6663799,0
128,145,151,181,251,2,4,2,0,6860081,262144,-1168,-80516,-180460,180460/6860081,-180460/6860081,-0.026305811840997211,0.026305811840997211,-262144/6860081,0
128,146,163,191,227,2,2,2,0,7067191,131072,-4,52756,-183824,183824/7067191,-183824/7067191,-0.026010900228959428,0.026010900228959428,-131072/7067191,0
128,147,163,179,233,2,2,2,0,6798241,131072,276,41684,-173032,173032/6798241,-173032/6798241,-0.025452466307093261,0.025452466307093261,-131072/6798241,0
128,148,179,181,197,2,4,2,0,6382603,262144,-672,-99588,-161884,161884/6382603,-161884/6382603,-0.025363319636204851,0.025363319636204851,-262144/6382603,0
128,149,151,179,241,2,2,2,0,6513989,131072,-16,33052,-164108,164108/6513989,-164108/6513989,-0.025193165048329066,0.025193165048329066,-131072/6513989,0
128,150,163,197,211,2,2,2,0,6775421,131072,308,38452,-169832,169832/6775421,-169832/6775421,-0.025065896274194623,0.025065896274194623,-131072/6775421,0
128,151,151,191,227,2,2,2,0,6546907,131072,12,32660,-163744,163744/6546907,-163744/6546907,-0.025010894457489621,0.025010894457489621,-131072/6546907,0
128,152,139,179,197,2,2,2,0,4901557,131072,-164,-8778,-122130,122130/4901557,-122130/4901557,-0.02491657242790403,0.02491657242790403,-131072/4901557,0
128,153,139,191,233,2,2,2,0,6185917,131072,820,18900,-150792,150792/6185917,-150792/6185917,-0.024376660727908245,0.024376660727908245,-131072/6185917,0
128,154,139,163,191,2,2,2,0,4327487,131072,460,-27466,-104066,104066/4327487,-104066/4327487,-0.024047674782154169,0.024047674782154169,-131072/4327487,0
128,155,151,197,211,2,2,2,0,6276617,131072,324,18836,-150232,712/29747,-712/29747,-0.023935186741520155,0.023935186741520155,-131072/6276617,0
128,156,139,191,227,2,2,2,0,6026623,131072,160,12300,-143532,143532/6026623,-143532/6026623,-0.023816323005437706,0.023816323005437706,-131072/6026623,0
128,157,191,193,211,2,4,2,0,7778093,262144,2192,-82650,-181686,181686/7778093,-181686/7778093,-0.023358681877421624,0.023358681877421624,-262144/7778093,0
128,158,163,179,211,2,2,2,0,6156347,131072,528,11084,-142684,142684/6156347,-142684/6156347,-0.023176731266122588,0.023176731266122588,-131072/6156347,0
128,159,163,191,197,2,2,2,0,6133201,131072,52,10164,-141288,141288/6133201,-141288/6133201,-0.023036583995861216,0.023036583995861216,-131072/6133201,0
128,160,197,227,251,2,2,2,0,11224469,131072,-1136,124190,-254126,254126/11224469,-254126/11224469,-0.022640358310045669,0.022640358310045669,-131072/11224469,0
128,161,227,233,251,2,2,2,0,13275641,131072,-532,164286,-294826,294826/13275641,-294826/13275641,-0.022208042534443348,0.022208042534443348,-131072/13275641,0
128,162,139,181,251,2,4,2,0,6314909,262144,-872,-122580,-138692,138692/6314909,-138692/6314909,-0.02196262844009312,0.02196262844009312,-262144/6314909,0
128,163,211,233,241,2,2,2,0,11848283,131072,964,127822,-259858,259858/11848283,-259858/11848283,-0.021932122991998083,0.021932122991998083,-131072/11848283,0
128,164,191,211,251,2,2,2,0,10115551,131072,376,90242,-221690,221690/10115551,-221690/10115551,-0.021915761187897724,0.021915761187897724,-131072/10115551,0
128,165,151,179,211,2,2,2,0,5703119,131072,544,-7668,-123948,123948/5703119,-123948/5703119,-0.021733370809902442,0.021733370809902442,-131072/5703119,0
128,166,181,233,251,4,2,2,0,10585423,262144,-480,-32432,-229232,229232/10585423,-229232/10585423,-0.021655440694245284,0.021655440694245284,-262144/10585423,0
128,167,191,233,241,2,2,2,0,10725223,131072,708,100054,-231834,231834/10725223,-231834/10725223,-0.02161577432935427,0.02161577432935427,-131072/10725223,0
128,168,151,191,197,2,2,2,0,5681677,131072,68,-8492,-122648,122648/5681677,-122648/5681677,-0.021586584383448761,0.021586584383448761,-131072/5681677,0
128,169,151,181,227,2,4,2,0,6204137,262144,-704,-127812,-133628,133628/6204137,-133628/6204137,-0.021538531466987271,0.021538531466987271,-262144/6204137,0
128,170,179,227,241,2,2,2,0,9792553,131072,-332,80098,-210838,210838/9792553,-210838/9792553,-0.021530442572023863,0.021530442572023863,-131072/9792553,0
128,171,139,151,233,2,2,2,0,4890437,131072,480,-26350,-105202,105202/4890437,-105202/4890437,-0.021511779008706176,0.021511779008706176,-131072/4890437,0
128,172,211,233,251,2,2,2,0,12339913,131072,380,131486,-262938,262938/12339913,-262938/12339913,-0.02130792980469149,0.02130792980469149,-131072/12339913,0
128,173,191,227,241,2,2,2,0,10449037,131072,48,91006,-222126,222126/10449037,-222126/10449037,-0.021258035549113281,0.021258035549113281,-131072/10449037,0
128,174,163,227,251,2,2,2,0,9287251,131072,-892,66306,-196486,196486/9287251,-196486/9287251,-0.021156529526336697,0.021156529526336697,-131072/9287251,0
128,175,163,233,241,2,2,2,0,9152939,131072,352,61174,-192598,192598/9152939,-192598/9152939,-0.0210422029470534,0.0210422029470534,-131072/9152939,0
128,176,151,233,241,2,2,2,0,8479103,131072,368,46590,-178030,178030/8479103,-178030/8479103,-0.020996324729160621,0.020996324729160621,-131072/8479103,0
128,177,179,227,233,2,2,2,0,9467489,131072,-24,66490,-197538,197538/9467489,-197538/9467489,-0.020864877688265601,0.020864877688265601,-131072/9467489,0
128,178,163,179,191,2,2,2,0,5572807,131072,272,-15764,-115580,115580/5572807,-115580/5572807,-0.02073999691717298,0.02073999691717298,-131072/5572807,0
128,179,193,197,251,4,2,2,0,9543271,262144,-1296,-63252,-197596,197596/9543271,-197596/9543271,-0.020705269713078463,0.020705269713078463,-262144/9543271,0
128,180,193,241,251,4,2,2,0,11674763,262144,-704,-502086,240646,-240646/11674763,240646/11674763,0.020612495517039617,0.020612495517039617,-262144/11674763,0
128,181,163,227,241,2,2,2,0,8917241,131072,-308,52798,-183562,183562/8917241,-183562/8917241,-0.02058506661421397,0.02058506661421397,-131072/8917241,0
128,182,191,211,233,2,2,2,0,9390133,131072,1268,59514,-191854,191854/9390133,-191854/9390133,-0.020431446498148643,0.020431446498148643,-131072/9390133,0
128,183,179,211,251,2,2,2,0,9480019,131072,-4,59570,-190638,190638/9480019,-190638/9480019,-0.020109453367129326,0.020109453367129326,-131072/9480019,0
128,184,191,233,251,2,2,2,0,11170253,131072,124,93278,-224474,224474/11170253,-224474/11170253,-0.020095695236267253,0.020095695236267253,-131072/11170253,0
128,185,139,197,241,2,2,2,0,6599303,131072,-88,208,-131192,131192/6599303,-131192/6599303,-0.019879675171756775,0.019879675171756775,-131072/6599303,0
128,186,197,211,233,2,2,2,0,9685111,131072,668,60170,-191910,191910/9685111,-191910/9685111,-0.019814951010886709,0.019814951010886709,-131072/9685111,0
128,187,151,227,233,2,2,2,0,7986541,131072,16,25790,-156878,156878/7986541,-156878/7986541,-0.019642796549845548,0.019642796549845548,-131072/7986541,0
128,188,163,211,251,2,2,2,0,8632643,131072,20,37986,-169078,169078/8632643,-169078/8632643,-0.019585890439347487,0.019585890439347487,-131072/8632643,0
128,189,139,197,233,2,2,2,0,6380239,131072,220,-8008,-123284,123284/6380239,-123284/6380239,-0.019322787124432174,0.019322787124432174,-131072/6380239,0
128,190,193,211,241,4,2,2,0,9814243,262144,1584,-74360,-189368,189368/9814243,-189368/9814243,-0.019295222260137638,0.019295222260137638,-262144/9814243,0
128,191,191,193,251,2,4,2,0,9252613,262144,-96,-84648,-177400,177400/9252613,-177400/9252613,-0.019172962275629597,0.019172962275629597,-262144/9252613,0
128,192,139,197,227,2,2,2,0,6215941,131072,-440,-12388,-118244,118244/6215941,-118244/6215941,-0.019022703079067192,0.019022703079067192,-131072/6215941,0
128,193,151,179,191,2,2,2,0,5162539,131072,288,-33556,-97804,97804/5162539,-97804/5162539,-0.018944941626591102,0.018944941626591102,-131072/5162539,0
128,194,139,179,251,2,2,2,0,6245131,131072,-452,-13612,-117008,117008/6245131,-117008/6245131,-0.018735875996836574,0.018735875996836574,-131072/6245131,0
128,195,163,197,251,2,2,2,0,8059861,131072,-836,16514,-146750,146750/8059861,-146750/8059861,-0.018207510030259826,0.018207510030259826,-131072/8059861,0
