X,rep,seed,F3,ordered_primitive_signed_total,ordered_primitive_abs_mass,triple_top1_abs_share,triple_top5_abs_share,triple_top10_abs_share,triple_participation_ratio,max_load,rows_K_ge_3
256,12,733660012,126.0,25.805039888567514,214.2809649628768,0.053350606385169586,0.16311685866628858,0.2981119267959661,59.51232192817957,3.0,21.0
256,13,733660013,102.0,4.38680798271564,189.61232176440515,0.03136924806364234,0.15591698501928697,0.30739544409041103,63.2400479770617,4.0,14.0
256,14,733660014,168.0,64.00382727526379,257.87404569802084,0.023096023619081165,0.11507719458390656,0.2295679399786615,69.91581710676036,5.0,16.0
256,15,733660015,84.0,-22.922497109175232,184.4897280563581,0.032316484280583556,0.15937645716235713,0.31679463567584465,68.56070885706687,3.0,14.0
256,16,733660016,102.0,-3.2344954677835442,199.0079808671643,0.029876397867911773,0.14900983314054786,0.2949140844122417,67.08014215272415,3.0,17.0
256,17,733660017,126.0,19.59458110601636,221.58388960221353,0.05167652447086852,0.18293240021540394,0.31539839346412146,57.74050968782711,4.0,18.0
256,18,733660018,102.0,-15.81099498614878,208.9485657975655,0.028339317449415414,0.14026448823743146,0.278857061438817,74.9203097338911,3.0,17.0
256,19,733660019,96.0,-5.888676395722386,190.43065041432916,0.03152532851659333,0.15447266320546332,0.30628546346846597,65.14469628538178,3.0,16.0
256,20,733660020,138.0,32.48805856381871,229.7670018430096,0.025910882854974178,0.1287938662323374,0.25627839572530764,68.69774787716743,4.0,20.0
256,21,733660021,150.0,39.60879291747027,244.0124173381279,0.04475789110087542,0.14188407975607542,0.2621212338137559,66.76689311934318,4.0,22.0
256,22,733660022,102.0,-1.5075600193551788,199.71290203194374,0.02979389868342162,0.14827221646072092,0.29385692145094244,66.29177998446954,4.0,14.0
256,23,733660023,156.0,54.08336987259563,247.21015525965987,0.04789479286509175,0.14397010243907113,0.2628079487839032,63.21424882547831,4.0,20.0
256,24,733660024,90.0,-16.77078509043593,190.81753310137364,0.031088353219720807,0.1543224013556664,0.3070502199768784,68.31218081753974,3.0,15.0
256,25,733660025,120.0,16.375437639475244,212.3215733779752,0.027949521146889016,0.13860951575553906,0.27504448693057465,67.00097403029703,4.0,17.0
