X,rep,seed,F3,ordered_primitive_signed_total,ordered_primitive_abs_mass,triple_top1_abs_share,triple_top5_abs_share,triple_top10_abs_share,triple_participation_ratio,max_load,rows_K_ge_3
256,26,733660026,96.0,-3.1974901530401603,182.81618272665082,0.03267494186704927,0.1601632482691905,0.3148908951568846,63.38302194659177,3.0,16.0
256,27,733660027,120.0,22.225097924503018,209.18228225106077,0.05663320907038808,0.16952196072006065,0.3085541233022486,57.72785041701324,3.0,20.0
256,28,733660028,78.0,-26.753838800980674,176.21021731761195,0.03370128121606019,0.16774665488310483,0.3303022652645532,67.83127988310515,3.0,13.0
256,29,733660029,120.0,12.53515866688032,214.98075221216135,0.027540467947519787,0.13652854432706293,0.27012288547065677,68.90327789377795,4.0,17.0
256,30,733660030,144.0,39.565554649095354,238.81664863009345,0.02498698698108596,0.1240529419894542,0.24709463276444457,68.30483402998266,4.0,21.0
256,31,733660031,120.0,18.418713500215503,208.9616078367293,0.028317445832752645,0.14029574264763914,0.27802548971580693,65.76028810407105,4.0,17.0
256,32,733660032,96.0,-5.215838165058785,188.70720343939774,0.031392332072474445,0.1566199022303749,0.31125195504199077,64.86693097933349,3.0,16.0
256,33,733660033,102.0,0.2548345568922796,197.4138687239426,0.0303082448647432,0.15073225928127845,0.29919264485633107,64.84734067304882,3.0,17.0
256,34,733660034,102.0,-0.1871714648961918,195.4545525389737,0.03027908351982203,0.1504410808061414,0.29891252834843407,65.14409491640228,3.0,17.0
256,35,733660035,138.0,26.387580307401997,233.02735468708136,0.025486624533718624,0.126485967298054,0.2514977832033324,71.39475904422537,3.0,23.0
256,36,733660036,90.0,-14.743457602976001,184.6900717903935,0.03198202798715024,0.159206876903672,0.31425958154310857,67.0032635559242,3.0,15.0
256,37,733660037,114.0,18.58534244576508,201.25107765138878,0.05727090712896209,0.1752706601183136,0.32133479723285274,56.23040599111084,4.0,16.0
256,38,733660038,90.0,-24.331695397074128,196.83418102588882,0.05984310246170719,0.1796025156305996,0.32540835986239547,64.37363853859891,4.0,12.0
256,39,733660039,108.0,4.779361178928843,202.86693671880548,0.02943875377600693,0.14508977404498957,0.28747948813285956,66.62714028244115,4.0,15.0
256,40,733660040,84.0,-27.454335851414676,188.0428712632579,0.0316886177702451,0.15616659570089692,0.30921934233191034,71.69005693910023,3.0,14.0
256,41,733660041,84.0,-21.412014729190982,180.86792233394542,0.03278824344442434,0.16201655774969118,0.3218745665130104,67.89487010889874,3.0,14.0
256,42,733660042,126.0,21.89688434161347,220.77620497322002,0.026995484169510454,0.13386341820059258,0.2659289459902507,66.74453043575657,3.0,21.0
256,43,733660043,84.0,-12.667994896762474,175.0810748534869,0.03402727802969805,0.16891909315581738,0.3347267595735702,62.319421544713606,3.0,14.0
256,44,733660044,66.0,-37.58323983890456,165.2118231220114,0.03600361592212228,0.1785084273248931,0.3523551911176032,68.79971226442755,3.0,11.0
256,45,733660045,138.0,40.55556464478834,221.98827307999233,0.02676793935127168,0.133443205311195,0.2655994099537012,64.0111018753301,4.0,20.0
256,46,733660046,102.0,4.075203451003719,191.0645379986712,0.03127082085687754,0.15452282468398829,0.30625774313715376,62.898980343199746,3.0,17.0
256,47,733660047,150.0,44.78602833678455,245.09806169942897,0.04719285234642721,0.14370773312791377,0.2635289658004015,64.53011364769797,4.0,22.0
256,48,733660048,108.0,14.217663355799516,190.58219407354713,0.0313532005051652,0.1546043113912892,0.3027784370316755,60.99465996324237,3.0,18.0
256,49,733660049,72.0,-25.64862593553486,162.4572922961167,0.03657274002355539,0.18140631104929994,0.3563346724562586,63.953945512316636,3.0,12.0
256,50,733660050,114.0,5.749132727672432,207.49415955946603,0.0548444045509739,0.16883330326303175,0.307687522150284,62.088665478724096,3.0,19.0
256,51,733660051,150.0,42.61888138980546,244.40867076687587,0.024233322413255886,0.12053501688241652,0.24016059066896636,70.22485598861432,4.0,19.0
256,52,733660052,120.0,15.01906849878673,212.80827631682575,0.05239236426836923,0.16354010025625562,0.30028778342607093,61.125342136936595,3.0,20.0
256,53,733660053,84.0,-20.624137775976052,180.64491881296397,0.06525963411338469,0.19518616697070929,0.354165913751759,58.989450332932186,3.0,14.0
256,54,733660054,138.0,25.56310977395641,237.51771438119212,0.0250805520957953,0.12440714264701389,0.24698098835301063,72.13221969750026,4.0,20.0
256,55,733660055,108.0,10.310907696655917,196.09039580868097,0.030260792805397493,0.150787988040183,0.2996902415183319,63.13906528909583,3.0,18.0
256,56,733660056,126.0,25.026156477698553,214.88049769894286,0.027750515427004543,0.13714216019404726,0.2723092643385175,65.30502525362492,4.0,15.0
256,57,733660057,108.0,1.2780839065910194,205.96343460587522,0.028849848565631206,0.1430328226309078,0.2847152803787805,67.9042309950679,4.0,15.0
256,58,733660058,108.0,4.961828539013634,202.53722061154434,0.02943542592104587,0.14611179532016094,0.2907204284768425,65.92085724894746,3.0,18.0
256,59,733660059,156.0,53.142744955695505,247.02606830846761,0.04521285922490064,0.1413668209335464,0.2604646906314206,64.2010722740173,4.0,20.0
256,60,733660060,108.0,5.756569408464586,198.82585820654833,0.030067698908597316,0.1495250945162912,0.29410740209015446,64.9732233723,3.0,18.0
256,61,733660061,90.0,-15.825563494039004,188.4089312837935,0.0314287634688506,0.15619754784604123,0.3109220646630003,67.52422982672938,4.0,12.0
256,62,733660062,108.0,-1.1810915877450994,208.26151749452106,0.02870037603432843,0.14250212591324926,0.28301666495702466,69.23859104423295,3.0,18.0
256,63,733660063,108.0,9.932269215252568,195.263001866559,0.030466987938321005,0.15109361167505192,0.2992808897041194,63.06679365658665,3.0,18.0
