X,set_label,p,q,r,M,rank,k,conjugate_k,a_mod_p,b_mod_q,c_mod_r,pair_contribution,abs_pair_contribution,hp_80_140_delta,cumulative_signed,cumulative_over_C,unseen_single_mode_bound,ranking_inclusion_margin,ranking_certified_tolerance
128,actual,179,191,251,8581439,7,1,8581438,127,178,90,0.0218564470477068462967602849932505877791367797,0.0218564470477068464870917807729711057618260384,3.1415915e-81,0.175721309496118832660371822385059203952550888,0.1789853463068381556055897,0.019816957923947616,0.00033036227997837105952,1
128,actual,179,191,251,8581439,8,43,8581396,91,14,105,0.0217313314946786767132893795916054588468816437,0.0217313314946786760584185316247385344468057156,8.8022977e-82,0.197452640990797512188237305963411927223205566,0.2011203389519371775850942,0.019816957923947616,0.00033036227997837105952,1
128,actual,179,191,251,8581439,9,19,8581420,86,135,204,0.0217153275883009486163440049444107580126883743,0.0217153275883009491686870262583397561684250832,1.2445179e-81,0.219167968579098454418030428314523305743932724,0.2232390304168691830266624,0.019816957923947616,0.00033036227997837105952,1
128,actual,179,191,251,8581439,10,73,8581366,142,6,44,0.0215334111268755528608201055251779414574113501,0.0215334111268755540313790675099880900233983994,4.0867432e-81,0.240701379705973994571621688010054640471935272,0.2451724263081425103649735,0.019816957923947616,0.00033036227997837105952,1
128,actual,179,191,251,8581439,11,116,8581323,54,20,149,0.0206867380332236662093911782576465079186435844,0.0206867380332236665274603382158602471463382244,1.0488151e-80,0.261388117739197678446316785993985831737518311,0.2662434220880661728259042,0.019816957923947616,0.00033036227997837105952,1
128,actual,179,191,251,8581439,12,107,8581332,164,137,92,0.0201473202039259865064169008568381612098573386,0.0201473202039259870199661150991232716478407383,1.79393e-80,0.281535437943123689752411564768408425152301788,0.2867649803111119721776845,0.019816957923947616,0.00033036227997837105952,1
128,actual,139,191,197,5230153,1,20,5230133,26,164,188,0.0473661775628418279361925560462401387985286514,0.0473661775628418310613021446897619171068072319,1.0065944e-80,0.0473661775628418310613021446897619171068072319,0.04884783956474311045203862,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,2,38,5230115,105,6,42,0.0406768518661101187789055277805645048138521511,0.0406768518661101211031372315574117237702012062,8.6078276e-81,0.0880430294289519521644393762471736408770084381,0.09079710455067953323027297,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,3,18,5230135,79,33,51,0.0406676371949130450818997822319777340761899237,0.0406676371949130435745622946797084296122193336,4.3353393e-81,0.128710666623864988800107767019653692841529846,0.1327368666211721226488862,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,4,40,5230113,52,137,179,0.039818169354195219911649065924311893969654855,0.0398181693541952222425983620723854983225464821,5.9727312e-81,0.168528835978060204103812225184810813516378403,0.1738005886366330299264149,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,5,2,5230151,86,131,137,0.0360350114483545776673844705419903018997768142,0.0360350114483545744259451737434574170038104057,7.6039963e-81,0.204563847426414785468651302835496608167886734,0.2109628117357540133536276,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,6,58,5230095,131,170,33,0.0359880969642407087057555461866869125381804339,0.035988096964240705311066648164342041127383709,3.0443228e-80,0.240551944390655497718611854907067026942968369,0.2480766528181877206282735,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,7,60,5230093,78,110,170,0.0293846207973161240618032369433529661991559551,0.029384620797316123030906709345799754373729229,1.2164962e-80,0.269936565187971599932836852531181648373603821,0.2783804543118540419932572,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,8,63,5230090,68,20,80,0.0288587788427643020062261154121272499188187576,0.0288587788427643009148138020236729062162339687,1.2790789e-80,0.29879534403073587656152199087955523282289505,0.308141964982109939352739,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,9,43,5230110,42,47,89,0.0287473766670689934692711558228670139731272304,0.0287473766670689918900638559762228396721184254,1.2775953e-81,0.327542720697804878859926702716620638966560364,0.3377885887037977985514203,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,10,25,5230128,102,14,38,0.028195424594301071446316456429082542318282686,0.0281954245943010703423503571229957742616534233,7.7922261e-81,0.355738145292105956141170963746844790875911713,0.3668659947329195869514251,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,11,22,5230131,112,104,128,0.0280839374812115352125356317632242107701763681,0.0280839374812115356860875436950664152391254902,1.7291095e-81,0.383822082773317474480023747673840261995792389,0.3958284262191513747097815,0.026388384405950871,0.0014160866514474311495,1
128,actual,139,191,197,5230153,12,78,5230075,18,143,24,0.0278044710573983011748071063691036816260745876,0.0278044710573983021306698759644859819673001766,1.2055927e-80,0.411626553830715780080140575591940432786941528,0.4245026492888173685891218,0.026388384405950871,0.0014160866514474311495,1
128,random_0,151,233,251,8830933,1,6,8830927,138,215,41,0.0286893764964572260384641356506735078573747904,0.028689376496457225096392562591063324362039566,1.5597235e-81,0.028689376496457225096392562591063324362039566,0.02892048010008584080221539,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,2,12,8830921,125,197,82,0.0258239862544690693285851802714444122769752664,0.0258239862544690709778016923792165471240878105,5.672994e-82,0.0545133627509262960741942549702798714861273766,0.05495248817350941589188196,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,3,1,8830932,23,230,216,0.0221627972653381938362153547521729898671098537,0.022162797265338193830608304324414348229765892,2.9034961e-81,0.0766761600162644968436964632019225973635911942,0.07729381501808550714027746,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,4,5,8830928,115,218,76,0.0220930682163248296087571642771239735045011077,0.0220930682163248300053925987640468520112335682,1.6889536e-80,0.0987692282325893233796421100123552605509757996,0.09956485112021071226529045,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,5,18,8830915,112,179,123,0.0214327958343921577614150875054242002951307815,0.0214327958343921570749657234955520834773778915,2.1589475e-81,0.120202024066981480454607833507907344028353691,0.1211702961006648759934023,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,6,7,8830926,10,212,6,0.0206537117054982285021281264824428410506614051,0.0206537117054982274910734929562750039622187614,5.0230011e-81,0.140855735772479701006787422556953970342874527,0.1419903811396524551113885,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,7,11,8830922,102,200,117,0.0204434846930832275515710659444196857387900201,0.0204434846930832275768707972929405514150857925,6.9420809e-81,0.161299220465562914705870412035437766462564468,0.1625985457094099306818435,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,8,86,8830847,15,208,2,0.0204042185764114750483701035910858309143607375,0.0204042185764114758494969237290206365287303925,1.0412361e-80,0.181703439041974390555367335764458402991294861,0.1831671278593140772539272,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,9,87,8830846,38,205,218,0.0204038527565690914492391667579158487231290444,0.0204038527565690921972141325113625498488545418,8.3462695e-81,0.202107291798543475813687564368592575192451477,0.2037353412425609022751161,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,10,92,8830841,2,190,43,0.0203060306008029693748200672982136119829952098,0.0203060306008029690938432310076677822507917881,1.3295469e-80,0.222413322399346441438083843422646168619394302,0.2242049444761751164634234,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,11,81,8830852,51,223,177,0.0197303393762990622224748927008878786674934379,0.0197303393762990608717444729336421005427837372,2.9300327e-80,0.24214366177564550230982831635628826916217804,0.2440942190782446341579259,0.01586591336451661,0.003777226588614745334,1
128,random_0,151,233,251,8830933,12,93,8830840,25,187,8,0.0196431399531313538453804397536764584798711258,0.0196431399531313555240075174879166297614574432,1.1192417e-80,0.261786801728776830078260218215291388332843781,0.2638955918333439898404436,0.01586591336451661,0.003777226588614745334,1
128,random_1,193,233,251,11287219,1,9,11287210,147,166,132,0.044556623059829920595008245417006977715406909,0.044556623059829922328667350939213065430521965,5.3659485e-82,0.044556623059829922328667350939213065430521965,0.04525402753776951170205933,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,2,18,11287201,101,99,13,0.0391733197188226418803202496893189900488305438,0.0391733197188226384133358237704669591039419174,2.4888185e-81,0.0837299427786525607420031747096800245344638824,0.08504049176152875255674246,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,3,110,11287109,124,139,191,0.0358629256861579420610558755418569209332929922,0.0358629256861579398529826789854269009083509445,7.4195543e-81,0.119592868464810500594985853695106925442814827,0.1214647473521535819829253,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,4,119,11287100,78,72,72,0.0351445372042031150482903358684190648874836183,0.0351445372042031162207464944913226645439863205,1.4678638e-80,0.154737405669013616815732348186429589986801147,0.1571593701763646100388883,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,5,101,11287118,170,206,59,0.0335531431318893758267501129473470273519640302,0.0335531431318893749726761654983420157805085182,2.1489503e-80,0.18829054880090298484951460977754322811961174,0.1912376902777407905453799,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,6,128,11287091,32,5,204,0.0316242408651538326080110552521880568634511647,0.031624240865153835366996304401254747062921524,2.4197407e-81,0.219914789666056820216510914178797975182533264,0.2233569167516824272023968,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,7,27,11287192,55,32,145,0.0311279890077085238129922317011681731367344506,0.0311279890077085230615239197504706680774688721,3.7911021e-81,0.251042778673765343278034833929268643260002136,0.2549721239871745037675055,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,8,92,11287127,23,40,178,0.0284805858104022351323676712513070578777325439,0.02848058581040223413705092525560758076608181,2.0821873e-81,0.279523364484167591292873566999332979321479797,0.2838984906201459934571574,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,9,137,11287082,179,171,85,0.0259571737244010967142109935500977097786714453,0.0259571737244010981859876352473293081857264042,2.8129607e-80,0.305480538208568686009414250293048098683357239,0.3102619484825021589635696,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,10,36,11287183,9,198,26,0.0216159659844844532513509231219217171552239995,0.0216159659844844531662033659813459962606430054,1.1868777e-80,0.327096504193053139175617616274394094944000244,0.3322162496108400087102552,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,11,83,11287136,69,107,46,0.0213632808979439381916191188556559821053075956,0.0213632808979439398067157185323594603687524796,1.5077524e-81,0.348459785090997065104545526992296800017356873,0.3539139106017659130998254,0.019855587509730849,0.00068314732430837382671,1
128,random_1,193,233,251,11287219,12,118,11287101,126,183,141,0.0205387348340392228330763947982941094974066218,0.020538734834039222565404969600422191433608532,3.949003e-80,0.36899851992503629460884440049994736909866333,0.3747741196558159182394832,0.019855587509730849,0.00068314732430837382671,1
128,random_2,181,191,227,7847617,1,7,7847610,13,9,200,0.0579144204800844242016219659406689809787110018,0.0579144204800844247804647579869197215884923935,1.3265531e-82,0.0579144204800844247804647579869197215884923935,0.05922595295633261563983396,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,2,12,7847605,74,70,51,0.0437205714767957469868258890268690872940863119,0.0437205714767957484556681890808249590918421745,4.8044718e-81,0.101634991956880166297239043160516303032636642,0.1039366223896755758726584,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,3,5,7847612,61,61,78,0.0430181685822260490130774375974616875442648366,0.0430181685822260476137479656699724728241562843,3.5193894e-81,0.144653160539106206972093104923260398209095001,0.147928982282055726527048,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,4,69,7847548,154,116,123,0.03827185443558498730398603981254587791477854,0.0382718544355849857319107343300856882706284523,2.8992208e-80,0.182925014974691185765109935346117708832025528,0.1870675427919210043192777,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,5,14,7847603,26,18,173,0.0364967180020308720176888480056029184453534176,0.0364967180020308729071487618966784793883562088,1.4426339e-81,0.219421732976722044794470889428339432924985886,0.2243907670516221142253954,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,6,76,7847541,167,125,96,0.0325064126569229871976304999028262034527797861,0.0325064126569229866481336443939653690904378891,7.0044847e-81,0.251928145633645017564816726007848046720027924,0.2576333213384270903745232,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,7,19,7847598,87,79,24,0.0319063122807404512170988995575854168934316424,0.0319063122807404508929352004997781477868556976,4.2439436e-81,0.283834457914385496213327542136539705097675323,0.2902621853499216530991589,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,8,62,7847555,141,107,150,0.0316685882120291620183777219993690344548679792,0.0316685882120291625763108811497659189626574516,2.9746499e-80,0.315503046126414665728532327193534001708030701,0.3226479417831418228246321,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,9,2,7847615,133,139,122,0.0286260290475005662805094991981057140904379185,0.0286260290475005667321095614852310973219573498,2.6315241e-80,0.344129075173915222052301032817922532558441162,0.3519222371251264913638579,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,10,105,7847512,14,135,49,-0.0281330180947727930137364035813867245195970143,0.0281330180947727929996471374352040584199130535,1.6336743e-80,0.315996057079142411705419135614647530019283295,0.3231521174832724940806372,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,11,74,7847543,34,177,201,0.0280853754599983327862816535266713217462203253,0.0280853754599983337914004266622214345261454582,3.0062165e-80,0.344081432539140752435713466184097342193126678,0.3518735155731800845479995,0.026456925709631603,0.0013691308132162613442,1
128,random_2,181,191,227,7847617,12,112,7847505,27,144,22,-0.0278260565228478629962569900569368212329808729,0.0278260565228478640165121760219335556030273438,8.6000743e-81,0.316255376016292888419201290162163786590099335,0.3234173089683127777504978,0.026456925709631603,0.0013691308132162613442,1
128,random_3,179,193,233,8049451,1,11,8049440,139,92,174,0.0528890136824569725248294013945863275275977404,0.0528890136824569714879551440844807075336575508,8.6281191e-81,0.0528890136824569714879551440844807075336575508,0.05469273318098642061579895,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,2,59,8049392,176,125,86,0.0472931770413816610395879302657827698294068338,0.0472931770413816607301349392855627229437232018,1.2098925e-80,0.100182190723838632218090083370043430477380753,0.1035987900935848859962363,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,3,70,8049381,136,24,27,0.0439385440596191759080067320308251836721911163,0.0439385440596191736983833209251315565779805183,3.2614449e-81,0.144120734783457798977579500387946609407663345,0.1490358080921048711253718,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,4,73,8049378,60,14,138,0.0358718131429935211695979177108880639564833554,0.0358718131429935221943239298525440972298383713,8.6864663e-81,0.179992547926451307294115622426033951342105865,0.1861309885151557208526896,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,5,2,8049449,9,122,74,0.0336451231083570065966298924376900643229499217,0.0336451231083570098667756553822982823476195335,9.1381438e-81,0.213637671034808324099785181715560611337423325,0.2209235401791920794245527,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,6,62,8049389,100,115,197,0.0328769045577121475431469878229697984873933343,0.0328769045577121457601954546134948031976819038,1.1138321e-80,0.246514575592520462921086732421827036887407303,0.2549216740749681853195341,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,7,48,8049403,37,33,145,0.0324880305789239903215029436273211266285251548,0.0324880305789239931524292614994919858872890472,7.7973349e-82,0.27900260617144445607351599392131902277469635,0.2885176718883702973172944,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,8,61,8049390,6,54,160,0.0318139121269008949436116771720111296648095874,0.0318139121269008923187371351559704635292291641,2.8626063e-80,0.310816518298345334514465321262832731008529663,0.3214165612086882783948738,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,9,9,8049442,130,163,100,0.0312363001530847151623992468754083326134786174,0.0312363001530847166076210186247408273629844189,1.4156628e-80,0.342052818451430040713745484026730991899967194,0.3537181397575152597134718,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,10,132,8049319,57,139,224,0.0301800280475970051347403609716694293348449892,0.030180028047597003831858941680366115178912878,2.5159412e-80,0.372232846499027048015051377660711295902729034,0.3849274232452392086045734,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,11,134,8049317,66,68,65,0.0259812698509376232553495259156339850337618826,0.0259812698509376237276935484032946988008916378,2.116463e-80,0.398214116349964675212191878017620183527469635,0.4117947546761497878975433,0.022685782650364868,0.0030898710247186239597,1
128,random_3,179,193,233,8049451,12,81,8049370,96,116,201,0.0257756536750834932677277592461636969154747091,0.0257756536750834916449370837199239758774638176,6.4282359e-80,0.423989770025048173796022865644772537052631378,0.4384494576260075660023574,0.022685782650364868,0.0030898710247186239597,1
256,actual,307,367,463,52165747,1,56,52165691,291,184,255,0.0189702958470656415869338935798909613281851854,0.0189702958470656414535771006057984777726233006,7.0927438e-81,0.0189702958470656414535771006057984777726233006,0.01920935377978189723124913,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,2,44,52165703,119,197,35,0.0181261818236533020338822364424421075833211573,0.0181261818236533034376378736851620487868785858,3.0131011e-81,0.0370964776707189414217680223373463377356529236,0.03756395626644092738954939,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,3,100,52165647,103,14,290,0.0173731058969734003982282135231536724367991566,0.0173731058969734016017572031387317110784351826,5.2337063e-81,0.0544695835676923395540782735224638599902391434,0.05515599279127975790304461,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,4,7,52165740,305,23,437,0.0170887556399173506206205566823832298381456755,0.0170887556399173488885789851110530435107648373,4.4918772e-81,0.0715583392076096919121042105871310923248529434,0.07246009576309461741594475,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,5,49,52165698,293,161,281,0.0167710170882213919248459461498772078156053522,0.0167710170882213911724978316897249897010624409,1.1367025e-80,0.0883293562958310796151550903232418932020664215,0.08944245613805126837725368,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,6,12,52165735,172,354,220,0.0167481632171754808940017118393211230218861171,0.0167481632171754823978915283078094944357872009,3.6797251e-81,0.105077519513006562013046618631051387637853622,0.106401674644388821722174,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,7,112,52165635,275,1,47,0.0158650547407977735167394852560224291819186714,0.015865054740797773780158763656800147145986557,1.0999416e-80,0.120942574253804335793205382287851534783840179,0.1224666560083315924867264,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,8,37,52165710,121,174,61,0.0155665236262460465134518765578934575598811208,0.0155665236262460468519286393984657479450106621,5.1510785e-81,0.136509097880050389584027925593545660376548767,0.1382293442588760357114808,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,9,93,52165654,105,358,316,0.0155591130519220419515976598442874046263790249,0.0155591130519220424699433635851164581254124641,7.0415796e-81,0.152068210931972425115077385271433740854263306,0.1539845285492793813819645,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,10,63,52165684,289,207,229,0.0155002678477693457744875697079916871119156877,0.0155002678477693459080377635928016388788819313,4.7731168e-81,0.167568478779741764084221244957007002085447311,0.1696801260860587856615922,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,11,51,52165696,117,220,9,0.0150146409079189372138097591798806872139723059,0.0150146409079189371849061274133418919518589973,4.0914693e-81,0.182583119687660694330233468463120516389608383,0.1848839769591179849062001,0.013228462803628493,0.00146140499819497581,1
256,actual,307,367,463,52165747,12,156,52165591,87,198,82,0.0146898678018234695649744853133884002650442135,0.0146898678018234692815857656000844144728034735,1.0366444e-80,0.197272987489484158407648806132783647626638412,0.1997589620335918081384108,0.013228462803628493,0.00146140499819497581,1
256,actual,283,347,367,36039767,1,8,36039759,275,180,187,0.0280316700306739708893153145338223016571952781,0.0280316700306739718939752492588013410568237305,5.2119328e-82,0.0280316700306739718939752492588013410568237305,0.02856315096497389488527929,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,2,7,36039760,276,331,26,0.0252546579882061566374930837022008372041214246,0.0252546579882061555943906228094419930130243301,1.2944295e-81,0.0532863280188801274883658720682433340698480606,0.0542966376925419699772668,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,3,16,36039751,267,13,7,0.0250084686720027443612187905218613273093577975,0.0250084686720027440931524154166254447773098946,9.1623515e-82,0.0782947966908828785204121913920971564948558807,0.07977926735033906424643391,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,4,1,36039766,282,196,161,0.0246516181210973813697595455720722706380985534,0.024651618121097382263506858635082608088850975,6.1915595e-81,0.102946414811980260783919050027179764583706856,0.1048982805647958177486245,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,5,15,36039752,268,164,213,0.023930108198379496248859458627406873180522015,0.023930108198379495404450878481839026790112257,4.1154774e-81,0.126876523010359759657816880462632980197668076,0.1292821040162892287650465,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,6,9,36039758,274,29,348,0.0221609696953155748815151720969326299077101584,0.0221609696953155750620556574403963168151676655,3.104389e-81,0.149037492705675345128213393763871863484382629,0.1518632460690052254914661,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,7,23,36039744,260,344,33,0.020942369049457121996905234753761840007542631,0.0209423690494571212994401321338955312967300415,6.1634215e-81,0.169979861755132466427653525897767394781112671,0.1732026827871627761012974,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,8,24,36039743,259,193,194,0.0204950469632167225225549631780400460632052212,0.020495046963216721064293679432921635452657938,2.9316941e-81,0.190474908718349184022500253377074841409921646,0.1940863161848163931377798,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,9,17,36039750,266,209,168,0.0181311639994938855351410631328202610246027974,0.0181311639994938857134432197426576749421656132,2.7742798e-81,0.208606072717843066266496521166118327528238297,0.212561247358076632618662,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,10,31,36039736,252,177,220,0.0168004914840616793333060893863470530303215846,0.0168004914840616803584083527312031947076320648,1.5628089e-81,0.225406564201904746624904873897321522235870361,0.2296802764426764120742064,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,11,114,36039653,169,136,4,0.016519611223146757972417518557628843343739576,0.016519611223146758033353265204823401290923357,1.1758022e-80,0.241926175425051515066598994962987489998340607,0.2465130997718997241108241,0.015865913332103607,0.00017723246938525227812,1
256,actual,283,347,367,36039767,12,121,36039646,162,120,30,0.0160431458014888589784702147484178558611334416,0.0160431458014888596308455959160710335709154606,1.7789721e-80,0.257969321226540371227997638925444334745407104,0.2628604238870728693200363,0.015865913332103607,0.00017723246938525227812,1
256,actual,271,431,499,58283699,1,22,58283677,134,8,243,0.0663405849186037142874763396605223517597680833,0.066340584918603714981166774578014155849814415,1.6241687e-80,0.066340584918603714981166774578014155849814415,0.06807779954405637767855808,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,2,60,58283639,193,61,73,0.0591400120101208177061921519268249884957687057,0.0591400120101208195966258074349752860143780708,1.7906872e-80,0.125480596928724541516686485920217819511890411,0.1287664697991939277699203,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,3,69,58283630,100,221,59,0.0566146503100428696802802699300227234013588673,0.0566146503100428688526335463393479585647583008,1.4724011e-80,0.182095247238767410369320032259565778076648712,0.1868636484688249166374874,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,4,187,58283512,55,68,319,0.0500672978852734199693767563719319760925232519,0.0500672978852734207322328074951656162738800049,9.170609e-80,0.232162545124040831101552839754731394350528717,0.2382420237624436054613142,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,5,118,58283581,226,278,260,0.0476567082125284260830720944233479149289091442,0.0476567082125284244287222179536911426112055779,8.0679657e-80,0.27981925333656926246916896161565091460943222,0.2871466849529162868037702,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,6,129,58283570,22,282,132,0.0454269605268468956151521666229011792984843525,0.0454269605268468948389148920341540360823273659,2.5634253e-80,0.325246213863416178124765565371490083634853363,0.3337632096102863821229789,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,7,247,58283452,248,129,392,0.0438983837996621234384738832495622603863676209,0.0438983837996621203969560554014606168493628502,1.397476e-79,0.369144597663078277705039909051265567541122437,0.3788111297678819489043178,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,8,82,58283617,56,69,316,0.0437212119371216320167077011616342181199893357,0.0437212119371216331731311299790831981226801872,9.3066636e-81,0.412865809600199917817064942937577143311500549,0.4236772385869481127862457,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,9,26,58283673,183,127,15,0.0362216659215175900338005838667324518983279773,0.0362216659215175915131901263066538376733660698,1.3727986e-80,0.449087475521717516269148973151459358632564545,0.460847416009748434007065,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,10,144,58283555,138,405,275,0.0360120294941727256438424166726199055685926212,0.03601202949417272453080940408653987105935812,9.6736242e-80,0.485099505015890219983276665516314096748828888,0.4978024674023000528677585,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,11,269,58283430,111,137,136,0.0356019616384812252636098616711467566019175054,0.0356019616384812276344007386796874925494194031,2.2319431e-80,0.520701466654371447617677404196001589298248291,0.5343367127782409076175441,0.034066609905852571,0.0010561962425007648259,1
256,actual,271,431,499,58283699,12,151,58283548,156,290,375,0.0351228061483533382826467477217361664171185542,0.0351228061483533360309650106501067057251930237,7.1802176e-80,0.555824272802724839159793646103935316205024719,0.5703792553534395848302552,0.034066609905852571,0.0010561962425007648259,1
256,random_0,271,293,379,30093737,1,88,30093649,261,218,111,0.189137501839417193848818896727732341427087072,0.189137501839417188076453157918876968324184418,1.200763e-79,0.189137501839417188076453157918876968324184418,0.11053091925692962171901,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,2,61,30093676,184,251,176,0.158458407131643591208063369007656986905416271,0.158458407131643580489921419029997196048498154,4.7733898e-79,0.347595908971060796321950192577787674963474274,0.2031331437439576337311564,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,3,15,30093722,103,177,6,0.143089546835343202317559174855903987679161087,0.143089546835343195407830307885888032615184784,1.3320513e-79,0.490685455806403991729780500463675707578659058,0.2867538905231766244163794,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,4,46,30093691,81,74,170,0.141123627632832730343911457290340586770917339,0.141123627632832732148315812992223072797060013,7.5557436e-80,0.631809083439236696122520697826985269784927368,0.369225764897266606201498,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,5,42,30093695,180,144,320,0.12436190775001012624321481452773912285663401,0.124361907750010131090689924349135253578424454,2.3898317e-80,0.75617099118924679945763500654720701277256012,0.4419021820565917080259055,0.063595731789598806,0.0009576878252359616317,1
256,random_0,271,293,379,30093737,6,27,30093710,77,260,314,0.122808172343329777136612850303209484951557848,0.122808172343329774500730877662135753780603409,2.5093429e-80,0.878979163532576546202790268580429255962371826,0.5136706047615529069361173,0.063595731789598806,0.0009576878252359616317,1
